label,prompt_tokens,completion_tokens,total_tokens,finish_reason,model,source_shard
688090_chunks_0001_0001,5052,209,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0002_0002,5063,222,5285,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0003_0003,5035,217,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0004_0004,5035,240,5275,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0005_0005,5064,222,5286,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0006_0006,5029,175,5204,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0007_0007,4873,303,5176,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0008_0008,4836,187,5023,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0009_0009,5052,250,5302,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0010_0010,5059,253,5312,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0011_0011,5058,211,5269,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0012_0012,5065,217,5282,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0013_0013,5014,225,5239,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0014_0014,4878,141,5019,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0015_0015,4563,138,4701,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0016_0016,4424,470,4894,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0017_0017,4597,207,4804,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0018_0018,5059,238,5297,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0019_0019,5064,282,5346,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0020_0020,5039,308,5347,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0021_0021,5057,201,5258,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0022_0022,5058,193,5251,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0023_0023,5053,220,5273,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688090_chunks_0024_0024,1813,212,2025,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0001_0001,5007,234,5241,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0002_0002,5037,223,5260,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0003_0003,5028,220,5248,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0004_0004,5030,169,5199,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0005_0005,5015,186,5201,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0006_0006,5032,219,5251,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0007_0007,4959,228,5187,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0008_0008,5058,200,5258,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0009_0009,5060,247,5307,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0010_0010,4921,231,5152,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0011_0011,5061,223,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0012_0012,4952,231,5183,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0013_0013,4997,175,5172,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0014_0014,5035,248,5283,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0015_0015,5053,234,5287,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0016_0016,5044,216,5260,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0017_0017,5063,259,5322,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0018_0018,5063,284,5347,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0019_0019,5053,228,5281,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688096_chunks_0020_0020,1138,92,1230,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0001_0001,5036,211,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0002_0002,5051,221,5272,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0003_0003,5046,189,5235,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0004_0004,4985,204,5189,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0005_0005,5052,223,5275,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0006_0006,5043,222,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0007_0007,5054,254,5308,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0008_0008,4907,268,5175,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0009_0009,5061,222,5283,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0010_0010,5032,202,5234,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0011_0011,4888,309,5197,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688126_chunks_0012_0012,3693,227,3920,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0001_0001,5053,221,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0002_0002,5016,236,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0003_0003,5061,234,5295,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0004_0004,5040,189,5229,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0005_0005,5063,277,5340,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0006_0006,5039,197,5236,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0007_0007,5018,209,5227,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0008_0008,5039,190,5229,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0009_0009,5033,214,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0010_0010,5049,225,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0011_0011,5035,145,5180,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0012_0012,4849,165,5014,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0013_0013,5046,194,5240,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0014_0014,5023,261,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0015_0015,5025,284,5309,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0016_0016,4983,228,5211,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688169_chunks_0017_0017,4999,228,5227,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0001_0001,5034,232,5266,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0002_0002,5053,221,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0003_0003,5013,243,5256,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0004_0004,5045,260,5305,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0005_0005,5046,301,5347,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0006_0006,5046,113,5159,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0007_0007,5052,201,5253,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0008_0008,4924,232,5156,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0009_0009,5035,238,5273,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0010_0010,5048,145,5193,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0011_0011,5015,111,5126,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0012_0012,5047,205,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0013_0013,5002,264,5266,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0014_0014,5053,194,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0015_0015,5034,277,5311,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0016_0016,5013,373,5386,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0017_0017,5046,259,5305,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0018_0018,5057,248,5305,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0019_0019,4463,226,4689,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0020_0020,4976,240,5216,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0021_0021,5051,196,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0022_0022,5046,201,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0023_0023,5046,255,5301,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688177_chunks_0024_0024,1904,195,2099,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0001_0001,5031,278,5309,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0002_0002,5048,259,5307,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0003_0003,5037,235,5272,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0004_0004,5062,203,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0005_0005,5002,167,5169,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0006_0006,5052,267,5319,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0007_0007,5060,224,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0008_0008,5039,280,5319,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0009_0009,5012,248,5260,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0010_0010,5047,298,5345,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0011_0011,4964,273,5237,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0012_0012,5024,219,5243,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0013_0013,5030,284,5314,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0014_0014,4952,189,5141,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0015_0015,5024,236,5260,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0016_0016,4927,162,5089,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0017_0017,5020,196,5216,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0018_0018,5009,225,5234,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0019_0019,5030,246,5276,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0020_0020,4900,206,5106,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0021_0021,5041,203,5244,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0022_0022,4999,221,5220,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688189_chunks_0023_0023,4501,200,4701,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0001_0001,5047,245,5292,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0002_0002,5057,213,5270,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0003_0003,5036,161,5197,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0004_0004,5047,185,5232,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0005_0005,5057,233,5290,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0006_0006,5053,219,5272,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0007_0007,5045,211,5256,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0008_0008,4917,301,5218,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0009_0009,4326,208,4534,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0010_0010,5016,252,5268,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0011_0011,5039,352,5391,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688200_chunks_0012_0012,4702,311,5013,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0001_0001,5015,239,5254,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0002_0002,5034,204,5238,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0003_0003,5019,220,5239,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0004_0004,5016,192,5208,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0005_0005,4994,200,5194,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0006_0006,5005,192,5197,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0007_0007,5051,216,5267,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0008_0008,5034,236,5270,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0009_0009,5050,233,5283,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0010_0010,4876,236,5112,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0011_0011,5040,210,5250,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0012_0012,4736,197,4933,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0013_0013,5024,234,5258,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0014_0014,5063,222,5285,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688222_chunks_0015_0015,1854,235,2089,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0001_0001,5028,212,5240,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0002_0002,5060,246,5306,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0003_0003,5063,237,5300,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0004_0004,5047,222,5269,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0005_0005,5051,189,5240,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0006_0006,5034,166,5200,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0007_0007,5048,267,5315,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0008_0008,5046,203,5249,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0009_0009,5018,211,5229,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0010_0010,4962,182,5144,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0011_0011,5050,220,5270,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0012_0012,5055,171,5226,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0013_0013,4645,204,4849,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0014_0014,5051,195,5246,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0015_0015,4636,236,4872,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0016_0016,4804,100,4904,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0017_0017,5004,113,5117,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0018_0018,4898,208,5106,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0019_0019,5044,188,5232,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0020_0020,5057,237,5294,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0021_0021,4810,233,5043,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0022_0022,5058,252,5310,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0023_0023,5016,218,5234,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_chunks_0024_0024,2313,254,2567,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0001_0001,5051,211,5262,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0002_0002,5037,203,5240,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0003_0003,5020,183,5203,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0004_0004,5018,211,5229,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0005_0005,4613,219,4832,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0006_0006,5044,208,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0007_0007,5058,213,5271,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0008_0008,5033,245,5278,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688233_chunks_0009_0009,2776,258,3034,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0001_0001,4974,188,5162,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0002_0002,5005,193,5198,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0003_0003,5024,275,5299,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0004_0004,5056,219,5275,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0005_0005,4929,218,5147,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0006_0006,5064,208,5272,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0007_0007,5025,317,5342,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0008_0008,4914,191,5105,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0009_0009,4454,174,4628,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0010_0010,5034,316,5350,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0011_0011,4976,193,5169,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0012_0012,5028,165,5193,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0013_0013,5024,219,5243,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0014_0014,5036,210,5246,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0015_0015,4946,223,5169,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688318_chunks_0016_0016,4260,188,4448,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0001_0001,5060,192,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0002_0002,5054,219,5273,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0003_0003,5056,164,5220,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0004_0004,5063,240,5303,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0005_0005,5011,201,5212,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0006_0006,5004,224,5228,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0007_0007,4891,212,5103,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0008_0008,4921,183,5104,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
688365_chunks_0009_0009,4993,147,5140,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard2_20260708
