custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta,source_shard
688228_1207391449_glm4_dewrap_join_chunk_0004,688228,开普云,4,155,1.2435897435897436,公司主要为全国各级党政机关、大中型企业、媒体单位等客户提供互联网内容服务平台的建设、运维以及大数据服务。公司业务属于战略新兴产业中的新一代信息技术产业，其中互联网内容服务平台建设属于新兴软件及服务类别，大数据服务属于大数据服务类别。公司互联网内容服务平台的建设和运维收入占比在报告期内均超过50%，因此行业归属为软件和信息技术服务业。公司所属的软件和信息技术服务业按照市场规律运作，行业企业面向市场自主经营、政府职能部门进行产业宏观调控，行业协会进行自律规范。公司互联网内容服务平台的建设所属行业为信息技术服务业中的软件开发，运维服务属于信息技术服务业中的运行维护服务，大数据服务属于互联网和相关服务中的互联网数据服务。,79,1.135135135135135,公司主要提供互联网内容服务平台建设、运维和大数据服务，其中平台建设及运维收入报告期内均超过50%，行业归属为软件和信息技术服务业，并属于新一代信息技术产业相关类别。公司业务涉及政府网站、政务服务、云计算、大数据和人工智能等政策鼓励方向，外部政策环境与其政务数字内容管理、政府网站监测和大数据SaaS服务具有较强关联。,76,0.1084546084546085,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0005,688228,开普云,5,114,0.6122448979591837,国家政策推动政务信息系统整合共享，实现互联互通，提升政务服务标准化、精准化水平。公司技术和产品围绕数字内容全生命周期管理，属于数字内容管理软件，是政府和企业向数字政府和数字企业转型升级的基础支撑软件。数字内容管理技术正与云计算、大数据、人工智能等新一代信息技术融合创新，向云服务模式发展，具备海量数据处理能力，提升智能化处理能力，并与新媒体平台融合发展。公司主要资源集中于“互联网+政务”领域，在互联网内容服务平台建设和政府网站监测领域取得领先市场地位。,90,1.2794117647058822,公司产品属于数字内容管理软件，围绕数字内容采集、分析、存储和应用的全生命周期管理，为政府和企业数字化转型提供基础支撑。公司主要将资源集中于“互联网+政务”领域，在互联网内容服务平台建设和政府网站监测领域取得较为领先的市场地位，并将企业数字内容管理作为未来拓展方向之一。行业技术趋势包括云服务、大数据处理、人工智能分析和新媒体平台融合，但相关段落多为行业背景。,24,-0.6671668667466986,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0006,688228,开普云,6,76,0.7758620689655172,"我国政府推动政务网站和新媒体平台集约化发展，要求统一标准、整合平台、共享数据，提升服务效率。截至2019年6月，我国政府网站达15,143个，政务新媒体用户规模庞大，政务服务平台用户达5.09亿。电子政务软件和服务市场规模持续增长，2018年分别达779亿元和1,067亿元，预计未来仍将保持较快增速。",46,1.0172413793103448,本块主要披露互联网政务、融媒体、政务大数据和企业数字内容管理的政策、发展及市场规模，发行人绑定信息较少；核心事实为公司已形成覆盖数字内容采集、分析、存储和应用全生命周期的六大核心技术。,30,-0.2413793103448275,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0007,688228,开普云,7,185,2.761904761904762,公司基于核心技术研发了互联网内容服务平台和大数据服务平台两大核心平台，支撑了互联网智慧门户、政务服务平台等应用产品及SaaS服务。报告期内，公司为广泛党政机关提供产品和服务，在互联网内容服务平台建设和政府网站内容监测领域取得领先市场地位。公司累计服务省级政府20家、国务院组成部门和直属机构16家、地级政府146家。公司在政府网站内容监测领域市场占有率较高，2019年分别为省级政府、国务院组成部门和直属机构、地级政府提供监测服务的比率达58.06%、31.58%和33.53%。公司互联网内容服务平台拥有领先的产品技术架构，具备开放性、可扩展性，能够汇聚全量数字内容资源，并具备全方位、全过程的安全控制能力。公司大数据服务平台具备大规模互联网内容采集及处理能力，以及应用人工智能的深度学习、自然语言处理技术对大规模文本内容进行分析的能力。,145,2.4186046511627906,"公司基于六大核心技术研发互联网内容服务平台和大数据服务平台，支撑互联网智慧门户、政务服务平台、融媒体平台、云监测、内容安全、云搜索等产品及SaaS服务。2019年公司总收入29,806.77万元，互联网内容服务平台建设收入20,172.65万元、占67.68%，大数据服务收入6,328.13万元、占21.23%，运维服务收入3,305.99万元、占11.09%。报告期内公司累计服务省级政府24个、国务院组成部门和直属机构19个、地级政府155个，政府网站内容监测2019年覆盖省级政府、国务院组成部门和直属机构、地级政府的比率分别为58.06%、31.58%、33.53%。",40,0.3433001107419713,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0008,688228,开普云,8,124,1.1451612903225807,公司专注于数字内容全生命周期管理，拥有广泛和优质的客户资源，在互联网内容服务平台建设和政府网站内容监测领域市场占有率第一。公司积累了超过200亿条有效网页链接和30亿篇有效文章索引，存储数据规模近500TB，形成了全面、准确和及时的政府网站内容数据。公司具备国产化替代能力，成为对大型跨国软件厂商具备替代能力的国内内容服务平台厂商之一。公司资产规模相对较小，高端复合人才储备相对不足，销售服务网络覆盖有待提升。公司承担了中国政府网等一系列典型项目建设，大数据SaaS服务获得了政府客户的广泛认可。,124,2.175675675675676,公司通过CMMI5及ISO9001、ISO/IEC 20000-1、ISO/IEC 27001等认证，形成互联网+政务场景研究、基础技术布局及平台化、组件化、服务化的研发体系。公司自2015年持续采集和监测政府网站，已积累有效网页链接超过200亿条、有效文章索引30亿篇、存储数据接近500TB，相关数据被CNNIC报告和清华大学政府网站绩效评估报告引用。公司承担中国政府网等典型项目，推出政府网站云监测、内容安全、云搜索等SaaS服务，并称其内容服务平台已具备对大型跨国软件厂商的国产化替代能力。,0,-1.0305143853530951,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0009,688228,开普云,9,110,1.6,公司与拓尔思、泰得科技业务相近，与科创信息、南威软件和太极股份的政务业务接近。公司研发人员数量高于泰得科技，占比与科创信息相当，但少于其他可比公司。公司研发费用高于泰得科技，与科创信息、蓝海讯通相当，少于拓尔思、太极股份、南威软件。公司营业收入规模小于拓尔思、太极股份、南威软件等大型IT厂商。公司综合毛利率高于行业平均，净利率显著高于行业平均。公司互联网内容服务平台支持批量导入、数据库对接、Web网页采集等功能，支持PB级数据存储规模。,135,2.5072463768115942,"公司与拓尔思、泰得科技在内容管理领域业务最相近，互联网内容服务平台建设和运维服务与拓尔思重合度较高，泰得科技的网站群运营大数据分析监控平台和云服务与公司大数据服务相似。2019年公司研发人员144人、占23.30%，研发费用3,341.92万元、占11.21%；2017、2018年研发费用占比分别为13.56%、10.35%，剔除国双控股后高于行业平均。公司2019年营业收入29,806.77万元，综合毛利率59.06%，净利率26.26%；2017、2018年净利率分别为22.91%、27.53%，高于剔除连续亏损公司的行业平均。",-25,-0.907246376811594,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0010,688228,开普云,10,84,1.403225806451613,"公司系统在管理亿级数据时，一般查询服务响应时间在3秒以内，支撑PB级数据存储，后台可支撑20,000个在线用户。系统采用动态高速缓存，静态内容响应时间在0.003秒以内，每秒可查询112次。系统通过微服务框架构建，支持99.99%的高可用性，平均年故障时间小于4小时。安全性方面，采用数字签名、加密传输、多因子认证等技术，支持国密算法。",175,3.1454545454545455,"公司互联网内容服务平台支持文件上传、批量导入、数据库对接、网页和新媒体采集、ETL导入、API采集、移动端同步及在线表单录入，支持文档、图片、音视频等PB级存储，并提供元数据、清洗规则、自动关键词和摘要、自动分类聚类、脱敏、图片编辑、短视频编辑、多版本管理及文档格式转换。性能方面，公司在亿级数据下查询响应时间3秒以内，后台支持20,000个在线用户，前端20,000并发响应小于3秒，单篇文章发布小于1秒；政务服务平台支持10,000个用户在线、峰值3,000并发响应不超过2秒，门户支持50,000个用户在线、峰值20,000并发响应不超过2秒。公司系统支持99.99%可用性，年平均故障时间小于4小时、平均修复时间小于30分钟，采用数字签名、加密传输、多因子认证、全过程安全控制并支持国密算法。",-91,-1.7422287390029323,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0011,688228,开普云,11,139,1.896551724137931,公司在内容管理领域深耕多年，形成完整产品和技术布局，覆盖政务、媒体、企业等领域，市场占有率较高。公司两大业务平台相互融合，形成互联网内容服务平台建设和运维运营的闭环模式。公司互联网内容服务平台建设收入占主营业务收入67.68%，大数据服务收入占21.23%。报告期内，公司收入主要来源于华南和华北区域，其中华南占比33.39%，华北占比28.38%。公司高端研发人员占研发人员比例约20%，拥有11项内容管理和大数据相关授权发明专利。公司在政务服务领域具有技术优势，但收入规模低于拓尔思、科创信息等国内竞争对手，且远低于Oracle、IBM等大型跨国企业。,124,2.4782608695652173,"公司互联网内容服务平台2019年收入20,172.65万元，占主营收入67.68%，2017年至2019年占比由60.50%升至67.68%；大数据服务收入6,328.13万元，占21.23%。公司大数据平台监测全国400万政府网站栏目，每天网页采集更新和实时计算处理均超过2亿次，累计有效网页链接超200亿条、文章索引30亿篇、存储近500TB。内容监测可识别十余类敏感信息，严重敏感、负面、错别字监测准确率分别在90%、90%、80%以上，网页篡改检测准确率90%以上，并拥有6项发明专利。",15,-0.5817091454272862,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0012,688228,开普云,12,91,4.0,公司在互联网内容服务平台建设业务中，2019年前五大客户包括湖南省人民政府发展研究中心、新华新媒文化传播有限公司等，合计销售额占比43.21%；在运维服务业务中，东莞市政务服务数据管理局为前五大客户，占比24.30%；在系统集成商客户中，数字广东网络建设有限公司为前五大客户，占比30.42%；在企业客户中，新华新媒文化传播有限公司为前五大客户，占比53.54%。,123,2.4698795180722892,"公司互联网内容服务平台建设前五名客户2019年销售8,716.04万元，占同类销售额43.21%，主要包括湖南省人民政府发展研究中心、新华新媒、安徽省人民政府网站、数字广东和海南省大数据管理局。大数据服务主要客户相对稳定，2019年前五名客户合计701.41万元，占11.08%，国家税务总局、贵州省人民政府办公厅、中国投资有限责任公司等持续合作。运维服务主要面向自建平台客户，2019年前五名客户合计1,316.64万元，占39.83%，东莞市政务服务数据管理局报告期内一直为前五名客户。",-32,1.5301204819277108,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0013,688228,开普云,13,113,1.5166666666666666,公司主要为政府及企业提供门户网站建设服务，2018年前五大客户包括中国专利技术开发公司、西安咸阳国际机场等，2019年主要客户为昌都市投资有限公司。公司采购以项目外采为主，2019年项目外采占比96.2%，研发外采占比3.8%。项目外采中，产品化软硬件和IaaS云服务占比31.69%，外协开发软件占比25.84%，劳务和技术服务占比42.47%。公司供应商数量逐年增加，2019年达184家，供应商较为分散，主要因业务覆盖全国且满足客户个性化需求。,111,2.263888888888889,"公司采购内容主要为项目外采和研发外采，2019年采购总额8,616.99万元，其中项目外采8,289.53万元、占96.20%，研发外采327.46万元、占3.80%。项目外采随经营规模扩大逐年提升，2019年产品化软硬件和IaaS云服务、外协开发软件、劳务和技术服务采购额分别为2,626.55万元、2,142.25万元、3,520.73万元。公司外协研发成果归属于发行人；供应商数量由2017年141个增至2019年184个，整体较为分散。",2,-0.7472222222222222,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0014,688228,开普云,14,98,1.5483870967741935,"报告期内，公司研发外采金额合计3,099.30万元，占当期采购总额比例35.97%。公司不存在向单个供应商采购比例超过50%或严重依赖少数供应商的情形。公司固定资产原值为3,844.65万元，账面价值为3,584.43万元，综合成新率为93.23%。无形资产原值为296.90万元，账面价值为120.37万元，综合成新率为40.54%。公司拥有8项商标，为公司及子公司产品和服务的重要标识。",138,2.462686567164179,"公司前五名供应商采购占比随业务规模、项目数量和区域扩大而下降，2019年前五名供应商采购3,099.30万元，占当期采购总额35.97%，不存在单一产品或服务依赖单一或少数供应商，也不存在向单个供应商采购比例超过50%的情形。阿里云自2017年起一直为前五名供应商，是公司IaaS云服务主要供应商；浙江新华移动传媒、中国搜索、北京瑞曦、北京七维视觉等2019年前五名供应商主要为新华社“现场云”、政府网站集约化等项目提供软件、工具和实施服务。截至2019年末，公司固定资产原值3,844.65万元、账面价值3,584.43万元，综合成新率93.23%。",-40,-0.9142994703899854,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0015,688228,开普云,15,150,2.1774193548387095,公司拥有11项发明专利和211项软件著作权，这些知识产权是公司产品和服务核心竞争力的重要支撑。公司于2018年下半年申请了11项发明专利，其中9项在2019年5-6月获得授权，主要涉及智能文档平台、签名识别、网站重构、信息聚合、网页信息抽取、相似网页查找、网页类型识别、涉密信息监测、单点登录集成、智能推送和资源管理等领域。公司还拥有大量软件著作权，形成了两大业务平台，包括网上评价系统、音视频管理系统、智能问答云平台、在线访谈系统、在线咨询投诉系统、融媒体云直播系统、大数据可视化工具软件等。公司通过专利和软件著作权保护核心技术，并采用非专利技术和技术秘密的方式予以保护，不影响公司技术的先进性。,109,2.4461538461538463,截至招股说明书签署日，公司及子公司拥有8项商标、11项发明专利和211项软件著作权。11项发明专利涉及多渠道信息采集交换、网站地图重构、多源信息聚合、网页文章抽取、相似网页查找、网页类型识别、涉密涉敏监测、单点登录、智能推送和资源管理等技术，构成产品和服务核心竞争力支撑。公司2018年下半年集中申请11项发明专利，其中9项于2019年5-6月获得授予通知并取得证书；软件著作权形成公司互联网内容服务平台和大数据服务平台两大业务平台。,41,-0.2687344913151368,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0016,688228,开普云,16,24,1.0,开普云拥有大量软件著作权，包括融媒体中心管理平台软件、媒体数据汇聚系统、融媒体运营监测系统等。,105,3.7560975609756095,公司及子公司披露多项软件著作权登记，序号55至131覆盖县级融媒体中心、媒体数据汇聚、全媒体监控、现场新闻直播、内容分发、信息资源检索、网站传播力分析、数据挖掘、智能问答、新媒体和APP管理、信息资源库共享交换、网站监督考核、用户体验云分析、安全内容管理、数字内容管理云服务、XBRL信息交换、网络舆情监控、智能搜索和信息采集等系统，登记号集中为2019SR、2018SR、2016SR及更早批次，取得方式均为原始取得。,-81,-2.7560975609756095,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0017,688228,开普云,17,39,0.0,公司及子公司拥有多项计算机软件著作权，包括面向服务的应用支撑框架软件UCAP、智能电子表单软件UCAP FormPro等，这些软件产品是公司产品和服务的载体。,113,3.724137931034482,公司及子公司继续披露序号132至211的软件著作权，涵盖智能电子表单、工作流管理、政务信息资源目录与共享、预约挂号、政府信息公开、业务流程管理、集约型政务平台、网站群内容管理、应用支撑框架、内容安全监测、搜索平台、监管平台、公共服务云平台、统一身份认证、全文检索、舆情情报、网站评分、知识管理、在线办事、企业服务总线和电子合同等软件，权利人包括开普有限、北京开普、成都开普等，取得方式均为原始取得；截至签署日，公司及子公司另拥有计算机软件产品登记2项。,-74,-3.724137931034482,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0018,688228,开普云,18,125,4.0,开普云拥有49项域名，用于客户沟通和产品访问。公司及子公司持有15项资质认证，包括CMMI-DEV Level-5、ISO9001质量管理体系认证、ITSM认证、ISO27001信息安全认证、知识产权管理体系认证等，支撑业务开展。公司核心技术覆盖数字内容全生命周期管理，专注于自然语言处理和深度学习技术，在政务服务领域具有先进性。六大核心技术包括分布式链接实时消重技术、平衡语料库自动构建技术、高效的文本敏感信息识别技术、政务领域智能搜索技术、数字内容全生命周期管理技术，拥有多项发明专利和软件著作权。,163,2.5128205128205128,公司及子公司拥有2项计算机软件产品登记，分别为开普云内容安全监测平台V2.0和开普云集约化站群云服务管理软件V3.0。公司及子公司拥有49项域名，并拥有15项资质，包括CMMI V1.3成熟度5级、ISO9001质量管理、ISO/IEC 20000信息技术服务管理、ISO/IEC 27001信息安全管理、知识产权管理体系、电信与信息服务业务经营许可证、软件企业、高新技术企业及ITSS运行维护成熟度叁级等。公司形成覆盖数字内容采集、存储、分析和应用全生命周期的六大核心技术，主要自主研发，涉及自然语言处理、深度学习、大数据、云计算，并在采集、文本分析、敏感信息监测、政务搜索和数字内容全生命周期管理等主营产品中应用，部分技术对应多项发明专利和软件著作权。,-38,1.4871794871794872,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0019,688228,开普云,19,93,4.333333333333333,开普云掌握多项核心技术和专利，包括大规模多形态高性能采集技术、基于平衡语料库的文本智能分析技术等。公司自主研发的分布式链接实时消重技术、海量网页文本实时消重技术等，已采集网页超过百亿个，每天采集网页链接超过2亿次。基于平衡语料库的新词、敏感规则自动发现技术，中文分词准确率达98%。公司已取得6项发明专利和多项软件著作权，技术先进性在政务内容监测及搜索领域处于领先地位。,187,3.1333333333333333,公司核心技术和专利、软件著作权均来源于长期自主研发，权利人为公司或子公司，不存在购买或受让情形。大规模多形态高性能采集技术面向政府网站内容采集，已采集网页超过百亿个、每天采集网页链接超过2亿次，可在最快5分钟至最慢两小时完成全国政府网站首页和重要栏目更新检查，在24小时内完成全国政府网站所有栏目更新检查，并取得4项发明专利。该技术通过三级缓存实现分布式布隆过滤，支撑3万以上爬虫客户端、百亿级链接毫秒级消重，并以SimHash、DOM节点剪枝、动态递归Xpath等技术实现网页文本消重、正文抽取、模板分类和动态网页采集。公司平衡语料库覆盖出版物、电子报、新闻和政府稿件，达近千亿字规模，支撑新词、敏感规则发现、关键词抽取、错别字监测和云搜索，相关技术取得2项发明专利和5项软件著作权，中文分词开放语境准确率接近98%，依存关系可信度达80%以上。,-94,1.1999999999999995,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0020,688228,开普云,20,109,1.8615384615384616,公司开发了敏感信息实时监测技术，应用于内容安全、统一信息资源库等产品，为政府互联网内容服务平台提供实时监测预警服务。该技术取得1项发明专利和4项软件著作权，监测准确率在90%以上。公司还研发了政务领域智能搜索技术，解决政府网站搜索问题，提升智能化水平，应用于云搜索SaaS服务，取得1项发明专利和2项软件著作权。此外，公司研发了集约化环境下数字内容全生命周期管理技术，解决海量异构数据采集、存储、交换、安全审计难题，应用于内容服务平台。,250,3.2465753424657535,公司敏感信息实时监测技术基于平衡语料库、Double Array Tries、Aho-Corasick、局部上下文特征、依存关系和BERT模型，提供错别字、敏感信息、信息泄密、隐私泄露和负面信息监测预警，已取得1项发明专利和4项软件著作权。其政务领域严重敏感信息、负面信息、错别字监测准确率分别在90%、90%、80%以上，单台服务器敏感信息扫描达50万字/秒，错别字和负面信息扫描达10万字/秒；与泰得科技对比，公司具备句子负面信息、隐私机密信息监测、发明专利、近千亿字语料库、超过4万个敏感词和正负面句子超过1000万句等指标。公司政务智能搜索技术应用于云搜索SaaS、内容服务平台和统一信息资源库，全国数百个政府网站使用，取得1项发明专利和2项软件著作权，并支持网站语义模型、智能分词、搜索纠错、query parser、敏感词禁搜和SaaS搜索服务。公司还研发集约化环境下数字内容全生命周期管理技术，覆盖海量资源汇集、混合存储、结构化提取、多终端同步、高性能发布、安全控制和微服务开放接口，内容服务平台支持CMIS、JCR、WebDAV、CIFS、RESTful、Web Service等标准接口。,-141,-1.385036880927292,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0021,688228,开普云,21,141,2.0,公司研发了基于微服务架构的弹性伸缩平台，提升了平台的扩展性、稳定性和可靠性，将数字内容管理应用划分成微服务，实现服务解耦和弹性扩展。公司已取得3项发明专利和10项软件著作权，技术内置于统一信息资源库等产品中，在政府网站集约化平台得到广泛应用。公司研发了一体化在线政务服务平台的异构数据交换关键技术，解决异构数据交换难题，取得3项发明专利和5项软件著作权。公司参与制定多项国家级、省级标准规范，包括《政府网站发展指引》和《XML在电子政务中的应用指南》等，反映出公司技术水平和市场地位受到认可。公司曾获得科学技术部、广东省、东莞市等政府部门颁发的产品或科学技术奖项。,115,2.3552631578947367,公司数字内容管理技术内置于统一信息资源库、内容管理系统等产品，并应用于政府网站集约化平台，已取得3项发明专利、10项软件著作权。该技术支持海量异构数据全生命周期管理、标准协议接口和微服务弹性伸缩，技术指标显示公司在资源分类、存储消重、静态发布性能、微服务架构和发明专利等方面具备差异。公司另研发一体化在线政务服务平台异构数据交换关键技术，含智能文档和多源异构数据交汇，已取得3项发明专利、5项软件著作权，并参与多项国家级、省部级政府网站及电子政务标准规范制定。,26,-0.3552631578947367,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0022,688228,开普云,22,167,4.017241379310345,公司获得多项政府及行业奖项，包括广东省大数据协会颁发的TOP15名牌软件和优秀大数据案例TOP30等。公司承担或参与了多项国家级和省部级科研项目，如国家自然基金政策扩散路径分析项目、科技型中小企业技术创新基金项目等，涉及数字内容管理、电子合同服务系统、智能文档应用平台等领域。公司核心技术人员汪敏、刘轩山等在多个项目中担任负责人或开发经理。公司发表多篇学术论文，涉及Web页面链接过滤、语义相似性搜索结果重排序、文本聚类模型等。公司核心技术应用于互联网内容服务、大数据服务，形成平台软件产品和SaaS服务，报告期内核心技术产生收入占比超过97%。公司正在研发集约化应用和服务的技术中台和业务中台、统一信息资源库项目2.0等，以提升系统响应能力、数据利用效率和安全性。,162,2.5375,"公司曾获广东省大数据名牌软件、优秀大数据案例、国家重点新产品、广东省科学技术奖二等奖等荣誉，其大数据服务平台数据被中国互联网信息中心、清华大学报告引用。公司承担或参与多项国家级、省部级科研项目，覆盖数字内容管理、智能文档、证券期货信息安全构件库、统一信息资源库和政务数据分析等方向。核心技术形成互联网内容服务平台建设、运维和大数据SaaS服务，公司业务不属于系统集成，2017年至2019年核心技术产生收入分别为15,642.49万元、22,337.24万元、29,686.16万元，占营业收入99.84%、97.96%、99.60%。公司在研项目包括集约化技术平台2.0和统一信息资源库2.0，均处开发阶段，各配置10名研发人员、预算300万元。",5,1.479741379310345,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0023,688228,开普云,23,121,4.125,"公司研发项目包括内容安全5.0、统一信息资源库研发项目2.0、基于中台架构的政务大数据服务平台等，预算总计约1.2亿元，研发人员数量144人，占员工总数23.30%。公司年均研发投入超过2,600万元，占销售收入比例超过10%，研发费用逐年增加，年均复合增长率为25.43%。公司拥有5名核心技术人员，包括董事长兼总经理汪敏，主持发明专利11项，参与制定1项国家标准。公司技术储备包括互联网信息云端采集技术、多屏多端统一编发技术、异地多点资源库安全数据交换技术等，已应用于在研项目。",178,2.7714285714285714,"公司规划内容安全5.0、云搜索5.0、政务大数据服务平台、互联网内容服务平台、融媒体平台3.0和异构交汇平台2.0等研发项目，预算分别为700万元、600万元、1,400万元、2,000万元、1,800万元和610万元。报告期研发费用为2,124.18万元、2,359.74万元、3,341.92万元，占营业收入13.56%、10.35%、11.21%，年均复合增长率25.43%。公司技术储备包括泛互联网信息云端采集、多屏多端统一编发、异地多点资源库安全数据交换、用户画像及精准推荐、数据溯源、短文本训练数据智能增广和新媒体采集等。2019年末公司研发人员144人、技术人员254人，分别占员工总数23.30%和41.10%；核心技术人员5人，汪敏主持发明专利11项，刘轩山、刘鹏飞分别参与5项和6项发明专利。",-57,1.3535714285714286,siliconflow_glm4_32b_table2_next100_shard2_20260708
688228_1207391449_glm4_dewrap_join_chunk_0024,688228,开普云,24,125,1.75,周键女士参与2项发明专利，负责内容服务平台和大数据平台的产品规划，对核心技术的产品化有实质性贡献。王静女士参与3项发明专利，负责内容服务平台和大数据平台的产品规划，对核心技术的产品化有实质性贡献。公司建立了完善的研发组织架构，包括产品部、研发部和过程与质量控制部，并形成了成熟、高效的研发管理模式。公司通过CMMI5等级评估，建立了以CMMI5模型要求为主的项目研发质量管理体系。公司研发人员及核心技术人员情况详见本节之“七、发行人研发项目、研发人员和创新机制等”之“（三）研发人员及核心技术人员”。,119,2.4210526315789473,周键参与发明专利2项、1项国家级和3项省部级科研项目，王静参与发明专利3项、1项国家级和1项省部级科研项目，二人均参与政府网站集约化相关标准规范研发并负责产品规划和技术架构选择。公司通过竞业禁止、保密协议以及股权、奖金等方式约束和激励核心技术人员。公司建立由产品部、研发部、过程与质量控制部组成的研发中心，2006年通过ISO9001，2016年通过CMMI5并于2019年复审，形成以CMMI5为主的研发质量管理体系；截至招股说明书签署日，公司未在境外生产经营或拥有资产。,6,-0.6710526315789473,siliconflow_glm4_32b_table2_next100_shard2_20260708
688085_1207440882_glm4_dewrap_join_chunk_0001,688085,三友医疗,1,122,2.3548387096774195,公司主营业务为医用骨科植入耗材的研发、生产与销售，主要产品为脊柱类和创伤类植入耗材，是国内脊柱植入耗材领域少数具备原始创新能力的公司之一。公司拥有22项三类医疗器械注册证和112项专利，包括28项国内发明专利。2018年脊柱系列产品市场份额位居国内企业第三名。公司2017年至2019年营业收入复合增长率达59.10%，产品通过FDA注册和CE认证。主要产品包括Adena脊柱后路内固定系统、HalisPEEK椎间融合器系统等，其中Adena脊柱后路内固定系统为核心技术产品，销量最大。,118,2.505050505050505,"发行人主营医用骨科植入耗材研发、生产与销售，主要产品为脊柱类和创伤类植入耗材，并配套研发生产手术工具。公司自2011年起推出Adena、Zina、HalisPEEK等脊柱产品，2018年脊柱系列产品市场份额位居国内企业第三名、全市场第六名。截至2020年1月31日，公司拥有三类医疗器械注册证22项、专利112项；2017至2019年营业收入复合增长率为59.10%，2019年脊柱产品收入33,006.70万元、占主营业务收入93.19%，其中Adena占52.76%。",4,-0.1502117953730857,siliconflow_glm4_32b_table2_next100_shard2_20260708
688085_1207440882_glm4_dewrap_join_chunk_0002,688085,三友医疗,2,125,2.0833333333333335,公司采用以销定产的生产模式，保持安全库存，年初根据销售预测制定生产计划。主要产品生产采用ISO质量体系规范，质管部全程监督质量。部分基础钉棒类产品机加工车削、植入物产品阳极氧化、手术工具机加工车削和抛光等非核心工序外协，公司提供原材料或半成品，外协厂商完成工序后经检验合格进入后续工序。报告期内，植入物产品外协生产占营业成本比重为31.37%，手术工具产品外协生产占营业成本比重为12.03%。公司前五大外协供应商与发行人及核心人员无关联关系。公司已制定将机加工车削和加工中心环节逐步纳入自产的计划。,122,2.5673076923076925,"发行人生产采用以销定产并保持安全库存，核心关键工艺由公司自行完成，部分基础钉棒机加工车削、植入物阳极氧化及手术工具机加工、抛光等标准化工序外协。2019年植入物外协金额1,431.52万元，占植入物营业成本31.37%；手术工具外协金额196.95万元，占手术工具营业成本12.03%。公司对外协产品关键指标全数检验，报告期内未因外协质量导致产品不合格。2017至2019年前五大外协供应商占比分别为97.94%、95.58%、94.44%，且与发行人及董监高等不存在关联关系或利益输送。",3,-0.483974358974359,siliconflow_glm4_32b_table2_next100_shard2_20260708
