sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,section_status,tech_text_compact_chars,chunk_count,chunks,completed_chunks,original_compact_chars,summary_compact_chars,original_length_units,summary_length_units,sentence_count_sum,summary_sentence_count_sum,high_score_count_sum,high_score_share_mean,summary_high_score_gap_mean,relevant_score_mean,n0_sum,n1_sum,n2_sum,n3_sum,n4_sum,n5_sum,llm_complete,length_mode,redundancy_partial,redundancy,source_shard
688055,龙腾光电,1208153501,首次公开发行股票并在科创板上市招股说明书,2020-08-12,final_prospectus,ok,88064,15,15,15,88064,3829,57274,1918,815,83,148,0.1841038895109555,-4.333333333333333,2.066833361779598,137,197,148,185,105,43,True,token_proxy,29.861313868613134,29.861313868613134,siliconflow_glm4_32b_table2_next100_shard5_20260708
688229,博睿数据,1208149150,首次公开发行股票并在科创板上市招股说明书,2020-08-11,final_prospectus,ok,114631,18,18,18,114631,4380,69379,2195,1010,94,165,0.1759220290908,-3.9444444444444446,1.908368575786708,172,283,188,140,126,39,True,token_proxy,31.607744874715262,31.607744874715262,siliconflow_glm4_32b_table2_next100_shard5_20260708
688335,复洁环保,1208149056,首次公开发行股票并在科创板上市招股说明书,2020-08-11,final_prospectus,ok,97052,16,16,16,97052,4145,61206,2076,914,88,209,0.2367896908485307,-7.5625,2.098222594562482,172,227,158,148,136,73,True,token_proxy,29.482658959537577,29.482658959537577,siliconflow_glm4_32b_table2_next100_shard5_20260708
688519,南亚新材,1208153542,首次公开发行股票并在科创板上市招股说明书,2020-08-12,final_prospectus,ok,49267,9,9,9,49267,2076,32993,1040,402,46,97,0.3165530410038196,-5.666666666666667,2.4600204298132553,64,82,62,97,82,15,True,token_proxy,31.724038461538463,31.724038461538463,siliconflow_glm4_32b_table2_next100_shard5_20260708
688521,芯原股份,1208159528,首次公开发行股票并在科创板上市招股说明书,2020-08-13,final_prospectus,ok,63156,10,10,10,63156,2780,38138,1393,563,55,84,0.1491256084067541,-2.9,1.7991267970542562,104,176,111,88,67,17,True,token_proxy,27.37832017229002,27.37832017229002,siliconflow_glm4_32b_table2_next100_shard5_20260708
688379,华光新材,1208159550,首次公开发行股票并在科创板上市招股说明书,2020-08-13,final_prospectus,ok,87541,16,16,16,87541,3454,60103,1731,851,87,176,0.2140191087517821,-5.5625,2.0281054931640643,169,206,152,148,125,51,True,token_proxy,34.72154823801271,34.72154823801271,siliconflow_glm4_32b_table2_next100_shard5_20260708
688393,安必平,1208170306,首次公开发行股票并在科创板上市招股说明书,2020-08-14,final_prospectus,ok,122345,20,20,20,122345,4733,78687,2372,1089,110,179,0.201538427223911,-3.45,1.915585684178426,234,301,202,173,140,39,True,token_proxy,33.17327150084317,33.17327150084317,siliconflow_glm4_32b_table2_next100_shard5_20260708
688596,正帆科技,1208170289,首次公开发行股票并在科创板上市招股说明书,2020-08-14,final_prospectus,ok,81490,14,14,14,81490,3800,52978,1904,792,77,164,0.253051159647011,-6.214285714285714,2.085297873847491,156,205,145,122,118,46,True,token_proxy,27.824579831932773,27.824579831932773,siliconflow_glm4_32b_table2_next100_shard5_20260708
688356,键凯科技,1208196506,首次公开发行股票并在科创板上市招股说明书,2020-08-19,final_prospectus,ok,84199,14,14,14,84199,3650,54520,1828,762,77,188,0.249991296463851,-7.928571428571429,2.088320819879411,149,185,131,109,140,48,True,token_proxy,29.824945295404813,29.824945295404813,siliconflow_glm4_32b_table2_next100_shard5_20260708
688017,绿的谐波,1208236965,首次公开发行股票并在科创板上市招股说明书,2020-08-25,final_prospectus,ok,64309,11,11,11,64309,2788,39815,1396,565,57,112,0.2596896593150969,-5.0,2.109904389589813,112,154,101,86,82,30,True,token_proxy,28.52077363896848,28.52077363896848,siliconflow_glm4_32b_table2_next100_shard5_20260708
688215,瑞晟智能,1208228464,首次公开发行股票并在科创板上市招股说明书,2020-08-24,final_prospectus,ok,79653,13,13,13,79653,3023,50392,1515,674,67,163,0.3371755654430849,-7.384615384615385,2.423557590444409,112,156,102,81,101,62,True,token_proxy,33.26204620462046,33.26204620462046,siliconflow_glm4_32b_table2_next100_shard5_20260708
688289,圣湘生物,1208228469,首次公开发行股票并在科创板上市招股说明书,2020-08-24,final_prospectus,ok,115178,19,19,19,115178,4130,70206,2069,964,83,345,0.3625545860675906,-13.789473684210526,2.3242050328903487,142,226,138,113,314,31,True,token_proxy,33.93233446109232,33.93233446109232,siliconflow_glm4_32b_table2_next100_shard5_20260708
688408,中信博,1208228479,首次公开发行股票并在科创板上市招股说明书,2020-08-24,final_prospectus,ok,87879,14,14,14,87879,3383,54413,1695,761,77,102,0.1852016634768445,-1.7857142857142858,1.827457636723601,175,219,154,111,78,24,True,token_proxy,32.10206489675516,32.10206489675516,siliconflow_glm4_32b_table2_next100_shard5_20260708
688569,铁科轨道,1208236968,首次公开发行股票并在科创板上市招股说明书,2020-08-25,final_prospectus,ok,92561,17,17,17,92561,4352,65585,2181,887,87,244,0.3623576186689221,-9.235294117647058,2.3624076868912085,168,201,135,139,218,26,True,token_proxy,30.07106831728565,30.07106831728565,siliconflow_glm4_32b_table2_next100_shard5_20260708
688056,莱伯泰科,1208264418,首次公开发行股票并在科创板上市招股说明书,2020-08-27,final_prospectus,ok,110931,18,18,18,110931,4348,69939,2179,1076,87,134,0.1955389042305851,-2.611111111111111,1.7849715889711708,265,308,183,121,108,26,True,token_proxy,32.096833409821016,32.096833409821016,siliconflow_glm4_32b_table2_next100_shard5_20260708
688513,苑东生物,1208237167,首次公开发行股票并在科创板上市招股说明书,2020-08-25,final_prospectus,ok,86876,15,15,15,86876,3375,58206,1692,892,82,208,0.2278098509052799,-8.4,2.0030688094997737,182,222,142,138,177,31,True,token_proxy,34.40070921985816,34.40070921985816,siliconflow_glm4_32b_table2_next100_shard5_20260708
688550,瑞联新材,1208249216,首次公开发行股票并在科创板上市招股说明书,2020-08-26,final_prospectus,ok,49025,8,8,8,49025,1971,31205,987,483,44,76,0.1488600777222039,-4.0,1.7644636818899693,107,127,94,79,55,21,True,token_proxy,31.616008105369808,31.616008105369808,siliconflow_glm4_32b_table2_next100_shard5_20260708
688378,奥来德,1208280034,首次公开发行股票并在科创板上市招股说明书,2020-08-28,final_prospectus,ok,71667,13,13,13,71667,2869,48075,1438,757,66,225,0.261067090936818,-12.23076923076923,2.145697417267261,114,174,125,119,197,28,True,token_proxy,33.43184979137691,33.43184979137691,siliconflow_glm4_32b_table2_next100_shard5_20260708
688390,固德威,1208345857,首次公开发行股票并在科创板上市招股说明书,2020-08-31,final_prospectus,ok,102498,17,17,17,102498,3830,65190,1920,1086,78,341,0.3014102667827876,-15.470588235294118,2.0138753288604527,263,231,140,111,317,24,True,token_proxy,33.953125,33.953125,siliconflow_glm4_32b_table2_next100_shard5_20260708
688095,福昕软件,1208379305,首次公开发行股票并在科创板上市招股说明书,2020-09-03,final_prospectus,ok,74685,12,12,12,74685,2492,45244,1249,687,57,179,0.2585409910678728,-10.166666666666666,1.9614460658815496,146,171,113,78,161,18,True,token_proxy,36.22417934347478,36.22417934347478,siliconflow_glm4_32b_table2_next100_shard5_20260708
