code,sec_name_csmar,company_name_csmar,list_date_csmar,list_year_csmar,prospectus_publish_date_csmar,prospectus_sign_date_csmar,issue_price,gross_proceeds,issue_fee,sponsor,Listexg,Nindcd,Nindnme,IndustryCodeC,IndustryNameC,sec_name,first_trade_date,listing_year,Redundancy,BHAR,FSales_Growth,FInvention,_merge,in_csmar_star_ipo_2019_2023,in_current_x_master,valid_overlap,list_year_compare
688517,金冠电气,金冠电气股份有限公司,2021-06-18,2021.0,2021-06-15,2021-06-15,7.71,26235.0452,6655.4442,招商证券股份有限公司,1,C38,电气机械及器材制造业,None,None,金冠电气,2021-06-18,2021.0,28.239982190561,-0.1547209845823909,0.1398583039633998,0.0,both,True,True,True,2021.0
688621,阳光诺和,北京阳光诺和药物研究股份有限公司,2021-06-21,2021.0,2021-06-16,2021-06-16,26.89,53780.0,7061.85,民生证券股份有限公司,1,M73,研究和试验发展,None,None,阳光诺和,2021-06-21,2021.0,31.406686930091187,0.0844373334385125,0.3706295017990934,2.70805020110221,both,True,True,True,2021.0
688425,铁建重工,中国铁建重工集团股份有限公司,2021-06-22,2021.0,2021-06-16,2021-06-16,2.87,368846.66,7206.91,中国国际金融股份有限公司,1,C35,专用设备制造业,None,None,铁建重工,2021-06-22,2021.0,29.66468135795116,-0.3797704789505046,0.0613894619527343,5.41610040220442,both,True,True,True,2021.0
688216,气派科技,气派科技股份有限公司,2021-06-23,2021.0,2021-06-17,2021-06-17,14.82,39376.74,5554.2826,华创证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,气派科技,2021-06-23,2021.0,29.303225806451614,-0.5114557503780723,-0.3323418876644819,2.302585092994046,both,True,True,True,2021.0
688690,纳微科技,苏州纳微科技股份有限公司,2021-06-23,2021.0,2021-06-18,2021-06-18,8.07,35508.0,4714.39,中信证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,纳微科技,2021-06-23,2021.0,29.15874125874126,-0.1948866385853906,0.5813739706156094,3.091042453358316,both,True,True,True,2021.0
688276,百克生物,长春百克生物科技股份公司,2021-06-25,2021.0,2021-06-21,2021-06-21,36.35,150067.59,10488.15,中信证券股份有限公司,1,C27,医药制造业,None,None,百克生物,2021-06-25,2021.0,31.70870870870871,-0.3683488208335018,-0.1086336483433489,1.9459101490553132,both,True,True,True,2021.0
688367,工大高科,合肥工大高科信息科技股份有限公司,2021-06-28,2021.0,2021-06-23,2021-06-23,11.53,25008.57,6358.2221,国元证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,工大高科,2021-06-28,2021.0,26.693877551020407,-0.046912811917165,0.2040375595048752,2.772588722239781,both,True,True,True,2021.0
688601,力芯微,无锡力芯微电子股份有限公司,2021-06-28,2021.0,2021-06-22,2021-06-22,36.48,58368.0,7123.65,光大证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,力芯微,2021-06-28,2021.0,23.783378746594007,0.0048264748480383,-0.0078176233351357,2.4849066497880004,both,True,True,True,2021.0
688161,威高骨科,山东威高骨科材料股份有限公司,2021-06-30,2021.0,2021-06-25,2021-06-25,36.22,150002.23,11773.74,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,威高骨科,2021-06-30,2021.0,33.85501242750621,-0.3871010025151465,-0.1418267323863334,1.9459101490553132,both,True,True,True,2021.0
688499,利元亨,广东利元亨智能装备股份有限公司,2021-07-01,2021.0,2021-06-25,2021-06-25,38.85,85470.0,9614.0772,民生证券股份有限公司,1,C35,专用设备制造业,None,None,利元亨,2021-07-01,2021.0,28.751027598355844,0.3209358606381461,0.8031452555584226,4.276666119016055,both,True,True,True,2021.0
688239,航宇科技,贵州航宇科技发展股份有限公司,2021-07-05,2021.0,2021-06-29,2021-06-29,11.48,40180.0,5315.94,国海证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,航宇科技,2021-07-05,2021.0,28.37669376693767,0.5195936098976395,0.5149303318550802,1.3862943611198906,both,True,True,True,2021.0
688226,威腾电气,威腾电气集团股份有限公司,2021-07-07,2021.0,2021-06-30,2021-06-30,6.42,25038.0,4450.76,中信证券股份有限公司,1,C38,电气机械及器材制造业,None,None,威腾电气,2021-07-07,2021.0,26.830492717694455,-0.1995656342567822,0.3048194102661856,1.3862943611198906,both,True,True,True,2021.0
688789,宏华数科,杭州宏华数码科技股份有限公司,2021-07-08,2021.0,2021-07-05,2021-07-05,30.28,57532.0,7192.01,浙商证券股份有限公司,1,C35,专用设备制造业,None,None,宏华数科,2021-07-08,2021.0,30.110977080820263,0.291763219217188,-0.0514972730048981,1.6094379124341005,both,True,True,True,2021.0
688087,英科再生,山东英科环保再生资源股份有限公司,2021-07-09,2021.0,2021-07-02,2021-07-02,21.96,73034.8623,7349.0257,国金证券股份有限公司,1,C42,废弃资源综合利用业,None,None,英科再生,2021-07-09,2021.0,31.045223289994347,-0.1390571533632537,0.0331656998661969,0.6931471805599453,both,True,True,True,2021.0
688305,科德数控,科德数控股份有限公司,2021-07-09,2021.0,2021-07-06,2021-07-06,11.03,25016.04,5863.59,中信证券股份有限公司,1,C34,通用设备制造业,None,None,科德数控,2021-07-09,2021.0,29.893275996872557,-0.222623462177226,0.2439074317260328,2.6390573296152584,both,True,True,True,2021.0
688038,中科通达,武汉中科通达高新技术股份有限公司,2021-07-13,2021.0,2021-07-07,2021-07-07,8.6,25020.324,5118.9389,海通证券股份有限公司,1,I65,软件和信息技术服务业,None,None,中科通达,2021-07-13,2021.0,27.35186015239803,-0.4497335764801827,-0.0858531923429418,3.49650756146648,both,True,True,True,2021.0
688799,华纳药厂,湖南华纳大药厂股份有限公司,2021-07-13,2021.0,2021-07-07,2021-07-07,30.82,72427.0,6861.52,西部证券股份有限公司,1,C27,医药制造业,None,None,华纳药厂,2021-07-13,2021.0,29.09312039312039,-0.2803005961889806,0.1273877454951401,2.0794415416798357,both,True,True,True,2021.0
688793,倍轻松,深圳市倍轻松科技股份有限公司,2021-07-15,2021.0,2021-07-09,2021-07-09,27.4,42223.4,6332.36,安信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,倍轻松,2021-07-15,2021.0,38.09001636661211,-0.6314203782714921,-0.2468860406370767,2.6390573296152584,both,True,True,True,2021.0
688501,青达环保,青岛达能环保设备股份有限公司,2021-07-16,2021.0,2021-07-13,2021-07-13,10.57,25019.19,4983.56,中泰证券股份有限公司,1,C35,专用设备制造业,None,None,青达环保,2021-07-16,2021.0,29.72820284697509,-0.2300603593066539,0.2137794874363525,2.3978952727983707,both,True,True,True,2021.0
688303,大全能源,新疆大全新能源股份有限公司,2021-07-22,2021.0,2021-07-19,2021-07-19,21.49,644700.0,37980.82,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,大全能源,2021-07-22,2021.0,31.8034140969163,0.0771529822060599,1.856415001627464,1.0986122886681098,both,True,True,True,2021.0
688800,瑞可达,苏州瑞可达连接系统股份有限公司,2021-07-22,2021.0,2021-07-16,2021-07-16,15.02,40554.0,5570.66,东吴证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,瑞可达,2021-07-22,2021.0,31.46007816862088,0.5380641648649201,0.8022619829082744,0.0,both,True,True,True,2021.0
688768,容知日新,安徽容知日新科技股份有限公司,2021-07-26,2021.0,2021-07-20,2021-07-20,18.23,25011.56,5379.8544,国元证券股份有限公司,1,C40,仪器仪表制造业,None,None,容知日新,2021-07-26,2021.0,27.52112676056338,1.0298112781451614,0.3775788617379116,2.0794415416798357,both,True,True,True,2021.0
688296,和达科技,浙江和达科技股份有限公司,2021-07-27,2021.0,2021-07-21,2021-07-21,12.46,33452.9693,5915.343,东兴证券股份有限公司,1,I65,软件和信息技术服务业,None,None,和达科技,2021-07-27,2021.0,32.142784032753326,-0.1893029904176605,-0.0723470664189343,1.6094379124341005,both,True,True,True,2021.0
688718,唯赛勃,上海唯赛勃环保科技股份有限公司,2021-07-28,2021.0,2021-07-22,2021-07-22,5.85,25411.58,5131.23,国泰君安证券股份有限公司,1,C35,专用设备制造业,None,None,唯赛勃,2021-07-28,2021.0,27.780956447480783,-0.5108255365285681,-0.1876061795886145,0.0,both,True,True,True,2021.0
688071,华依科技,上海华依科技集团股份有限公司,2021-07-29,2021.0,2021-07-23,2021-07-23,13.73,25003.98,5614.27,中信证券股份有限公司,1,C35,专用设备制造业,None,None,华依科技,2021-07-29,2021.0,32.20859488169966,0.634635989557395,0.0502006056034072,1.3862943611198906,both,True,True,True,2021.0
688509,正元地信,正元地理信息集团股份有限公司,2021-07-30,2021.0,2021-07-26,2021-07-26,1.97,33490.0,4643.27,中银国际证券股份有限公司,1,M74,专业技术服务业,None,None,正元地信,2021-07-30,2021.0,29.72142252328535,-0.3100363153046438,-0.1598399446956423,1.3862943611198906,both,True,True,True,2021.0
688511,天微电子,四川天微电子股份有限公司,2021-07-30,2021.0,2021-07-26,2021-07-26,28.09,56180.0,5325.6,国金证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,天微电子,2021-07-30,2021.0,27.256194690265488,-0.5415392691044149,-0.4594088294090801,1.0986122886681098,both,True,True,True,2021.0
688670,金迪克,江苏金迪克生物技术股份有限公司,2021-08-02,2021.0,2021-07-27,2021-07-27,55.18,121396.0,7828.39,中信证券股份有限公司,1,C27,医药制造业,None,None,金迪克,2021-08-02,2021.0,31.268765133171915,-0.3344870446227881,-0.1880998919915329,0.6931471805599453,both,True,True,True,2021.0
688385,复旦微电,上海复旦微电子集团股份有限公司,2021-08-04,2021.0,2021-07-29,2021-07-29,6.23,74760.0,6731.72,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,复旦微电,2021-08-04,2021.0,29.025088200705607,0.3071712859583422,0.3731271436745664,2.6390573296152584,both,True,True,True,2021.0
688778,厦钨新能,厦门厦钨新能源材料股份有限公司,2021-08-05,2021.0,2021-08-02,2021-08-02,24.5,154088.0142,9380.3174,兴业证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,厦钨新能,2021-08-05,2021.0,30.63029066802652,0.2356329453801532,0.8470868530193046,3.912023005428146,both,True,True,True,2021.0
688148,芳源股份,广东芳源环保股份有限公司,2021-08-06,2021.0,2021-08-03,2021-08-03,4.58,36640.0,6535.44,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,芳源股份,2021-08-06,2021.0,29.128081779915817,-0.306932797772754,0.4182637549912953,2.302585092994046,both,True,True,True,2021.0
688779,长远锂科,湖南长远锂科股份有限公司,2021-08-11,2021.0,2021-08-05,2021-08-05,5.65,272500.39,7768.03,"五矿证券有限公司,中信证券股份有限公司",1,C39,计算机、通信和其他电子设备制造业,None,None,长远锂科,2021-08-11,2021.0,29.956090651558075,-0.0952217781531938,1.6275337558452871,3.091042453358316,both,True,True,True,2021.0
688787,海天瑞声,北京海天瑞声科技股份有限公司,2021-08-13,2021.0,2021-08-09,2021-08-09,36.94,39525.8,5890.11,华泰联合证券有限责任公司,1,I65,软件和信息技术服务业,None,None,海天瑞声,2021-08-13,2021.0,27.602188701567584,-0.4314826484767123,0.2732094324204467,1.791759469228055,both,True,True,True,2021.0
688798,艾为电子,上海艾为电子技术股份有限公司,2021-08-16,2021.0,2021-08-10,2021-08-10,76.58,320104.4,16578.26,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,艾为电子,2021-08-16,2021.0,25.080152671755727,-0.3998875414499474,-0.1020539880112283,4.189654742026425,both,True,True,True,2021.0
688733,壹石通,安徽壹石通材料科技股份有限公司,2021-08-17,2021.0,2021-08-12,2021-08-12,15.49,70543.14,7591.91,中国国际金融股份有限公司,1,C30,非金属矿物制品业,None,None,壹石通,2021-08-17,2021.0,28.398578458173866,0.1616741575265942,0.4265022392878717,2.1972245773362196,both,True,True,True,2021.0
688728,格科微,格科微有限公司,2021-08-18,2021.0,2021-08-13,2021-08-13,14.38,359339.98,8582.37,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,格科微,2021-08-18,2021.0,28.81075794621027,-0.3539106590902243,-0.1509542696861112,2.9444389791664403,both,True,True,True,2021.0
688766,普冉股份,普冉半导体(上海)股份有限公司,2021-08-23,2021.0,2021-08-16,2021-08-16,148.9,134861.4102,10306.87,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,普冉股份,2021-08-23,2021.0,27.19334619093539,-0.3840006561074054,-0.1614759744433707,1.6094379124341005,both,True,True,True,2021.0
688786,悦安新材,江西悦安新材料股份有限公司,2021-08-26,2021.0,2021-08-20,2021-08-20,11.76,25119.6,3793.78,东兴证券股份有限公司,1,C33,金属制品业,None,None,悦安新材,2021-08-26,2021.0,32.84788895315211,-0.1074381299048353,0.0653893872656533,,both,True,True,True,2021.0
688776,国光电气,成都国光电气股份有限公司,2021-08-31,2021.0,2021-08-26,2021-08-26,51.44,99561.77,8946.73,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,国光电气,2021-08-31,2021.0,28.582785808147175,0.7629046875515981,0.5437873741672203,1.3862943611198906,both,True,True,True,2021.0
688711,宏微科技,江苏宏微科技股份有限公司,2021-09-01,2021.0,2021-08-27,2021-08-27,27.51,67738.79,8058.36,民生证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,宏微科技,2021-09-01,2021.0,26.6732487070992,0.3018762783540714,0.6818436795516687,0.0,both,True,True,True,2021.0
688121,卓然股份,上海卓然工程技术股份有限公司,2021-09-06,2021.0,2021-09-01,2021-09-01,18.16,92010.6673,6339.3588,安信证券股份有限公司,1,C35,专用设备制造业,None,None,卓然股份,2021-09-06,2021.0,32.21848739495798,-0.3663944737325985,-0.2474222874729924,2.1972245773362196,both,True,True,True,2021.0
688187,时代电气,株洲中车时代电气股份有限公司,2021-09-07,2021.0,2021-09-01,2021-09-01,31.38,755505.74,11184.54,中国国际金融股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,时代电气,2021-09-07,2021.0,31.62652784065188,0.1864165394247776,0.1926181409673628,5.723585101952381,both,True,True,True,2021.0
688767,博拓生物,杭州博拓生物科技股份有限公司,2021-09-08,2021.0,2021-09-03,2021-09-03,34.55,92133.33,9196.41,国泰君安证券股份有限公司,1,C27,医药制造业,None,None,博拓生物,2021-09-08,2021.0,26.51923076923077,-0.160051393451074,0.0456900792344336,1.6094379124341005,both,True,True,True,2021.0
688091,上海谊众,上海谊众药业股份有限公司,2021-09-09,2021.0,2021-09-03,2021-09-03,38.1,100774.5,7171.4521,国金证券股份有限公司,1,C27,医药制造业,None,None,上海谊众,2021-09-09,2021.0,31.92170542635659,1.1209410561540372,14.719926489337396,,both,True,True,True,2021.0
688103,国力股份,昆山国力电子科技股份有限公司,2021-09-10,2021.0,2021-09-06,2021-09-06,12.04,28763.56,5113.59,招商证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,国力股份,2021-09-10,2021.0,28.846499102333933,0.0028515145320685,0.3753277853416626,1.6094379124341005,both,True,True,True,2021.0
688622,禾信仪器,广州禾信仪器股份有限公司,2021-09-13,2021.0,2021-09-07,2021-09-07,17.7,30975.0,3699.12,国信证券股份有限公司,1,C40,仪器仪表制造业,None,None,禾信仪器,2021-09-13,2021.0,28.873119154127693,-0.4393266287733949,-0.3963070654978666,2.1972245773362196,both,True,True,True,2021.0
688707,振华新材,贵州振华新材料股份有限公司,2021-09-14,2021.0,2021-09-08,2021-09-08,11.75,130112.1,6590.31,中信建投证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,振华新材,2021-09-14,2021.0,26.10346232179226,0.324910785058628,1.5268985048625288,1.0986122886681098,both,True,True,True,2021.0
688701,卓锦股份,浙江卓锦环保科技股份有限公司,2021-09-16,2021.0,2021-09-10,2021-09-10,7.48,25109.8686,5030.6887,海通证券股份有限公司,1,N77,生态保护和环境治理业,None,None,卓锦股份,2021-09-16,2021.0,30.53934065934066,-0.2178332460879668,-0.4050448413976441,0.6931471805599453,both,True,True,True,2021.0
688697,纽威数控,纽威数控装备(苏州)股份有限公司,2021-09-17,2021.0,2021-09-13,2021-09-13,7.55,61658.36,4427.99,中信建投证券股份有限公司,1,C34,通用设备制造业,None,None,纽威数控,2021-09-17,2021.0,28.79745493107105,-0.1874711277978638,0.0776366925501355,1.0986122886681098,both,True,True,True,2021.0
688772,珠海冠宇,珠海冠宇电池股份有限公司,2021-10-15,2021.0,2021-10-11,2021-10-11,14.43,224694.6931,14302.0959,招商证券股份有限公司,1,C38,电气机械及器材制造业,None,None,珠海冠宇,2021-10-15,2021.0,30.07795431976167,-0.2924691382574992,0.0613590564178493,5.209486152841421,both,True,True,True,2021.0
688272,富吉瑞,北京富吉瑞光电科技股份有限公司,2021-10-18,2021.0,2021-10-12,2021-10-12,22.56,42864.0,5880.1634,华英证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,富吉瑞,2021-10-18,2021.0,29.729948491537897,-0.4257739111748793,-0.5902465738445307,0.0,both,True,True,True,2021.0
688722,同益中,北京同益中新材料科技股份有限公司,2021-10-19,2021.0,2021-10-12,2021-10-12,4.51,25331.18,2843.46,"华泰联合证券有限责任公司,安信证券股份有限公司",1,C28,化学纤维制造业,None,None,同益中,2021-10-19,2021.0,31.53186646433991,0.3190116597700287,0.8626338266646354,1.791759469228055,both,True,True,True,2021.0
688285,高铁电气,中铁高铁电气装备股份有限公司,2021-10-20,2021.0,2021-10-14,2021-10-14,7.18,67563.8,4024.8373,中信建投证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,高铁电气,2021-10-20,2021.0,32.651826484018265,-0.1889219811170204,0.0518405826614696,1.0986122886681098,both,True,True,True,2021.0
688737,中自科技,中自环保科技股份有限公司,2021-10-22,2021.0,2021-10-18,2021-10-18,70.9,152496.995,11778.0266,申万宏源证券承销保荐有限责任公司,1,C26,化学原料及化学制品制造业,None,None,中自科技,2021-10-22,2021.0,31.42439293598234,-0.4476439467061565,-0.534969998004582,2.4849066497880004,both,True,True,True,2021.0
688255,凯尔达,杭州凯尔达焊接机器人股份有限公司,2021-10-25,2021.0,2021-10-18,2021-10-18,47.11,92352.8093,8850.6425,申万宏源证券承销保荐有限责任公司,1,C34,通用设备制造业,None,None,凯尔达,2021-10-25,2021.0,27.18931657501964,-0.3304902042170601,-0.2737313593482444,1.791759469228055,both,True,True,True,2021.0
688211,中科微至,中科微至智能制造科技江苏股份有限公司,2021-10-26,2021.0,2021-10-20,2021-10-20,90.2,297660.0,22804.23,中信证券股份有限公司,1,C34,通用设备制造业,None,None,中科微至,2021-10-26,2021.0,30.27931292008962,-0.4825442521528998,0.047641645195611,1.6094379124341005,both,True,True,True,2021.0
688553,汇宇制药,四川汇宇制药股份有限公司,2021-10-26,2021.0,2021-10-18,2021-10-18,38.87,247213.2,11145.72,中信建投证券股份有限公司,1,C27,医药制造业,None,None,汇宇制药,2021-10-26,2021.0,29.9402460456942,-0.4900857242972573,-0.1812025999848714,1.6094379124341005,both,True,True,True,2021.0
688257,新锐股份,苏州新锐合金工具股份有限公司,2021-10-27,2021.0,2021-10-21,2021-10-21,62.3,144536.0,9383.67,民生证券股份有限公司,1,C32,有色金属冶炼及压延加工业,None,None,新锐股份,2021-10-27,2021.0,27.52137592137592,-0.3464623659785549,0.3234773058554311,1.0986122886681098,both,True,True,True,2021.0
688280,精进电动,精进电动科技股份有限公司,2021-10-27,2021.0,2021-10-21,2021-10-21,13.78,203330.79,17857.1,华泰联合证券有限责任公司,1,C36,汽车制造业,None,None,精进电动,2021-10-27,2021.0,36.97344713134187,-0.481747313198606,0.386198118672113,2.4849066497880004,both,True,True,True,2021.0
688739,成大生物,辽宁成大生物股份有限公司,2021-10-28,2021.0,2021-10-25,2021-10-25,110.0,458150.0,24012.06,中信证券股份有限公司,1,C27,医药制造业,None,None,成大生物,2021-10-28,2021.0,31.0582154515778,-0.5739566754198531,-0.1307658788534553,1.0986122886681098,both,True,True,True,2021.0
688162,巨一科技,安徽巨一科技股份有限公司,2021-11-10,2021.0,2021-11-05,2021-11-05,46.0,157550.0,9843.6816,国元证券股份有限公司,1,C35,专用设备制造业,None,None,巨一科技,2021-11-10,2021.0,28.378228782287824,-0.4047693098359585,0.6406838449086721,3.784189633918261,both,True,True,True,2021.0
688107,安路科技,上海安路信息科技股份有限公司,2021-11-12,2021.0,2021-11-09,2021-11-09,26.0,130260.0,10195.75,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,安路科技,2021-11-12,2021.0,29.66232709519935,0.0716720356185696,0.5357083728435296,2.4849066497880004,both,True,True,True,2021.0
688105,诺唯赞,南京诺唯赞生物科技股份有限公司,2021-11-15,2021.0,2021-11-09,2021-11-09,55.0,220055.0,9137.98,华泰联合证券有限责任公司,1,M73,研究和试验发展,None,None,诺唯赞,2021-11-15,2021.0,33.758426966292134,-0.0993445184717639,0.909949902195613,2.8903717578961645,both,True,True,True,2021.0
688212,澳华内镜,上海澳华内镜股份有限公司,2021-11-15,2021.0,2021-11-10,2021-11-10,22.5,75015.0,9097.2,中信证券股份有限公司,1,C35,专用设备制造业,None,None,澳华内镜,2021-11-15,2021.0,25.8614922813036,0.6670696695374959,0.2829688750125256,2.8903717578961645,both,True,True,True,2021.0
688182,灿勤科技,江苏灿勤科技股份有限公司,2021-11-16,2021.0,2021-11-11,2021-11-11,10.5,105000.0,7573.4,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,灿勤科技,2021-11-16,2021.0,29.74182444061962,-0.2163152469391085,0.0347776782082877,1.0986122886681098,both,True,True,True,2021.0
688232,新点软件,国泰新点软件股份有限公司,2021-11-17,2021.0,2021-11-12,2021-11-12,48.49,400042.5,17315.68,国泰君安证券股份有限公司,1,I65,软件和信息技术服务业,None,None,新点软件,2021-11-17,2021.0,28.77844990548204,0.2684729346569835,0.0106743521702083,2.0794415416798357,both,True,True,True,2021.0
688075,安旭生物,杭州安旭生物科技股份有限公司,2021-11-18,2021.0,2021-11-12,2021-11-12,78.28,120029.86,14445.23,民生证券股份有限公司,1,C27,医药制造业,None,None,安旭生物,2021-11-18,2021.0,30.150356992860143,1.110811859982242,2.8796736970924637,1.3862943611198906,both,True,True,True,2021.0
688082,盛美上海,盛美半导体设备(上海)股份有限公司,2021-11-18,2021.0,2021-11-12,2021-11-12,85.0,368523.9005,20398.0485,海通证券股份有限公司,1,C35,专用设备制造业,None,None,盛美上海,2021-11-18,2021.0,27.036016949152543,-0.241294866600812,0.7725339093690614,3.7612001156935624,both,True,True,True,2021.0
688190,云路股份,青岛云路先进材料技术股份有限公司,2021-11-26,2021.0,2021-11-22,2021-11-22,46.63,139890.0,10731.54,国泰君安证券股份有限公司,1,C31,黑色金属冶炼及压延加工业,None,None,云路股份,2021-11-26,2021.0,28.49919224555735,-0.1911732998144231,0.5467687739953097,2.1972245773362196,both,True,True,True,2021.0
688049,炬芯科技,炬芯科技股份有限公司,2021-11-29,2021.0,2021-11-24,2021-11-24,42.98,131089.0,11602.3902,申万宏源证券承销保荐有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,炬芯科技,2021-11-29,2021.0,27.312220566318928,-0.4651171349721783,-0.2119898418837296,3.258096538021482,both,True,True,True,2021.0
688112,鼎阳科技,深圳市鼎阳科技股份有限公司,2021-12-01,2021.0,2021-11-26,2021-11-26,46.6,124266.82,9195.11,国信证券股份有限公司,1,C40,仪器仪表制造业,None,None,鼎阳科技,2021-12-01,2021.0,28.02240067624683,0.0548347194434768,0.3090094576836571,3.80666248977032,both,True,True,True,2021.0
688230,芯导科技,上海芯导电子科技股份有限公司,2021-12-01,2021.0,2021-11-26,2021-11-26,134.81,202215.0,19166.1321,国元证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,芯导科技,2021-12-01,2021.0,26.479391249207357,-0.3428919276029345,-0.2932865907548272,1.6094379124341005,both,True,True,True,2021.0
688151,华强科技,湖北华强科技股份有限公司,2021-12-06,2021.0,2021-12-01,2021-12-01,35.09,302497.56,21282.47,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,华强科技,2021-12-06,2021.0,26.5079754601227,-0.3483880019638203,-0.5405413266684914,1.6094379124341005,both,True,True,True,2021.0
688110,东芯股份,东芯半导体股份有限公司,2021-12-10,2021.0,2021-12-07,2021-12-07,30.18,333677.44,27319.29,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,东芯股份,2021-12-10,2021.0,27.39853626081171,-0.2018491290749016,0.0103321871186299,,both,True,True,True,2021.0
688192,迪哲医药,迪哲(江苏)医药股份有限公司,2021-12-10,2021.0,2021-12-07,2021-12-07,52.58,210320.5258,11663.75,中信证券股份有限公司,1,C27,医药制造业,None,None,迪哲医药,2021-12-10,2021.0,30.64249886000912,0.1525081523213514,,3.5263605246161616,both,True,True,True,2021.0
688246,嘉和美康,嘉和美康(北京)科技股份有限公司,2021-12-14,2021.0,2021-12-09,2021-12-09,39.5,136154.04,12108.32,华泰联合证券有限责任公司,1,I65,软件和信息技术服务业,None,None,嘉和美康,2021-12-14,2021.0,29.810755336617405,-0.1038747753253774,0.0997155522434649,2.1972245773362196,both,True,True,True,2021.0
688235,百济神州,百济神州有限公司,2021-12-15,2021.0,2021-12-08,2021-12-08,192.6,2215964.31,52949.0,"中国国际金融股份有限公司,高盛高华证券有限责任公司",1,C27,医药制造业,None,None,百济神州,2021-12-15,2021.0,27.601514781333982,0.0424175942829072,0.260569667215139,3.258096538021482,both,True,True,True,2021.0
688032,禾迈股份,杭州禾迈电力电子股份有限公司,2021-12-20,2021.0,2021-12-15,2021-12-15,557.8,557800.0,17161.61,中信证券股份有限公司,1,C38,电气机械及器材制造业,None,None,禾迈股份,2021-12-20,2021.0,27.51784762919553,1.0056253586942354,0.9322692464957492,2.6390573296152584,both,True,True,True,2021.0
688248,南网科技,南方电网电力科技股份有限公司,2021-12-22,2021.0,2021-12-16,2021-12-16,12.24,103672.8,4726.5819,中信建投证券股份有限公司,1,M74,专业技术服务业,None,None,南网科技,2021-12-22,2021.0,30.409393183707397,1.520560864438674,0.2920078212446576,3.7612001156935624,both,True,True,True,2021.0
688167,炬光科技,西安炬光科技股份有限公司,2021-12-24,2021.0,2021-12-21,2021-12-21,78.69,176973.81,13709.0547,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,炬光科技,2021-12-24,2021.0,28.560614371914426,-0.3131486774038411,0.1598463052386431,2.70805020110221,both,True,True,True,2021.0
688210,统联精密,深圳市泛海统联精密制造股份有限公司,2021-12-27,2021.0,2021-12-22,2021-12-22,42.76,85520.0,8234.79,国金证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,统联精密,2021-12-27,2021.0,29.89066496163683,-0.1436534263852357,0.4346824606957744,1.3862943611198906,both,True,True,True,2021.0
688206,概伦电子,上海概伦电子股份有限公司,2021-12-28,2021.0,2021-12-22,2021-12-22,28.28,122679.9,11183.03,招商证券股份有限公司,1,I65,软件和信息技术服务业,None,None,概伦电子,2021-12-28,2021.0,25.300150829562593,-0.1816904652024622,0.4367966472858631,1.791759469228055,both,True,True,True,2021.0
688265,南模生物,上海南方模式生物科技股份有限公司,2021-12-28,2021.0,2021-12-23,2021-12-23,84.62,164931.9958,18144.3758,海通证券股份有限公司,1,M73,研究和试验发展,None,None,南模生物,2021-12-28,2021.0,26.691301876065943,-0.11902905334577,0.1006153560238231,2.4849066497880004,both,True,True,True,2021.0
688227,品高股份,广州市品高软件股份有限公司,2021-12-30,2021.0,2021-12-27,2021-12-27,37.09,104830.5,13114.95,民生证券股份有限公司,1,I65,软件和信息技术服务业,None,None,品高股份,2021-12-30,2021.0,27.9272048530098,-0.1531954189730058,0.058391061956476,1.791759469228055,both,True,True,True,2021.0
