custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_shard,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688578_1208793559_glm4_dewrap_join_chunk_0015,688578,艾力斯,1208793559,15,20,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688578_1208793559_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6539,5953,3880,3880,20,3880,glm4_dewrap_join_full543_20260705,144,144,公司核心产品伏美替尼已提交新药上市申请并被纳入优先审评审批程序，有望缩短研发到上市时间。公司报告期内尚未有产品获批上市，营业收入主要来自技术服务费。公司已建成伏美替尼制剂生产线，为商业化提供产能保障。公司资金实力相对薄弱，产品线有待扩充。公司前五大供应商采购金额占比不高，不存在重大依赖。,72,62,62,0,15,18,12,10,5,2,7,0.1129032258064516,5,-2,1.6451612903225807,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,83,72,83,53.888888888888886,46.74698795180723,119,53,30.670103092783503,13.65979381443299
688578_1208793559_glm4_dewrap_join_chunk_0016,688578,艾力斯,1208793559,16,20,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688578_1208793559_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5435,4634,3796,3796,20,3796,glm4_dewrap_join_full543_20260705,193,193,"截至2020年6月30日，公司主要固定资产包括房屋建筑物、机器设备、运输工具等，账面原值21,424.04万元，账面价值12,979.03万元。公司拥有30项境内发明专利和32项境外发明专利，均为核心医药技术专利。公司拥有土地使用权20,937平方米，并新增10,459.90平方米科研设计用地。主要设备包括DIOSNA制粒包衣生产线、eBL350泡罩生产线等，成新率普遍在85%以上。",97,48,48,0,24,10,4,4,4,2,6,0.125,5,-1,1.1666666666666667,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,115,97,115,39.134020618556704,33.00869565217391,153,102,40.30558482613277,26.870389884088517
688578_1208793559_glm4_dewrap_join_chunk_0017,688578,艾力斯,1208793559,17,20,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688578_1208793559_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6456,5861,3981,3981,20,3981,glm4_dewrap_join_full543_20260705,299,299,上海艾力斯拥有多项核心专利，包括吡啶胺基嘧啶衍生物及其制备方法、喹唑啉衍生物等，主要在美国、韩国、日本等国获得授权。公司持有多个商标，主要涉及第5类医药产品。公司拥有5项租赁房产，用于研发、办公和员工宿舍。公司已取得药物临床批件、药品受理通知书、生产许可证等生产经营资质，包括甲磺酸艾氟替尼片的临床试验批件和生产许可证。公司专注于肿瘤治疗领域的创新药研发，已构建非小细胞肺癌小分子靶向药研发管线。公司核心技术包括药物分子设计和发现技术、基于代谢的药物设计与优化技术，均来源于自主研发，用于研发首创药物和同类最佳药物。公司研发出第三代EGFR抑制剂伏美替尼，具有肺组织分布特异性和优化代谢途径等特点。,150,62,62,0,0,0,0,0,32,30,62,1.0,6,-56,4.483870967741935,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,179,150,179,26.54,22.24022346368715,163,77,40.94448630997237,19.341873901029892
688578_1208793559_glm4_dewrap_join_chunk_0018,688578,艾力斯,1208793559,18,20,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688578_1208793559_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6313,5813,3932,3932,20,3932,glm4_dewrap_join_full543_20260705,306,306,公司利用前药设计技术，将降压药氯沙坦的活性代谢产物EXP3174的羧基酯化，改善其药代动力学性质，开发出具有自主知识产权的国家1.1类新药阿利沙坦酯。公司拥有两大核心技术：药物分子设计和发现技术、基于代谢的药物设计与优化技术，应用于新药研发。截至2020年6月30日，公司已获得62项发明专利授权，覆盖新药结构、晶型、制备工艺、用途、制剂配方等。公司自主研发的1.1类新药阿利沙坦酯已获得新药证书，1类新药伏美替尼二线治疗的新药上市申请已获得受理，一线治疗的研究正处于III期临床试验阶段。公司通过自主研发形成并掌握了应用于新药发现阶段的两大核心技术，并不断吸收、改进和整合新药发现领域的先进技术，提升研发实力。,153,48,48,0,5,15,10,10,6,2,8,0.1666666666666666,6,-2,2.0625,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,191,153,191,25.69934640522876,20.586387434554975,286,139,72.73652085452696,35.35096642929807
688578_1208793559_glm4_dewrap_join_chunk_0019,688578,艾力斯,1208793559,19,20,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688578_1208793559_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6579,6152,3972,3972,20,3972,glm4_dewrap_join_full543_20260705,285,285,公司核心研发团队在生物学平台和药物分子设计方面拥有丰富经验，建立了完整的分子药理实验平台和DMPK评价技术。公司研发了第三代EGFR抑制剂伏美替尼，通过计算机模拟和结构优化，验证了科学构想并形成了药物分子设计和发现技术这一核心技术。公司累计主持或参与了3项国家“重大新药创制”科技重大专项、1项863计划、6项省市级科研项目。报告期内，公司研发投入占营业收入比例较高，核心技术人员均具有专业的医药学术背景，并具有主导或参与新药成功上市的经验。公司下设研发中心统筹负责公司药物的研发工作，研发中心由总经理直接负责，研发中心按业务模块主要分为临床前研究、临床研究及研发支持。,143,54,54,0,10,12,8,10,10,4,14,0.2592592592592592,6,-8,2.185185185185185,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,160,143,160,27.776223776223777,24.825,345,133,86.85800604229607,33.48439073514602
688578_1208793559_glm4_dewrap_join_chunk_0020,688578,艾力斯,1208793559,20,20,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688578_1208793559_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,941,907,513,513,20,513,glm4_dewrap_join_full543_20260705,105,105,公司研发支持部门包括项目管理及专利科技部，负责研发项目整体管理、专利规划与实施、国内外专利申请维护等事务。公司研发模式注重市场前景与技术难度平衡，通过立项委员会评估项目可行性，并定期梳理全球专利动态以规避风险。,53,13,13,0,1,10,2,0,0,0,0,0.0,2,2,1.0769230769230769,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,56,53,56,9.679245283018869,9.160714285714286,54,26,105.26315789473684,50.682261208576996
688590_1208820884_glm4_dewrap_join_chunk_0001,688590,新致软件,1208820884,1,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7201,6851,3956,3956,12,3956,glm4_dewrap_join_full543_20260705,406,406,新致软件成立于1994年，是国内领先的软件外包服务提供商，主营业务包括向金融机构和其他行业终端客户提供IT解决方案、IT运维服务，以及向一级软件承包商提供软件项目分包服务。报告期内，公司来自金融机构的收入占比超过60%。公司拥有软件企业和软件产品“双软”认证，通过了ISO27001、ISO9001质量体系认证、CMMI5认证和软件服务商一级交付能力评估。公司在金融行业有诸多典型案例，其中“金融大数据ECIF平台”和“金融风控预警监控平台”等入选工信部下属中国信息通信研究院编写的《2019年金融科技创新应用案例集》。公司主营业务收入主要由IT解决方案构成，报告期内IT解决方案收入占比达85%以上。公司向金融行业提供的技术服务IT解决方案主要包括保险渠道解决方案、金融大数据解决方案、保险核心类解决方案、金融市场代客交易解决方案、金融风控预警监控解决方案、银行卡系统解决方案、银行支付清算与托管系统解决方案。,203,72,72,0,12,20,18,14,6,2,8,0.1111111111111111,6,-2,1.8333333333333333,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,201,203,201,19.48768472906404,19.681592039800996,119,36,30.080889787664308,9.100101112234581
688590_1208820884_glm4_dewrap_join_chunk_0002,688590,新致软件,1208820884,2,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6994,6731,3978,3978,12,3978,glm4_dewrap_join_full543_20260705,244,244,公司提供金融行业IT解决方案，包括客户信息系统、交易监测、反洗钱管理、贵金属销售、全资产管理等系统，部署于金融云平台，使用微服务架构。公司还提供非金融行业IT解决方案，如电信财务核算、数据分析、汽车生产管理、医疗信息管理等系统。公司以自主研发为主，向客户提供长期技术服务，包括IT解决方案实施、软件分包服务及人力外包服务。公司主要客户为金融机构，如中国人民人寿、泰康保险、中国人民财产保险、中国大地财产保险、中国太平洋保险等。公司提供的IT解决方案实施后，形成的软件著作权属于委托方所有。,122,62,62,0,15,20,10,8,7,2,9,0.1451612903225806,6,-3,1.6451612903225807,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,129,122,129,32.60655737704918,30.837209302325583,117,35,29.41176470588235,8.798391151332329
688590_1208820884_glm4_dewrap_join_chunk_0003,688590,新致软件,1208820884,3,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7420,7010,3992,3992,12,3992,glm4_dewrap_join_full543_20260705,256,258,"新致软件提供IT解决方案、IT运维服务和软件分包服务，IT解决方案收入占比超80%。公司拥有自主研发的核心技术，通过Newtouch X技术验证平台和Newtouch One技术开发平台提升研发效率和交付能力。公司通过了CMMI5认证和一级交付能力认证，具备高质量软件技术服务能力。报告期内研发投入持续增加，2017年至2020年1-6月研发费用分别为6,184.82万元至4,347.40万元。公司IT解决方案收入主要基于服务价值定价（定制开发）和服务工作量定价（定量开发），IT运维服务收入采用固定期间结算方式。",128,58,58,0,10,15,12,10,8,3,11,0.1896551724137931,6,-5,2.0,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,130,128,130,31.1875,30.70769230769231,297,115,74.39879759519039,28.80761523046092
688590_1208820884_glm4_dewrap_join_chunk_0004,688590,新致软件,1208820884,4,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7514,7133,3999,3999,12,3999,glm4_dewrap_join_full543_20260705,300,300,公司通过招投标、谈判和直接销售三种方式获取订单，销售流程包括客户需求分析、合同谈判、内部审批和签订合同等环节。公司建立了反商业贿赂、销售费用管控和销售人员管控等内部控制制度。公司主要采购软件及硬件设备、技术服务和IDC服务器托管服务，采购流程包括需求提出、供应商选择、合同评审和实施监控等环节。公司采用敏捷开发模式进行研发，研发流程包括调研立项、设计、开发、测试和发布等阶段。公司经营模式基于行业特点、客户需求和自身技术实力确定，主要为IT解决方案、IT运维服务和软件项目分包服务。公司所处行业为软件和信息技术服务业，属于国家战略性新兴产业，近年来国家出台了一系列支持政策，为行业发展创造了良好环境。,150,62,62,0,15,28,10,5,3,1,4,0.064516129032258,6,2,1.2903225806451613,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,158,150,158,26.66,25.310126582278482,177,72,44.261065266316585,18.00450112528132
688590_1208820884_glm4_dewrap_join_chunk_0005,688590,新致软件,1208820884,5,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7595,6959,3980,3980,12,3980,glm4_dewrap_join_full543_20260705,229,229,公司从事软件外包服务，主要面向保险公司、银行等金融机构，收入占比超过60%。公司向金融行业提供保险渠道解决方案、金融大数据解决方案、保险核心类解决方案等技术服务IT解决方案。公司业务属于金融服务外包中的金融信息技术外包（ITO）业务。报告期内，中国金融服务外包ITO业务规模从2011年的35.06亿美元增长到2016年的65.84亿美元。公司核心技术应用于保险行业渠道类及管理类IT解决方案，帮助电信运营商建立内部信息化管理平台，实现运营商内部敏态化管理。,115,54,54,0,12,18,10,8,5,1,6,0.1111111111111111,6,0,1.6111111111111112,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,111,115,111,34.608695652173914,35.85585585585586,105,29,26.381909547738694,7.28643216080402
688590_1208820884_glm4_dewrap_join_chunk_0006,688590,新致软件,1208820884,6,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7535,7098,3999,3999,12,3999,glm4_dewrap_join_full543_20260705,215,215,新致软件在保险和银行业覆盖多数优质客户，市场认可度高。公司向国内43家人寿保险公司和26家财产保险公司提供IT解决方案，向30余家股份制银行提供支付清算、信用卡等系统。2019年，公司在保险行业IT解决方案市场排名第三，市场份额4.88%。在银行IT解决方案市场，支付清算系统排名第七，中间业务解决方案排名第三，信用卡解决方案排名第七。公司主要竞争对手包括中科软、易保网络、软通动力等，其中中科软在保险行业市场份额达40.29%。,108,52,52,0,10,15,12,8,5,2,7,0.1346153846153846,6,-1,1.7884615384615383,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,117,108,117,37.02777777777778,34.17948717948718,99,16,24.756189047261813,4.001000250062516
688590_1208820884_glm4_dewrap_join_chunk_0007,688590,新致软件,1208820884,7,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6849,6399,3818,3818,12,3818,glm4_dewrap_join_full543_20260705,277,278,新致软件在银行信息化解决方案市场的主要竞争对手包括北京文思海辉金信软件、北京宇信科技集团等，市场份额分别为7.89%和7.59%。公司在支付与清算系统、银行卡系统、渠道系统等细分市场均有布局，其中支付与清算系统收入2.66亿元，市场占有率16.59%。公司具备CMMI5评估和软件服务商一级交付能力认证，建立了Newtouch EDS项目管理体系。公司拥有云计算、大数据、人工智能及区块链实验室，核心管理团队由保险、银行等信息化领域的专家组成。公司的主要客户包括中国太保、中国人寿、交通银行、建设银行等，并与日本NEC、TIS等世界500强企业有长期合作。,139,54,54,0,12,16,10,8,5,3,8,0.1481481481481481,6,-2,1.7592592592592593,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,153,139,153,27.467625899280577,24.954248366013072,153,37,40.07333682556312,9.690937663698271
688590_1208820884_glm4_dewrap_join_chunk_0008,688590,新致软件,1208820884,8,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7025,6447,3997,3997,12,3997,glm4_dewrap_join_full543_20260705,265,270,公司主要收入来自IT解决方案和IT运维服务，2020年1-6月占比达85%。公司客户涵盖保险、银行、电信、汽车等行业，前五大客户销售额占营业收入比例保持在35%-39%。公司前五大供应商采购额占采购总额比例在17%-29%之间。公司拥有312项软件著作权，在Newtouch One和Newtouch X两大技术平台基础上建立了研发体系。公司聚焦核心技术研发和二次开发、升级维护等高附加值业务，将非核心环节外采，保证项目按时交付。公司拥有CMMI for development 5级认证，并制定了新致STANDARD规范作为质量控制标准。,133,62,62,0,15,20,12,8,5,2,7,0.1129032258064516,5,-2,1.5806451612903225,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,137,133,137,30.05263157894737,29.175182481751825,169,48,42.2817112834626,12.0090067550663
688590_1208820884_glm4_dewrap_join_chunk_0009,688590,新致软件,1208820884,9,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6355,5485,3967,3967,12,3967,glm4_dewrap_join_full543_20260705,243,243,"公司对技术服务合作方执行内部控制制度，建立供应商档案库，并设定审批条件，如法人资格、经营范围、技术能力和资质等。报告期各期前五名技术服务提供商的采购额占当期采购总额的比例分别为13.86%、21.96%、15.45%和18.16%。截至2020年6月30日，公司固定资产原值为15,980.72万元，累计折旧3,702.95万元，固定资产净值为12,277.77万元，综合成新率为76.83%。公司拥有11项注册商标和312项软件著作权，不存在质押、查封、冻结或其他权利受到限制的情况。",122,54,54,0,18,12,10,8,4,2,6,0.1111111111111111,4,-2,1.5185185185185186,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,143,122,143,32.51639344262295,27.74125874125874,41,18,10.335265944038316,4.537433829089992
688590_1208820884_glm4_dewrap_join_chunk_0010,688590,新致软件,1208820884,10,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6893,6384,3986,3986,12,3986,glm4_dewrap_join_full543_20260705,223,223,新致软件拥有多项软件著作权，包括保险代理人营销平台软件、渠道接口平台软件、数据管理系统软件等。公司核心技术包括专有技术和通用技术，专有技术如保险行业数据模型、异构大数据一站式处理技术和保险知识图谱技术，应用于保险行业解决方案。通用技术涉及移动互联、云计算和项目管理等领域，通过优化开源技术提升性能。公司在保险行业数据模型方面具有优势，解决了国外模型无法适应国内保险业务的问题。保险知识图谱技术提高了保险行业信息系统的智能化程度，支持多轮人机对话。,112,70,70,0,10,20,15,15,8,2,10,0.1428571428571428,5,-5,1.957142857142857,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,115,112,115,35.589285714285715,34.66086956521739,157,43,39.38785750125439,10.787757150025088
688590_1208820884_glm4_dewrap_join_chunk_0011,688590,新致软件,1208820884,11,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7289,6918,3996,3996,12,3996,glm4_dewrap_join_full543_20260705,208,208,新致软件自主研发多项核心技术，包括保险行业数据模型、金融市场代客交易解决方案、数据中台系统、金融风险预警监控解决方案等，应用于金融行业信息系统自主可控。公司在保险行业IT解决方案市场排名第三，市场份额4.88%；支付清算系统市场排名第七，中间业务解决方案市场排名第三，信用卡解决方案市场排名第七。公司核心技术产品收入占主营业务收入比例超过85%，并承担多项上海市科研项目，获得上海市级企业技术中心认定及多项行业奖项。,104,68,68,0,10,15,12,18,9,4,13,0.1911764705882352,6,-7,2.1911764705882355,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,101,104,101,38.42307692307692,39.56435643564357,190,73,47.547547547547545,18.26826826826827
688590_1208820884_glm4_dewrap_join_chunk_0012,688590,新致软件,1208820884,12,12,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688590_1208820884_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,3389,3207,1856,1856,12,1856,glm4_dewrap_join_full543_20260705,200,200,公司获得多项软件产品奖项，包括2019年优秀软件产品等。报告期内研发费用占营业收入比重在7.02%至9.04%之间。截至2020年6月30日，公司研发人员占员工比例达91.92%，核心技术人员10名。公司通过股权激励等措施稳定核心团队。公司研发机构包括专家委员会和多个技术实验室，形成全方位创新机制。公司在日本拥有3家控股子公司和2家参股公司，主要从事日本在岸软件开发业务，以规避汇率风险和控制成本。,100,42,42,0,10,12,8,6,5,1,6,0.1428571428571428,5,-1,1.6904761904761905,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,113,100,113,18.56,16.424778761061948,161,47,86.74568965517241,25.323275862068964
688308_1208859875_glm4_dewrap_join_chunk_0001,688308,欧科亿,1208859875,1,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6210,5719,3974,3974,14,3974,glm4_dewrap_join_full543_20260705,215,215,公司主营硬质合金制品和数控刀具，是国内锯齿刀片生产规模最大的企业，与百得工具等知名企业有长期合作。公司是国家级高新技术企业，拥有“OKE”用户满意品牌和多项技术创新奖项。公司锯齿刀片和超薄圆片解决了超细晶粒合金生产难题，不锈钢加工用PVD涂层刀片解决了积屑瘤问题。报告期内，公司主营业务收入中硬质合金制品占比55.62%，数控刀具产品占比44.38%，钢件加工数控刀片收入占比23.40%，不锈钢加工数控刀片收入占比17.52%。,108,62,62,0,15,18,12,8,6,3,9,0.1451612903225806,5,-4,1.6935483870967742,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,129,108,129,36.7962962962963,30.8062015503876,49,21,12.330145948666331,5.284348263714142
688308_1208859875_glm4_dewrap_join_chunk_0002,688308,欧科亿,1208859875,2,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6026,5529,3897,3897,14,3897,glm4_dewrap_join_full543_20260705,177,177,公司采用OEM/ODM和买断式经销模式销售数控刀片，经销模式销售收入占比持续增长。报告期内，经销商退换货金额占经销模式销售收入比重较低，分别为0.07%至2.13%。公司环保投入及相关费用累计支出216.30万元至180.04万元，建设了污水处理站、除尘装置等环保设施。公司污染物排放监测结果均符合排放要求，未发现重大违法违规行为。公司已取得排污许可证。,89,54,54,0,12,18,10,8,4,2,6,0.1111111111111111,5,-1,1.6296296296296295,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,100,89,100,43.78651685393258,38.97,62,40,15.909674108288426,10.264305876315113
688308_1208859875_glm4_dewrap_join_chunk_0003,688308,欧科亿,1208859875,3,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6599,6202,3992,3992,14,3992,glm4_dewrap_join_full543_20260705,233,233,"公司主营硬质合金制品和数控刀具的研发、生产和销售，产品以硬质合金为基础材料，广泛应用于金属和非金属材料加工领域。公司所属行业为硬质合金刀具行业，属于新材料产业和战略性新兴产业。公司拥有年产4,000万片高端数控刀片智能制造基地建设项目等环保批复。公司所处行业受到国家政策支持，如《中国制造2025》《新材料产业发展指南》等，行业正迎来发展机遇。公司生产的数控刀片主要为P类（钢）和M类（不锈钢）数控刀片，属于硬质合金刀片，是硬质合金刀具中销售份额占比最高的产品类型。",117,62,62,0,15,28,10,5,3,1,4,0.064516129032258,5,1,1.2903225806451613,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,133,117,133,34.11965811965812,30.015037593984964,74,46,18.537074148296593,11.523046092184368
688308_1208859875_glm4_dewrap_join_chunk_0004,688308,欧科亿,1208859875,4,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7099,6728,3960,3960,14,3960,glm4_dewrap_join_full543_20260705,287,287,我国切削刀具行业在制造业转型升级推动下快速发展，2018年消费总额达421亿元创历史纪录。硬质合金刀具产值占比从2015年的39%提升至2019年的47%，成为数字化制造主导刀具。数控刀具消费需求持续增大，2019年国产刀具消费额257亿元，进口依赖度从2016年的37.17%降至2019年的34.61%。发行人产品主要应用于电动工具、木工机械、通用机械、汽车和模具等领域，其中通用机械阀门市场2019年规模约128-135亿美元，中国占全球20%份额。公司数控刀具产品销售占比从2017年的31.28%提升至2019年的42.60%，符合国家钨资源精深加工产业发展趋势。,144,62,62,0,15,22,12,8,4,1,5,0.0806451612903225,5,0,1.467741935483871,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,161,144,161,27.5,24.596273291925467,63,26,15.909090909090908,6.565656565656566
688308_1208859875_glm4_dewrap_join_chunk_0005,688308,欧科亿,1208859875,5,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6946,6632,3995,3995,14,3995,glm4_dewrap_join_full543_20260705,368,368,发行人硬质合金制品主要为锯齿刀片和圆片，其生产和应用技术成熟，未来技术发展趋势包括加工方式替换和材质替换。公司开发了木用棒材产品、金属陶瓷材质锯齿刀片和金刚石复合片硬质合金基体。发行人生产的数控刀具产品为P类和M类数控刀片，通过优化刀具材质、涂层技术和刀具结构提升切削品质。公司锯齿刀片在国内市场地位较高，2019年产量为959.90吨，占国内硬质合金切削刀片总产量的15.2%，是国内锯齿刀片产量最大的企业。公司拥有三大核心技术，均达到行业先进水平，并拥有中国授权发明专利10项、实用新型专利49项。公司形成了贯穿硬质合金制造、刀具制造和集成应用全过程的工艺技术体系，产品性能稳定性和精度一致性保持在行业先进水平。公司拥有较为齐全的车削、铣削、钻削数控刀片系列和数十种牌号、数千种规格型号的锯齿刀片产品，能够满足不同客户的差异化需求。,184,68,68,0,12,18,15,13,8,2,10,0.1470588235294117,6,-4,1.8970588235294117,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,227,184,227,21.71195652173913,17.599118942731277,181,64,45.30663329161452,16.020025031289112
688308_1208859875_glm4_dewrap_join_chunk_0006,688308,欧科亿,1208859875,6,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6330,5722,3999,3999,14,3999,glm4_dewrap_join_full543_20260705,235,235,公司主要生产硬质合金制品和数控刀具产品，其中硬质合金制品包括锯齿刀片和圆片，数控刀具产品包括车削刀片、铣削刀片和钻削刀片。报告期内，公司硬质合金制品产能利用率在79.42%至98.42%之间，产销率在97%至102.49%之间；数控刀具产品产能利用率在84.50%至99.39%之间，产销率在92.14%至101.99%之间。公司锯齿刀片产量稳居国内同行第一，数控刀具产品销量年复合增长率超过50%。公司主要客户为工具企业，用于制造硬质合金锯片、圆片铣刀等硬质合金刀具。,118,42,42,0,8,12,10,7,4,1,5,0.119047619047619,6,1,1.761904761904762,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,157,118,157,33.889830508474574,25.471337579617835,18,6,4.50112528132033,1.5003750937734435
688308_1208859875_glm4_dewrap_join_chunk_0007,688308,欧科亿,1208859875,7,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688308_1208859875_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5956,5323,3911,3911,14,3911,glm4_dewrap_join_full543_20260705,374,374,"公司生产硬质合金制品和数控刀具，硬质合金制品包括锯齿刀片、圆片等，主要通过一般直销模式销售给工具企业；数控刀具产品通过经销商和OEM/ODM客户销售。报告期内，公司硬质合金制品销量分别为445.51吨、959.90吨、1,040.81吨和996.36吨，平均售价分别为287.89元/公斤、295.22元/公斤、304.90元/公斤和260.69元/公斤；数控刀具产品销量分别为2,401.62万片、4,196.32万片、3,075.67万片和1,857.69万片，平均售价分别为5.68元/片、6.11元/片、6.73元/片和7.18元/片。公司主要原材料为碳化钨和钴粉，2020年1-6月碳化钨采购量为520.40吨，单价为180.60元/公斤；钴粉采购量为35.95吨，单价为221.71元/公斤。公司通过锁量锁价策略控制原材料价格波动风险。",187,47,47,0,10,15,12,6,3,1,4,0.0851063829787234,5,1,1.574468085106383,,siliconflow_glm4_32b_table2_next100_after200_shard2_20260708,258,187,258,20.914438502673796,15.15891472868217,4,3,1.0227563283047814,0.767067246228586
