custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target,source_glm_batch,source_dir,source_shard
688128_1207049162_glm4_dewrap_join_chunk_0006,688128,中国电器,1207049162,6,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7514,7359,3877,3877,34,3877,232,232,公司质量技术服务业务盈利能力最强，2016年至2019年1-3月毛利率分别为37.62%、47.54%、47.48%、44.56%，在各业务板块中处于领先水平。公司智能装备业务受益于国家智能制造战略，产品涉及智能家电工厂整体解决方案、励磁装备、新能源电池自动检测系统等领域，收入持续增长。公司环保涂料及树脂业务受国家化工新材料行业政策支持，主营业务收入年均增长7%左右，到2020年达到18.4万亿元。公司作为行业内具有先发优势的领先企业，将迎来业务的快速扩张期。,116,49,49,0,10,25,8,4,2,0,2,0.0408163265306122,4,2,1.2448979591836735,,126,116,126,33.422413793103445,30.76984126984127,33.422413793103445,30.76984126984127,283,197,72.99458344080475,50.81248387928811,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0007,688128,中国电器,1207049162,7,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7572,7310,3991,3991,34,3991,265,265,公司环保涂料及树脂业务收入持续增长，盈利能力增强。公司质量技术服务业务收入持续增长，2018年发证数量在26家CCC认证指定认证机构中位列第六名，其中家电行业发证数量位居第二名。公司主持和参与电器产品国际标准的制定，推动质量技术服务的国际化发展。公司正在开展电子电器绿色设计产品评价方法研究及标准研制，推动质量技术服务的绿色化发展。公司质量技术服务业务属于高新技术服务业，符合国家创新驱动发展战略、质量强国战略和可持续发展战略。公司质量技术服务业务包括检测、认证以及计量等，有利于提升国家工业产品质量，推动质量强国和中国品牌建设。,133,60,60,0,18,25,8,4,4,1,5,0.0833333333333333,6,1,1.2333333333333334,,136,133,136,30.00751879699248,29.345588235294116,30.00751879699248,29.345588235294116,306,199,76.67251315459785,49.86218992733651,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0008,688128,中国电器,1207049162,8,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7458,7236,3991,3991,34,3991,253,253,发行人主持制修订国际标准6项，参与20项，争取到IEC重要职位，增强我国在IEC国际标准化领域的影响力。智能装备主要应用于家电行业，为家电厂商提供智能工厂设计、生产线及专机设备供应等解决方案。家电行业智能制造升级需求主要来自家电厂商新增产能、产品更新等新建厂房以及生产线更新需求。国内家电行业智能制造装备仍处于起步成长阶段，局部领域已有成熟案例落地。工业大数据将成为制造业转型升级的关键驱动力，通过采集、反应和预测数据，形成可行为的大数据，帮助制造形成产品开发与制造、设计与制造、质量与管理体系的三个闭环。,127,62,62,0,15,28,10,5,3,1,4,0.064516129032258,5,1,1.2903225806451613,,135,127,135,31.4251968503937,29.562962962962963,31.4251968503937,29.562962962962963,107,65,26.81032322726134,16.286644951140065,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0009,688128,中国电器,1207049162,9,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6844,6607,3978,3978,34,3978,255,255,工业通信网络是智能制造的基础设施，5G技术将显著提升数据采集能力，成为智能制造的关键赋能技术。流程领域因生产流程连续、工艺相对简单，数字化难度较低，正通过人工智能实现全面智能化。消费品制造领域为响应市场需求，推动上游供应商融入智能化浪潮，形成智能制造倒逼机制。专用设备制造业符合国家战略，是制造业的基石，行业内企业通过技术升级和自主创新，推动装备向高端化、智能化发展。涂料行业作为精细化工领域，与日常生活息息相关，中国涂料产量居世界第一，但与发达国家相比仍有差距，环保型涂料如水性涂料、粉末涂料等得到快速发展。,128,49,49,0,15,18,8,5,2,1,3,0.0612244897959183,5,2,1.2653061224489797,,132,128,132,31.078125,30.136363636363637,31.078125,30.136363636363637,59,25,14.831573655103066,6.28456510809452,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0010,688128,中国电器,1207049162,10,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7192,6961,3964,3964,34,3964,183,183,公司专业从事聚酯树脂及高端环保涂料研发生产销售，产品应用于二十多个国家。公司拥有22项核心技术，对应136件专利，其中16项已产业化。公司主持和参与制修订281项国际、国家、行业和地方技术标准，拥有70多项国家和地区的权威机构资质授权。公司质量技术服务人均创收52.85万元，高于行业平均水平。公司是广东省粉末涂料产业技术创新联盟理事长单位，被评为“十大杰出企业”。,92,54,54,0,15,18,8,5,5,3,8,0.1481481481481481,6,-2,1.5555555555555556,,98,92,98,43.08695652173913,40.44897959183673,43.08695652173913,40.44897959183673,201,85,50.706357214934414,21.442986881937436,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0011,688128,中国电器,1207049162,11,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6799,6433,3911,3911,34,3911,284,284,"公司拥有混合型聚酯等4大系列近80余个牌号，产品供应给PPG、立邦等国内外知名涂料企业，2014-2017年聚酯树脂产量位居国内前三。公司承担的国家标准化技术委员会及分技术委员会秘书处数量为12个，2000年以来主持或参与制修订国家、行业和地方标准613项，标准化能力在国内处于领先地位。公司获得国家质检中心、授权检测机构资质、CMA检测、CCC指定实验室等资质，技术能力突出。公司CNAS认可的可检测项目数量为22,031项，在电子电器领域技术实力具有较高认可度。2018年公司营业收入4.65亿元，毛利率47.48%，人均创收52.85万元，盈利能力具有相对优势。",142,60,60,0,28,15,5,5,6,1,7,0.1166666666666666,5,-2,1.15,,167,142,167,27.54225352112676,23.419161676646706,27.54225352112676,23.419161676646706,294,194,75.17259013040143,49.603681922781895,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0012,688128,中国电器,1207049162,12,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6769,6459,3963,3963,34,3963,180,180,发行人专注于家电智能工厂解决方案，技术水平在国内领先，产品包括智能制造与试验装备、定制化零部件。2018年同类业务收入5.58亿元，毛利率35.45%，高于埃斯顿和三丰智能。在励磁装备领域，发行人与国电南瑞技术相当，水电市场占有率30%。新能源电池自动检测系统方面，发行人设备精度高，充放电效率高，开发出先进的串联化成分容新技术，但毛利率低于行业龙头杭可科技。,90,65,65,0,12,20,15,10,6,2,8,0.123076923076923,6,-2,1.7538461538461538,,102,90,102,44.03333333333333,38.85294117647059,44.03333333333333,38.85294117647059,117,47,29.523088569265703,11.859702245773406,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0013,688128,中国电器,1207049162,13,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7127,6872,3982,3982,34,3982,290,290,"发行人环保涂料及树脂业务主要产品为聚酯树脂和粉末涂料，技术水平与神剑股份相当，均处于国内领先水平。发行人聚酯树脂销量2016-2018年分别为35,467.70吨、39,389.23吨、50,951.02吨，年均增速达19.46%，高于神剑股份的4.33%。发行人主导或参与制修订500多项标准，其中IEC国际标准30项，标准化能力处于行业领先地位。公司拥有国家日用电器质量监督检验中心等12个国家级科技研发平台，具备雄厚的研发实力。发行人市场占有率低于神剑股份，主要受产能限制，但华南地区市场份额较大。公司品牌国际影响力有待提升，人力资源管理体系需加强，服务领域存在多元化空间。",145,60,60,0,15,12,10,12,8,3,11,0.1833333333333333,6,-5,1.9166666666666667,,170,145,170,27.46206896551724,23.423529411764704,27.46206896551724,23.423529411764704,225,99,56.504269211451536,24.86187845303867,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0014,688128,中国电器,1207049162,14,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6956,6577,3976,3976,34,3976,252,252,中国电器院在电器行业标准制修订及共性技术研发方面具有领先地位。公司质量技术服务业务2018年收入4.65亿元，在电子电器测试等新兴领域市场占有率达0.78%，在家用电器领域达7.25%，行业综合排名处于第一阵营。公司拥有国家质检中心授权、CNAS认可等资质，CNAS认可的可检测项目数量领先国内同行。智能装备业务中，家电智能工厂解决方案技术在国内领先，部分设备技术国际较高；励磁装备关键技术指标优于国家标准；新能源电池自动检测系统电流测控精度达±（0.02%FS+0.02%RD），设备技术水平行业前列。,126,62,62,0,8,12,15,12,11,4,15,0.2419354838709677,6,-9,2.2903225806451615,,137,126,137,31.555555555555557,29.021897810218977,31.555555555555557,29.021897810218977,238,128,59.859154929577464,32.19315895372234,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0015,688128,中国电器,1207049162,15,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5900,5322,3804,3804,34,3804,290,290,"发行人提供环保涂料及树脂，产品包括聚酯树脂、粉末涂料等，供应格力电器、日立电梯等知名企业。发行人技术水平领先，是中国化工学会涂料涂装专业委员会副主任委员单位。报告期内，环保涂料及树脂业务产能利用率分别为83.05%、70.75%和66.79%，销量分别为11,032.67吨、9,610.34吨和1,738.01吨。主营业务收入中，环保涂料及树脂占比28.07%-37.55%，智能装备占比55.29%-45.31%，质量技术服务占比16.65%-19.98%。报告期内，第三方回款金额占主营业务收入比重较小，分别为0.09%、0.13%、0.18%和0.12%，具有商业合理性。",145,65,65,0,12,18,15,10,7,3,10,0.1538461538461538,5,-5,1.8615384615384616,,169,145,169,26.23448275862069,22.50887573964497,26.23448275862069,22.50887573964497,49,26,12.88117770767613,6.8349106203995795,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0016,688128,中国电器,1207049162,16,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6222,5675,3892,3892,34,3892,236,236,报告期内，公司前五大客户合计销售金额占主营业务收入比例分别为34.80%、12.62%、15.30%和13.52%，客户主要来自智能装备业务，包括格力电器、美的集团等主要电器厂商及境外客户。公司向比亚迪销售新能源电池自动检测系统金额较大。报告期内不存在向单个客户销售金额占营业收入比例超过50%的情形。公司主要原材料包括化工原材料、设备外购件、电气仪表等，其中化工原材料占比最高。公司环保涂料及树脂业务主要原材料为精对苯二甲酸、新戊二醇等，价格受大宗商品市场影响波动较大。,118,68,68,0,15,20,18,10,4,1,5,0.0735294117647058,5,0,1.5735294117647058,,133,118,133,32.983050847457626,29.26315789473684,32.983050847457626,29.26315789473684,30,13,7.708119218910587,3.3401849948612536,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0017,688128,中国电器,1207049162,17,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6210,5474,3963,3963,34,3963,339,339,报告期内，公司主要化工原材料采购价格随市场波动，新戊二醇和间苯二甲酸价格受石油价格影响。公司根据供应商报价及供应能力，优先向报价较低、供应能力强的供应商采购。精对苯二甲酸采购主要通过浙江物产化工集团有限公司，该公司是国内精对苯二甲酸主要代理商，公司与浙江物产合作采购可降低采购成本。报告期内，公司从浙江物产采购的精对苯二甲酸价格变动趋势与国内市场现货价变动趋势保持一致。公司智能装备板块的主要原材料为设备外购件、电气仪表以及机械加工组件，报告期内采购金额上升。公司环保涂料及树脂业务的主要原材料为精对苯二甲酸、新戊二醇以及间苯二甲酸等化工原材料，报告期内采购数量及金额随业务收入增长而增加。报告期内，公司不存在向单个供应商的采购金额占总采购比例超过50%的情形，供应商较为分散。,170,62,62,0,0,0,0,0,0,0,0,0.0,0,0,,,198,170,198,23.311764705882354,20.015151515151516,23.311764705882354,20.015151515151516,21,13,5.299015897047691,3.2803431743628564,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0018,688128,中国电器,1207049162,18,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6082,5178,3964,3964,34,3964,320,320,公司向明珠电气、顺特电气等采购变压器、励磁系统电源等；向广州耐得实业采购柜体、励磁箱体；向北京思艾科技、广州市众业达电器采购灭磁开关等。公司向神亚自动化设备采购自动机构部，向深圳市保益新能源、广州朗美新能源采购双向开关电源、自动机构部等。公司向佛山市粤鼎模具、中山市奥瑞包装印刷、珠海拾比佰彩图板等采购塑胶模具、冰箱注塑件、冰箱外壳结构件等。公司向扎努西电气机械天津压缩机采购冰箱压缩机，向中山市锐泓电器采购蒸发器。公司环保涂料及树脂原材料前五大供应商为浙江物产化工集团、山东富丰柏斯托化工、巴斯夫（中国）等，采购内容主要为精对苯二甲酸、新戊二醇、聚酯树脂等。公司通过江苏中丹集团股份有限公司和鹤山市源美佳化工实业有限公司外协加工聚酯树脂。,160,55,55,0,0,0,0,0,0,0,0,0.0,0,0,,,209,160,209,24.775,18.966507177033492,24.775,18.966507177033492,9,6,2.2704339051463167,1.5136226034308775,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0019,688128,中国电器,1207049162,19,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5874,5244,3844,3844,34,3844,224,224,公司外协加工费占环保涂料及树脂生产成本的比重逐年上升，2019年1-3月占比6.80%。公司通过原材料采购及检验、生产过程指导及监督、产品检验等关键工序把控外协产品质量。公司自有聚酯树脂产能将随新厂房扩建显著提升，未来将逐步减少外协加工费用占比。公司东莞生产基地主体建筑已基本完工，预计2019年年底前投入正常生产，主要服务于珠三角区域客户。公司通过自有工厂与外协企业并行的模式生产聚酯树脂产品，并根据市场销售情况、自有产能利用率调整委托加工规模。,112,49,49,0,15,12,8,7,5,2,7,0.1428571428571428,5,-2,1.6122448979591837,,130,112,130,34.32142857142857,29.56923076923077,34.32142857142857,29.56923076923077,64,52,16.64932362122789,13.52757544224766,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0020,688128,中国电器,1207049162,20,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6003,5258,3979,3979,34,3979,257,257,"公司智能装备生产的核心能力在于设备研发设计及系统集成，包括机械设计、电气设计、控制设计及软件编写，以及设备组装、软件集成，确保能按客户提供智能装备且运行情况达到客户要求。公司主要聚焦研发设计及系统集成两个轻资产、低耗能环节，无需大规模的钣金与机加工生产，与传统制造业依赖于大量机器设备的重资产、高耗能模式具有本质差异。报告期内，公司于客户工厂进行系统集成的收入分别为7,472.17万元、12,241.43万元、24,485.83万元、3,647.07万元。公司及其子公司共有47个境内注册商标，6个境外注册商标。",129,54,54,0,18,20,8,4,3,1,4,0.074074074074074,4,0,1.2037037037037035,,151,129,151,30.844961240310077,26.350993377483444,30.844961240310077,26.350993377483444,102,81,25.634581553154057,20.356873586328224,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0021,688128,中国电器,1207049162,21,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5627,5015,3919,3919,34,3919,181,181,发行人及其子公司共拥有450项国内授权专利，包括127项发明专利、246项实用新型专利及77项外观设计专利，另有1项国外发明专利。核心技术对应的主要专利有151件，其中137件已实现产业化，产业化率达90.73%。发行人拥有多项核心技术专利，涵盖智能装备、质量技术服务、环保涂料及树脂等领域，部分专利已应用于智能工厂解决方案、新能源电池自动检测系统等产品或服务。,91,87,87,0,10,12,15,20,24,6,30,0.3448275862068966,5,-25,2.6206896551724137,,94,91,94,43.065934065934066,41.691489361702125,43.065934065934066,41.691489361702125,118,53,30.109721867823424,13.523858127073234,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0022,688128,中国电器,1207049162,22,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5388,4755,3878,3878,34,3878,173,173,擎天材料拥有多项环保涂料及树脂相关发明专利，包括TGIC固化高韧性和高流平粉末涂料用聚酯树脂及其制备方法等，专利号ZL2013104至ZL2012104系列。公司还拥有智能装备领域多项实用新型专利，如冰箱换热器效率测试台、冷柜内箱铝板成型线等，专利号ZL2016211至ZL2015207系列。这些专利覆盖了环保涂料、智能装备等多个核心技术领域。,87,113,113,0,0,0,0,0,113,0,113,1.0,3,-110,4.0,,106,87,106,44.57471264367816,36.58490566037736,44.57471264367816,36.58490566037736,57,24,14.698298091799897,6.188757091284168,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0023,688128,中国电器,1207049162,23,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5837,5250,3888,3888,34,3888,216,216,发行人拥有120项计算机软件著作权，包括嵌入式二次电池检测控制系统软件、动力二次电池分选配组处理软件、励磁系统智能IO定义软件等。发行人及其下属企业拥有多项实用新型专利，涵盖智能装备、家电、新能源等领域，如空调器舒适性评价试验室、冷柜箱架钣金自动成型线等。发行人律师认为，发行人及其下属企业对上述专利和软件著作权的共有权合法、有效，不存在争议、纠纷。发行人因整体变更，专利证书证载权利人尚未完成变更，对本次发行、上市不构成法律障碍。,108,60,60,0,0,0,0,0,60,0,60,1.0,4,-56,4.0,,129,108,129,36.0,30.13953488372093,36.0,30.13953488372093,74,56,19.032921810699587,14.40329218106996,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0024,688128,中国电器,1207049162,24,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5991,5474,3891,3891,34,3891,288,288,发行人及其下属企业拥有大量计算机软件著作权，涵盖电器检测、控制系统、能效测试等多个领域，部分软件著作权正在办理所有权人变更手续。发行人拥有多个域名，包括cei1958.com、中国电器科学研究院.com等，部分域名正在办理所有权人变更手续。公司的固定资产主要为房屋建筑物和生产设备、办公设备、运输设备、电子设备等，无形资产主要包括土地所有权、知识产权等。公司长期从事电器产品环境适应性基本规律与机理研究，在环境适应性研究的基础上，主要围绕电器行业的标准规范、检测技术、系统集成技术、电能转换技术、先进控制技术、材料技术等质量提升共性技术研发，取得一系列科技创新及核心技术成果。,144,120,120,0,0,0,0,0,0,0,0,0.0,0,0,,,143,144,143,27.020833333333332,27.20979020979021,27.020833333333332,27.20979020979021,78,61,20.046260601387814,15.677203803649446,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0025,688128,中国电器,1207049162,25,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0025.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5744,5454,3508,3508,34,3508,211,211,发行人拥有多项国家认证认可资质和实验室认可资质，包括CNAS实验室认可资质、进出口商品检验鉴定机构资格证等。擎天材料油漆化工分公司取得《安全生产许可证》，许可范围包括含易燃溶剂的合成树脂、油漆等制品的生产。发行人租赁的房产中，部分存在产权瑕疵或未办理备案手续，但相关租赁合同合法有效，不存在不能续租风险。控股股东国机集团承诺承担租赁物业瑕疵可能导致的损失。发行人自有土地均为出让用地，不存在占用国有划拨地或集体土地的情形。,106,68,68,0,24,18,12,8,4,2,6,0.088235294117647,5,-1,1.3529411764705883,,118,106,118,33.094339622641506,29.728813559322035,33.094339622641506,29.728813559322035,120,108,34.20752565564424,30.78677309007982,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0026,688128,中国电器,1207049162,26,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0026.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5995,5390,3800,3800,34,3800,668,668,公司拥有19项核心技术，均自主研发并应用于主营业务，核心技术指标在行业中处于领先地位。公司成功研制智能功率电参数分析仪，应用于国际国内标准制定，拥有1件发明专利和1件软件著作权。公司研发的智能无线通信射频检测技术测试效率是传统技术的4倍，拥有1件发明专利和1件软件著作权。公司突破空调能效测试能耗不确定度问题，提高测试精准度，拥有4件专利。公司研发的直流充电控制技术填补国际空白，纳入国际新一代充电标准，拥有10件专利。公司在国内率先开展材料可靠性评估与寿命预测技术研发，拥有5件发明专利。公司研发的汽车耐候性试验评价技术体系达到国际较高水平，拥有5件发明专利。公司研发的海上风电电器设备腐蚀防护技术达到国内领先水平，拥有2件发明专利。公司研发的高精度运动控制技术替代进口设备，拥有6件发明专利。公司研发的家电在线测试软件系统解决数据交换问题，拥有2件发明专利。公司研发的机器人智能单元系统综合技术达到国内领先水平，拥有5件发明专利。公司研发的家电智能检测装备关键技术达到国际较高水平，拥有1件发明专利。公司研发的空调器焓差试验室技术优于美国AHRI标准，拥有2件发明专利。公司研发的智能励磁技术达到国际较高水平，拥有4件发明专利。公司研发的新能源电池检测技术处于行业先进水平，拥有3件发明专利。公司研发的聚酯树脂合成技术填补行业空白，拥有13件发明专利。公司研发的粉末涂料技术处于行业领先水平，拥有8件发明专利。公司核心技术应用于智能家电、新能源、环保涂料等领域，拥有193件专利和软件著作权，核心产品与服务收入占主营业务收入大部分。,334,30,62,1,0,0,0,0,22,8,30,1.0,6,-24,4.266666666666667,,362,334,362,11.377245508982035,10.497237569060774,11.377245508982035,10.497237569060774,298,148,78.42105263157895,38.94736842105263,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0027,688128,中国电器,1207049162,27,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0027.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6926,6651,3954,3954,34,3954,331,331,公司拥有多项核心技术，包括射频性能测试技术、能耗产品多因素窜扰检测技术、新一代充电设施检验检测技术、新材料可靠性检测技术、电磁兼容测试技术、汽车耐候性试验评价技术、海上风电电器设备腐蚀防护技术、高精度和稳定性运动控制技术、家电产品在线智能检测技术、机器人系统集成技术、多因素气候环境模拟技术、智能检测云平台关键技术、家电工厂制造执行技术、大型同步电机智能励磁技术、新能源电池智能检测技术、动力电池串联化成分容新技术、新型聚酯树脂合成技术及海洋环境电器用超耐腐蚀超耐候氟碳粉末涂料技术。公司技术显著提升测试效率与准确度，获多项专利与奖项，并应用于国内外多个行业，如家电、新能源、汽车等，覆盖中国、欧盟、美国等多个国家和地区。部分技术填补国际空白，达到国际领先水平。,166,21,21,0,0,0,0,0,12,9,21,1.0,6,-15,4.428571428571429,,185,166,185,23.819277108433734,21.372972972972978,23.819277108433734,21.372972972972978,318,181,80.42488619119878,45.776428932726354,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0028,688128,中国电器,1207049162,28,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0028.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7073,6775,3981,3981,34,3981,217,217,"双涂层设计满足海洋气候要求，老化性能超3,000小时，耐盐雾超2,000小时，应用于船舶干式变压器。卷钢用快速固化粉末涂料涂装速度达60-100m/min，优于国内外水平。核心技术产品占营业收入比例在2019年1-3月达86.85%，2018年度为83.90%。质量技术服务业务核心技术先进性体现在标准化能力、技术能力、服务能力，主导制定多项电器行业标准。公司在智能装备业务领域拥有16件家电制造相关发明专利，提升生产效率和产品精度。",109,54,54,0,0,5,12,15,18,4,22,0.4074074074074074,6,-16,3.074074074074074,,119,109,119,36.522935779816514,33.45378151260504,36.522935779816514,33.45378151260504,484,210,121.5774930921879,52.75056518462698,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0029,688128,中国电器,1207049162,29,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0029.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6370,5656,3852,3852,34,3852,294,294,公司研发团队覆盖基础研究、关键技术和产品开发，设6档岗位并动态管理。核心技术人员10名，均拥有15年以上经验，是多项专利发明人。公司研发投入持续增长，2016-2018年研发费用分别为1.41亿元、1.62亿元和1.99亿元。公司购置500余台研发设备，支持三大业务板块的技术研发。公司22项核心技术中，6项处于产业化推广阶段，拥有自主知识产权。公司曾获国家科学技术进步二等奖、中国标准创新贡献奖一等奖等国家级奖项。公司承担多项国家级重大科研项目，包括国家标准化管理委员会、科技部等主导的项目，涉及质量技术服务、智能装备、环保涂料及树脂等领域。公司在核心学术期刊发表中英文论文200余篇。,147,49,49,0,15,12,8,7,5,2,7,0.1428571428571428,6,-1,1.6122448979591837,,159,147,159,26.20408163265306,24.22641509433962,26.20408163265306,24.22641509433962,333,104,86.44859813084112,26.99896157840083,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0030,688128,中国电器,1207049162,30,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0030.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7579,6852,3996,3996,34,3996,49,49,公司参与编写了多项专著和论文，涉及电器安全、检测实验室安全、汽车气候老化、家电产品绿色制造等领域。,25,60,60,0,54,6,0,0,0,0,0,0.0,1,1,0.1,,27,25,27,159.84,148.0,126.69838709677391,114.31285714285696,79,53,19.76976976976977,13.263263263263262,pilot50,,
688128_1207049162_glm4_dewrap_join_chunk_0031,688128,中国电器,1207049162,31,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0031.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6084,5540,3958,3958,34,3958,240,240,公司具备家电智能工厂数字化认证和检测能力，为家电工厂智能制造提供系统集成技术和关键装备服务。公司研发工业物联网平台，实现与第三方系统及不同PLC系统的互联互通，提供智能制造系统解决方案。公司建立材料选用数据库和控制技术方案，辅助高效组件设计，降低光伏发电度电成本。公司开发新能源汽车动力电池管理系统性能测评技术，提供环境试验、SOC诊断等服务。公司研发废旧移动终端绿色制造技术，实现规模化、高值化安全再利用。公司开发冰箱钣金成型柔性化制造系统，实现冰箱钣金零部件全自动无人化生产。,120,60,60,0,10,15,12,10,8,5,13,0.2166666666666666,6,-7,2.1,,127,120,127,32.983333333333334,31.165354330708663,32.983333333333334,31.165354330708663,254,119,64.17382516422435,30.065689742294087,pilot50,,
