custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target
688311_1208080135_glm4_dewrap_join_chunk_0007,688311,盟升电子,1208080135,7,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6881,6428,3993,3993,17,3993,210,210,雷科防务主营嵌入式信息处理、雷达及北斗导航等军工电子业务，拥有院士领衔的800人研发团队，2019年营收11.25亿元。晨曦航空主营航空机电产品，拥有导航、控制、通讯等核心技术，2019年营收2.39亿元。七一二是国内专网无线通信核心供应商，覆盖全军种平台，2019年营收2.14亿元。景嘉微主营国产GPU研发生产，拥有102项专利，2019年营收5.31亿元。公司报告期内经营情况良好，技术实力较强，市场地位不断提高。,105,54,54,0,10,12,8,12,10,2,12,0.2222222222222222,5,-7,2.111111111111111,,124,105,124,38.02857142857143,32.20161290322581,38.02857142857143,32.20161290322581,155,61,38.81793137991485,15.276734284998748
688311_1208080135_glm4_dewrap_join_chunk_0008,688311,盟升电子,1208080135,8,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6582,6112,3986,3986,17,3986,297,297,公司与可比上市公司净利润增速差异因军改影响程度不同及经营情况各异，差异具有合理性。公司综合毛利率高于可比公司，主要因业务结构、客户、产品技术要求不同。公司销售净利率高于可比公司，主要因星网宇达、振芯科技等盈利能力较低拉低平均水平，以及公司卫星导航系列产品毛利率提升和研发费用率较低。公司掌握多源遥感信息处理算法、自主高性能处理芯片、新体制雷达系统等核心技术，是业内少数实现产品全军种覆盖的企业。公司研发费用占收入比在2019年为22.11%，高于多数可比公司。公司卫星导航产品在动态特性、定位精度、测速精度、窄带抗干扰、数据更新率、热启动时间、授时精度、灵敏度特性等关键指标上达到国内领先水平。,149,42,42,0,0,0,0,11,15,16,31,0.7380952380952381,6,-25,4.119047619047619,,172,149,172,26.751677852348994,23.174418604651162,26.751677852348994,23.174418604651162,151,50,37.88258906171601,12.543903662819869
688311_1208080135_glm4_dewrap_join_chunk_0009,688311,盟升电子,1208080135,9,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6906,6498,3984,3984,17,3984,279,279,公司卫星导航产品在动态特征、定位精度等关键业务数据、技术指标上具有一定优势。公司船载卫星天线通信产品与竞争对手公开披露的同类产品在关键业务数据、技术指标上处于同一水平。公司卫星通信系列产品主要应用于船载、机载及车载平台。公司近年来参与武器装备研制数量不断增加，产品定型数量快速增长，市场地位不断提升。公司已与中国航天科技集团公司、中国航天科工集团公司、中国电子科技集团公司、中国航空工业集团有限公司等主要军工集团的多家下属科研院所建立了长期稳定的项目合作关系。公司卫星导航行业和卫星通信行业都属于技术密集型行业，技术创新和技术积累是公司业务全方位拓展的基础。,140,48,48,0,6,12,10,8,10,2,12,0.25,6,-6,2.2083333333333335,,141,140,141,28.457142857142856,28.25531914893617,28.457142857142856,28.25531914893617,149,55,37.399598393574294,13.805220883534137
688311_1208080135_glm4_dewrap_join_chunk_0010,688311,盟升电子,1208080135,10,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6130,5544,3579,3579,17,3579,229,229,公司动中通产品覆盖主流通信频段，在民航、海洋渔业领域有成熟经验。公司存在产能规模不足、与国际厂商技术差距、融资渠道单一、生产场地限制及自动化程度低等竞争劣势。公司主营卫星导航和卫星通信产品，报告期内产能利用率超100%，卫星导航系列产品产量逐年增加。2019年公司主营业务收入28.31亿元，其中卫星导航系列产品占比54.06%，卫星通信系列产品占比45.94%。公司对前五名客户销售金额占当年收入比重较高，其中中国航天科工集团下属单位合计占比32.22%。,115,62,62,0,15,22,12,8,4,1,5,0.0806451612903225,6,1,1.467741935483871,,126,115,126,31.121739130434783,28.404761904761905,31.121739130434783,28.404761904761905,80,24,22.352612461581447,6.705783738474434
688311_1208080135_glm4_dewrap_join_chunk_0011,688311,盟升电子,1208080135,11,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6289,5653,3853,3853,17,3853,604,604,公司卫星导航业务主要面向国防领域，产品用于武器控制、指挥通信等作战功能，应用于导弹、战机等武器装备平台，客户包括中国航天科工集团、中国航天科技集团、中国电子科技集团等大型军工集团下属单位。报告期内，公司前五大客户（同一控制合并口径）销售占比分别为72.13%、73.92%和89.25%，集中度较高主要系对中国航天科工集团、中国航天科技集团、中国电子科技集团等大型军工集团下属单位销售金额合并统计所致。公司前五大客户（非同一控制合并口径）销售占比分别为44.18%、58.64%和60.85%，与可比公司平均值较为可比。公司同主要客户交易的可持续性较高，一方面，军品市场具有客户粘性较高的特点，产品一旦装备部队，将构成国防体系的一部分，为维护国防体系的安全性、稳定性与完整性，一般情况下军方不会轻易更换；另一方面，公司销售的动中通天线价值较高，且主要用于海事、民航市场，相关产品需符合客户较高的质量技术标准要求，为保障船只、民航客机的稳定性，客户在采购后亦不会轻易进行更换。公司通过优良的产品和优质的服务赢得了众多客户的认可，积累了一批优质客户资源，已与中国航天科工集团、中国航天科技集团、中国电子科技集团等主要军工集团的多家下属单位建立了长期稳定的项目合作关系，与中国航天科工集团下属单位1、中国航天科技集团下属单位1、中国航天科技集团下属单位7、中国电子科技集团下属单位1等军品主要客户合作年限超过5年。,302,52,52,0,0,0,0,15,25,12,37,0.7115384615384616,6,-31,3.942307692307693,,335,302,335,12.758278145695364,11.501492537313434,12.758278145695364,11.501492537313434,71,4,18.427199584739164,1.0381520892810796
688311_1208080135_glm4_dewrap_join_chunk_0012,688311,盟升电子,1208080135,12,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6041,5141,3964,3964,17,3964,202,202,"公司拥有机器设备原值8,788.02万元，其中生产设备2,509万元，研发设备4,727.41万元，渔船天线1,551.61万元。公司自有房产7项，建筑面积合计4,233.9平方米，位于成都市高新区西芯大道5号，主要用于研发楼。公司拥有土地使用权3项，总面积95,153.85平方米，分别位于成都市天府新区和高新区。公司拥有商标7项，发明专利7项，实用新型专利48项，外观设计专利15项，共计70项专利。",101,54,54,0,12,10,8,12,10,2,12,0.2222222222222222,5,-7,2.074074074074074,,122,101,122,39.24752475247525,32.49180327868852,39.24752475247525,32.49180327868852,82,44,20.686175580221995,11.099899091826439
688311_1208080135_glm4_dewrap_join_chunk_0013,688311,盟升电子,1208080135,13,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6158,5541,3954,3954,17,3954,263,263,公司拥有多项外观专利和软件著作权，包括船载动中通、卫星电视广播接收天线等结构专利及地形微变监测等软件著作权。公司通过全资子公司盟升科技开展卫星导航及军用卫星通信业务，通过国卫通信开展民用卫星通信业务。盟升科技拥有装备承制单位注册证书、武器装备科研生产备案凭证等军品业务相关资质，以及北斗导航民用服务资质证书。国卫通信拥有质量体系认证证书、DNV·GL认证等资质。公司主要产品核心技术包括高性能抗干扰微带阵列天线技术、高动态信号捕获跟踪技术、高精度单点定位测速技术等卫星导航领域技术，以及动中通高精度跟踪技术等卫星通信领域技术。,132,54,54,0,10,15,12,8,7,2,9,0.1666666666666666,5,-4,1.8703703703703705,,157,132,157,29.954545454545453,25.18471337579618,29.954545454545453,25.18471337579618,150,66,37.93626707132018,16.691957511380878
688311_1208080135_glm4_dewrap_join_chunk_0014,688311,盟升电子,1208080135,14,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6265,5852,3936,3936,17,3936,243,243,"公司掌握卫星导航和卫星通信核心技术，产品应用于国防和民用领域。报告期内，核心技术产品产量和销量分别为2,856台/套和2,570台/套。卫星导航业务收入占比52.23%，卫星通信业务收入占比44.59%。公司是国内少数自主掌握导航天线、微波变频等核心技术的厂商之一，具备全国产化设计能力。在卫星通信领域，公司产品覆盖L频段至Ka频段，支持海事通信、天通系统等。公司部分产品技术指标达到国内领先水平，如四阵元抗干扰接收天线圆极化增益≥-2dBi，卫星导航组件定位精度水平3m，垂直10m。",122,60,60,0,10,15,12,10,10,3,13,0.2166666666666666,6,-7,2.066666666666667,,149,122,149,32.26229508196721,26.416107382550337,32.26229508196721,26.416107382550337,147,45,37.34756097560975,11.432926829268293
688311_1208080135_glm4_dewrap_join_chunk_0015,688311,盟升电子,1208080135,15,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6619,6154,3960,3960,17,3960,227,227,公司卫星导航射频模块和卫导接收机具有高动态、高过载适应能力，相位和幅度一致性指标优于客户要求。公司动中通天线产品在增益、捕捉时间、跟踪精度等方面与国内主要厂商处于可比水平，具备竞争力，且Ku_Ka双频频段机载动中通产品已应用于沙特航空。公司研发人员占比33.45%，研发费用占营业收入比例在9.96%-14.25%之间。公司掌握卫星导航、卫星通信、数据链通信等多方面技术，在研项目包括弹载天链通信技术、北斗三代卫星导航接收机等，技术定位在国内具有竞争力。,114,62,62,0,15,12,10,8,14,3,17,0.2741935483870967,5,-12,2.0483870967741935,,138,114,138,34.73684210526316,28.695652173913043,34.73684210526316,28.695652173913043,123,33,31.06060606060606,8.333333333333334
688311_1208080135_glm4_dewrap_join_chunk_0016,688311,盟升电子,1208080135,16,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7035,6405,3993,3993,17,3993,278,279,公司具备3种机载动中通天线技术，包括0.8米Ku频段、0.9米Ku/Ka双频车载和卫星通导一体化天线，天线效率65%-70%，跟踪精度0.2 RMS，达到行业指标水平。公司研发的卫星通导一体化天线可同时支持天通和北斗导航，比常规阵列少30%阵元数量。公司研发的帽式馈源技术实现更优异的旁瓣包络性能。公司研发的视距测控系统作用距离比国内水平高15%，支持无人机与地面测控终端间数据链路传输。公司研发的低轨卫星通信天线可实现对低轨卫星的自动跟踪及卫星通信，集成化程度更高，成本更低。公司研发的相控阵天线技术补齐公司在相控阵辐射面技术上的短板，与国内领先水平对齐。,139,42,42,0,15,12,5,5,4,1,5,0.119047619047619,6,1,1.380952380952381,,186,139,186,28.72661870503597,21.467741935483872,28.72661870503597,21.467741935483872,199,68,49.83721512647132,17.029802153769094
688311_1208080135_glm4_dewrap_join_chunk_0017,688311,盟升电子,1208080135,17,17,results/glm4_dewrap_join_pilot5_20260705/chunks/688311_1208080135_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,281,242,154,154,17,154,109,110,"2019年公司向Taqnia Space和USAT销售产品，销售收入分别为37.19万元和6,151.63万元。销售产品包括0.45米民航双频平板天线及配件、双频机载平板动中通天线产品及配件，销售数量分别为1台和32台。",55,5,5,0,0,0,0,0,5,0,5,1.0,2,-3,4.0,,66,55,66,2.8,2.3333333333333335,8.884857908847184,7.652037037037037,0,0,0.0,0.0
688038_1210429108_glm4_dewrap_join_chunk_0001,688038,中科通达,1210429108,1,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6985,6573,3956,3956,16,3956,231,231,公司主营业务是为城市公共安全管理提供信息化服务，包括系统设计、开发、建设和运维，客户主要为公安部门和基础网络运营商。公司提供信息化系统开发建设、运维服务和软件开发，其中信息化系统开发建设收入占比最高。公司拥有自主研发的应用软件平台，如公安大数据综合应用平台和智能运维管理平台。报告期内，公司主营业务收入中信息化系统开发建设占比超过85%，客户类型包括公安机关、基础网络运营商和非运营商等总包方。公司通过公开招标、竞争性磋商、询价比选和商业谈判等方式获取项目合同。,116,62,62,0,15,18,12,10,5,2,7,0.1129032258064516,5,-2,1.6451612903225807,,117,116,117,34.10344827586207,33.81196581196581,34.10344827586207,33.81196581196581,54,19,13.65015166835187,4.802831142568251
688038_1210429108_glm4_dewrap_join_chunk_0002,688038,中科通达,1210429108,2,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7121,6718,3976,3976,16,3976,253,253,发行人与运营商合作提供公共安全管理信息化系统，存在联合体和分包两种模式。分包模式下，运营商负责网络链路建设，发行人负责公安信息化系统开发及运维，报告期内收入占比逐年上升。联合体模式下，双方共同与业主签订合同，运营商承担全部责任，发行人承担连带责任。发行人主要收入来自信息化系统开发建设、运维服务、软件销售和商品销售。公司采用按需采购模式，硬件、软件及劳务采购均严格管理。项目管控方面，公司建立了完善的质量管理体系，执行ISO9001等标准。研发方面，公司开展基础技术和产品研发，满足客户需求并持续迭代升级。,127,62,62,0,15,20,10,8,7,2,9,0.1451612903225806,6,-3,1.6451612903225807,,138,127,138,31.30708661417323,28.81159420289855,31.30708661417323,28.81159420289855,98,38,24.64788732394366,9.557344064386317
688038_1210429108_glm4_dewrap_join_chunk_0003,688038,中科通达,1210429108,3,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7137,6756,3991,3991,16,3991,333,333,"公司与湖北广电的合同金额调整为13,601.10万元，结算方式改为“背靠背”模式，湖北广电分6年支付，构成重大融资成分。报告期内，公司通过“背靠背”结算方式获得的运营商客户收入占比从2018年的23.64%升至2020年的98.37%，非运营商总包客户收入占比从2018年的30.17%升至2020年的69.29%。公司专注于城市公共安全领域的信息化服务，主要产品包括公安信息化系统，采用大数据技术处理数据，形成公安大数据资源池。公司所属行业为软件和信息技术服务业，符合科创板行业定位。公司提供的公安信息化服务利用电子技术和信息技术，通过系统集成服务及软件开发服务，为公安部门开发建设公共安全管理信息化系统，符合电子信息产业“系统集成、软件开发以及应用服务”的特征。",167,68,68,0,22,28,8,6,3,1,4,0.0588235294117647,5,1,1.161764705882353,,176,167,176,23.898203592814372,22.676136363636363,23.898203592814372,22.676136363636363,125,32,31.32047105988474,8.018040591330493
688038_1210429108_glm4_dewrap_join_chunk_0004,688038,中科通达,1210429108,4,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7278,6939,3902,3902,16,3902,279,279,我国软件和信息技术服务行业保持较快增长，2015年至2020年收入规模从4.29万亿元增至8.16万亿元，年均复合增长率达13.8%。公共安全领域财政支出持续增长，2014年至2019年从8357亿元增至13902亿元，年均复合增长率达10.71%。公安信息化市场规模不断扩大，2014年至2019年从410.5亿元增至820亿元，年均复合增长率达14.8%。安防行业收入规模从2014年的4350亿元增长至2019年的7562亿元，年均复合增长率达11.7%。发行人主要为公安部门提供公共安全管理信息化服务，受益于公安信息化建设持续推进及安防市场蓬勃发展。,140,54,54,0,12,22,10,6,3,1,4,0.074074074074074,5,1,1.4259259259259258,,150,140,150,27.87142857142857,26.013333333333332,27.87142857142857,26.013333333333332,100,33,25.627883136852898,8.457201435161457
688038_1210429108_glm4_dewrap_join_chunk_0005,688038,中科通达,1210429108,5,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7413,7117,3988,3988,16,3988,234,235,公司掌握大数据处理、跨网传输、微服务及分布式集群等核心技术，并在公安业务中实现产业化应用。公司是湖北及华中地区领先的公安信息化服务提供商，2019年市场份额0.54%，报告期内营业收入年均复合增长率36.36%。公司产品主要应用于智能交通管控和社会治安管理，2019年智能交通管控收入占比51.87%。公司在智能交通管控领域是湖北省内仅有的两家亿元俱乐部企业之一，在治安防控管理领域位居湖北省前两位。公司拥有CMMI 5级认证，已获授权专利57项，其中42项为发明专利。,117,48,48,0,0,5,12,15,13,3,16,0.3333333333333333,6,-10,2.9375,,127,117,127,34.085470085470085,31.401574803149607,34.085470085470085,31.401574803149607,175,57,43.88164493480441,14.292878635907723
688038_1210429108_glm4_dewrap_join_chunk_0006,688038,中科通达,1210429108,6,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7177,6813,3888,3888,16,3888,291,291,公司被湖北省科学技术厅认定为湖北省工程技术研究中心，并获批设立国家级博士后科研工作站。公司拥有服务质量优势，通过项目管理部及多项管理制度保障项目交付质量，并因高效服务获得客户高度认可。公司在城市公共安全信息化领域拥有丰富项目经验，业务范围覆盖多省。公司核心管理人员与技术人员经验丰富，对行业市场及技术发展趋势具有前瞻性判断。公司技术研发团队拥有161人，占公司总人数的38%，技术实力、研发能力及项目实施水平较高。公司2018年至2020年营业收入从2.67亿元增长至4.96亿元，年均复合增长率达36.36%，但与易华录、银江股份等全国性服务商相比，经营规模较小，市场占有率较低。,146,62,62,0,10,25,12,8,5,2,7,0.1129032258064516,6,-1,1.6612903225806452,,154,146,154,26.63013698630137,25.246753246753247,26.63013698630137,25.246753246753247,180,56,46.29629629629629,14.40329218106996
688038_1210429108_glm4_dewrap_join_chunk_0007,688038,中科通达,1210429108,7,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6598,5964,3941,3941,16,3941,293,293,发行人主营业务为向公安部门提供公共安全管理信息化服务，包括信息化系统开发建设和运维服务。报告期内，公司主营业务收入中，信息化系统开发占比最高，达到88.30%至85.39%。公司前五大客户中，中国电信、湖北广电等基础网络运营商占比较高，2020年合计贡献收入占比达48.25%。公司对湖北广电的营业收入占比在19.59%至30.01%之间，主要原因是公司市场区域集中于湖北，湖北广电作为基础网络运营商在项目整体中标后委托公司开发信息化系统。2020年上半年中国电信成为公司第一大客户，主要原因是公司提前投入了咸宁市公共安全视频监控建设联网应用工程项目，并在2020年6月确认了较高收入。,147,62,62,0,15,18,12,8,6,3,9,0.1451612903225806,5,-4,1.6935483870967742,,157,147,157,26.80952380952381,25.101910828025478,26.80952380952381,25.101910828025478,103,33,26.135498604415123,8.37350926160873
688038_1210429108_glm4_dewrap_join_chunk_0008,688038,中科通达,1210429108,8,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5586,5073,3450,3450,16,3450,204,204,发行人主要为公安部门提供公共安全管理信息化服务，报告期内公安客户收入占比高达93.91%至98.36%。主要客户包括湖北省公安厅、咸宁市公安局等，其中湖北省最终用户收入占比76.61%至86.85%。公司不生产硬件设备，主要原材料及能源均对外采购，2020年采购额下降主要因2019年备货所致。主要供应商包括海康威视、大华科技等主流厂商，采购价格公允。公司固定资产主要为办公及研发设备，成新率约35.71%。,102,49,49,0,10,12,8,10,6,3,9,0.1836734693877551,5,-4,1.979591836734694,,119,102,119,33.8235294117647,28.991596638655462,33.8235294117647,28.991596638655462,36,3,10.434782608695652,0.8695652173913044
688038_1210429108_glm4_dewrap_join_chunk_0009,688038,中科通达,1210429108,9,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6100,5291,3942,3942,16,3942,190,190,"发行人租赁多处房屋用于日常生产经营活动，租赁面积总计约1,800平方米。公司拥有4项土地使用权，总面积约111.55平方米，使用期限至2052年。发行人及其子公司已获授权专利57项，其中发明专利42项，实用新型专利8项，外观设计专利7项，这些专利是公司核心技术的具体表现，对公司日常经营活动具有重大影响。公司以4项土地使用权为相关借款提供担保，担保金额不超过1,746.43万元。",95,12,60,1,0,0,0,0,12,0,12,1.0,4,-8,4.0,,105,95,105,41.49473684210526,37.542857142857144,41.49473684210526,37.542857142857144,125,19,31.709791983764585,4.819888381532217
688038_1210429108_glm4_dewrap_join_chunk_0010,688038,中科通达,1210429108,10,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6408,5814,3993,3993,16,3993,260,260,发行人拥有多项外观设计专利，包括安全智能语音提示器、安全智能交通警示器等，以及实用新型专利如光电互补的电子警察系统、分体式公交车车载执法与实时路面监控系统等。发行人拥有144项软件著作权，涵盖智能交通综合管控平台、新型卡口控制系统、道路交通信号控制系统等多个系统软件。发行人曾以1至6项发明专利为质押，获得2000万元借款，该借款已到期还款，专利质押已解除。发行人掌握“一种基于覆盖网的道路交通协调系统及方法”专利技术，应用于智能交通综合管控平台交通区域协调模块，但实际应用效果受外部因素影响，仅在部分项目中试验性应用。,130,12,68,1,0,0,0,0,12,0,12,1.0,4,-8,4.0,,147,130,147,30.715384615384615,27.163265306122447,30.715384615384615,27.163265306122447,45,22,11.269722013523666,5.5096418732782375
688038_1210429108_glm4_dewrap_join_chunk_0011,688038,中科通达,1210429108,11,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6249,5651,3987,3987,16,3987,244,244,发行人拥有多项软件著作权，包括Ruleway卡口和电警视频抓拍预警分析系统、视频监控预判系统、综合管控平台、视频关联分析系统、公安便民服务管理系统、视频监控管理系统、多维电子警察感知系统、道路交通集成指挥系统、预警分析系统、数据魔方系统、数据中台系统、疫情可视化信息管控平台、交通工具路径标记及事故上报软件、交通监测平台、智能非现场执法系统等。发行人还拥有多项商标，包括电子广告牌、交通信号灯、电子信号新号发射器、雷达设备、车辆用导航仪器、光通讯设备、网络通讯设备、夜明路标或机械路标等。,122,143,143,0,0,0,0,0,0,0,0,0.0,0,0,,,146,122,146,32.68032786885246,27.30821917808219,32.68032786885246,27.30821917808219,25,8,6.270378730875344,2.00652119388011
688038_1210429108_glm4_dewrap_join_chunk_0012,688038,中科通达,1210429108,12,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6759,6398,3932,3932,16,3932,270,270,发行人拥有多项经营资质，包括电子与智能化工程专业承包（壹级）、安防工程企业设计施工维护能力（壹级）、信息系统集成及服务（贰级）、ITSS信息技术服务运行维护（贰级）、CMMI成熟度5级等。公司核心技术主要体现为公安信息化系统集成及软件开发，拥有信息系统集成技术和软件开发技术两大类核心技术。公司已开发公安大数据综合应用平台、智能交通综合管控平台、三维实景应用平台、轨道交通治安防控平台、公安视频图像信息数据库、智慧社区管理平台、公安应急指挥调度平台、智能运维管理平台等主要软件平台。公司在公共安全管理领域积累了丰富的软件开发技术及开发经验。,135,86,86,0,12,25,20,18,8,3,11,0.127906976744186,5,-6,1.930232558139535,,141,135,141,29.125925925925927,27.886524822695037,29.125925925925927,27.886524822695037,154,45,39.16581892166837,11.444557477110886
688038_1210429108_glm4_dewrap_join_chunk_0013,688038,中科通达,1210429108,13,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7071,6748,3992,3992,16,3992,314,325,公司开发了数据魔方、X-Data Center 数据中台、X-VideoBase 国标视频基础平台等核心产品，实现数据可视化、第三方应用交互扩展等功能。公司已获授权专利 57 项，其中发明专利 42 项，并拥有大数据处理和挖掘分析技术、视频编解码及协转技术、可视化数据建模技术等核心技术。公司自主研发的微服务及分布式集群技术、大数据分析引擎、视频流分发协转服务技术等，在公安信息化领域具有较高水平。公司已获授权发明专利 57 项，其中 42 项为发明专利，并拥有大数据处理和挖掘分析技术、视频编解码及协转技术、可视化数据建模技术等核心技术。公司自主研发的微服务及分布式集群技术、大数据分析引擎、视频流分发协转服务技术等，在公安信息化领域具有较高水平。,157,62,62,0,10,15,12,10,10,5,15,0.2419354838709677,6,-9,2.161290322580645,,182,157,182,25.426751592356688,21.934065934065934,25.426751592356688,21.934065934065934,174,64,43.587174348697395,16.03206412825651
688038_1210429108_glm4_dewrap_join_chunk_0014,688038,中科通达,1210429108,14,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7367,7132,3994,3994,16,3994,348,362,公司应用 Docker 技术搭建持续集成和持续发布流水线，简化系统配置，提高开发效率，并在生产环境规模化部署，提升平台运维效率。公司自主研发跨网边界传输技术，通过 TCP 长连接和自有协议，实现单向网络下的文件请求和即时传输，文件传输效率达 10M/s。公司自主研发海量小文件处理技术，通过 FTS 文件传输服务，降低海量小文件的传输压力和处理延时，处理延时通常在 100ms 以内。公司自主研发热数据缓存技术，通过设置不同缓存规则，减少磁盘访问频率，使小文件请求返回的平均响应时长降低 30%-40%。公司专注于公安信息化领域，掌握信息系统集成技术和软件开发技术，并成功应用于公安科技信息化建设中。公司拥有 CMMI 最高等级 5 级认证，具备较强的软件开发能力。公司在核心技术层面的市场竞争主要来自于行业内少数先进企业。,174,62,62,0,15,18,12,9,5,3,8,0.1290322580645161,7,-1,1.6774193548387095,,189,174,189,22.95402298850575,21.132275132275133,22.95402298850575,21.132275132275133,237,56,59.339008512769155,14.021031547320982
688038_1210429108_glm4_dewrap_join_chunk_0015,688038,中科通达,1210429108,15,16,results/glm4_dewrap_join_pilot5_20260705/chunks/688038_1210429108_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6668,6223,3971,3971,16,3971,242,243,公司核心技术产品收入占营业收入比例超过99%，报告期内核心技术产品收入分别为49128.46万元、43712.23万元和26453.32万元。公司拥有专利57项（发明专利42项）、软件著作权144项，并通过CMMI 5级认证。公司自主研发的跨网边界传输技术、海量小文件存储技术等已在主营业务中广泛应用。公司承担多项科研项目，包括智能交通系统、疫情防控信息平台等，均形成知识产权并独立享有。公司正在研发公安情报预测预警体系、人员关系图谱分析系统等前沿项目，持续提升技术研发水平和行业地位。,121,62,62,0,10,15,12,10,10,5,15,0.2419354838709677,6,-9,2.161290322580645,,127,121,127,32.81818181818182,31.26771653543307,32.81818181818182,31.26771653543307,139,41,35.00377738604885,10.32485520020146
