sec_code,sec_name,text_len,summary_raw,source_custom_ids,source_chunk_count,n0,n1,n2,n3,n4,n5,processed_chunk_index,processed_chunk_n,sentence_count,high_score_count,relevant_score_merged,high_score_share_merged,candidate,low_relevance_rule,cap_applied,summary_diag,Redundancy_chunk_diag,Text_len,Summary_len,Chunk_num
688258,卓易信息,3450.0,137.0,688258_1207126567_glm4_dewrap_join_chunk_0014,1,4.0,54.0,5.0,4.0,4.0,2.0,14,18,73.0,6.0,1.3972602739726028,0.0821917808219178,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,43.125,3450.0,80.0,18
688258,卓易信息,3680.0,126.0,688258_1207126567_glm4_dewrap_join_chunk_0015,1,3.0,78.0,5.0,7.0,3.0,0.0,15,18,96.0,3.0,1.2604166666666667,0.03125,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,46.0,3680.0,80.0,18
688258,卓易信息,3960.0,123.0,688258_1207126567_glm4_dewrap_join_chunk_0016,1,6.0,8.0,47.0,13.0,11.0,2.0,16,18,87.0,13.0,2.2413793103448274,0.14942528735632185,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,123.0,32.19512195121951,3960.0,123.0,18
688258,卓易信息,3933.0,169.0,688258_1207126567_glm4_dewrap_join_chunk_0017,1,3.0,16.0,32.0,29.0,30.0,8.0,17,18,118.0,38.0,2.7711864406779663,0.3220338983050847,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,169.0,23.272189349112427,3933.0,169.0,18
688258,卓易信息,2385.0,147.0,688258_1207126567_glm4_dewrap_join_chunk_0018,1,2.0,20.0,23.0,18.0,19.0,4.0,18,18,86.0,23.0,2.511627906976744,0.26744186046511625,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,147.0,16.224489795918366,2385.0,147.0,18
688198,佰仁医疗,3982.0,113.0,688198_1207130602_glm4_dewrap_join_chunk_0001,1,6.0,12.0,21.0,18.0,14.0,3.0,1,20,74.0,17.0,2.418918918918919,0.22972972972972974,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,113.0,35.23893805309734,3982.0,113.0,20
688198,佰仁医疗,3974.0,127.0,688198_1207130602_glm4_dewrap_join_chunk_0002,1,5.0,18.0,31.0,24.0,12.0,2.0,2,20,92.0,14.0,2.282608695652174,0.15217391304347827,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,127.0,31.291338582677167,3974.0,127.0,20
688198,佰仁医疗,3995.0,141.0,688198_1207130602_glm4_dewrap_join_chunk_0003,1,6.0,13.0,20.0,23.0,19.0,7.0,3,20,88.0,26.0,2.647727272727273,0.29545454545454547,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,141.0,28.333333333333332,3995.0,141.0,20
688198,佰仁医疗,3991.0,79.0,688198_1207130602_glm4_dewrap_join_chunk_0004,1,7.0,37.0,18.0,8.0,5.0,1.0,4,20,76.0,6.0,1.605263157894737,0.07894736842105263,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,79.0,50.51898734177215,3991.0,79.0,20
688198,佰仁医疗,3997.0,129.0,688198_1207130602_glm4_dewrap_join_chunk_0005,1,4.0,12.0,19.0,13.0,12.0,3.0,5,20,63.0,15.0,2.4126984126984126,0.23809523809523808,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,129.0,30.984496124031008,3997.0,129.0,20
688198,佰仁医疗,3999.0,117.0,688198_1207130602_glm4_dewrap_join_chunk_0006,1,7.0,26.0,12.0,18.0,16.0,3.0,6,20,82.0,19.0,2.231707317073171,0.23170731707317074,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,117.0,34.17948717948718,3999.0,117.0,20
688198,佰仁医疗,3991.0,101.0,688198_1207130602_glm4_dewrap_join_chunk_0007,1,6.0,49.0,17.0,13.0,10.0,3.0,7,20,98.0,13.0,1.8061224489795917,0.1326530612244898,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,101.0,39.51485148514851,3991.0,101.0,20
688198,佰仁医疗,3997.0,124.0,688198_1207130602_glm4_dewrap_join_chunk_0008,1,5.0,18.0,16.0,24.0,30.0,13.0,8,20,106.0,43.0,2.8962264150943398,0.4056603773584906,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,124.0,32.233870967741936,3997.0,124.0,20
688198,佰仁医疗,3986.0,131.0,688198_1207130602_glm4_dewrap_join_chunk_0009,1,4.0,31.0,18.0,19.0,14.0,5.0,9,20,91.0,19.0,2.2527472527472527,0.2087912087912088,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,131.0,30.427480916030536,3986.0,131.0,20
688198,佰仁医疗,3993.0,143.0,688198_1207130602_glm4_dewrap_join_chunk_0010,1,5.0,18.0,14.0,14.0,18.0,5.0,10,20,74.0,23.0,2.5,0.3108108108108108,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,143.0,27.923076923076923,3993.0,143.0,20
688198,佰仁医疗,3996.0,128.0,688198_1207130602_glm4_dewrap_join_chunk_0011,1,4.0,12.0,14.0,15.0,10.0,3.0,11,20,58.0,13.0,2.413793103448276,0.22413793103448276,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,128.0,31.21875,3996.0,128.0,20
688198,佰仁医疗,3461.0,128.0,688198_1207130602_glm4_dewrap_join_chunk_0012,1,3.0,8.0,10.0,12.0,9.0,3.0,12,20,45.0,12.0,2.5555555555555554,0.26666666666666666,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,128.0,27.0390625,3461.0,128.0,20
688198,佰仁医疗,3083.0,118.0,688198_1207130602_glm4_dewrap_join_chunk_0013,1,2.0,7.0,12.0,11.0,6.0,1.0,13,20,39.0,7.0,2.3846153846153846,0.1794871794871795,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,118.0,26.127118644067796,3083.0,118.0,20
688198,佰仁医疗,3970.0,135.0,688198_1207130602_glm4_dewrap_join_chunk_0014,1,3.0,8.0,11.0,12.0,7.0,2.0,14,20,43.0,9.0,2.4186046511627906,0.20930232558139536,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,135.0,29.40740740740741,3970.0,135.0,20
688198,佰仁医疗,3976.0,126.0,688198_1207130602_glm4_dewrap_join_chunk_0015,1,2.0,9.0,12.0,12.0,9.0,3.0,15,20,47.0,12.0,2.5531914893617023,0.2553191489361702,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,31.555555555555557,3976.0,126.0,20
688198,佰仁医疗,3986.0,109.0,688198_1207130602_glm4_dewrap_join_chunk_0016,1,5.0,6.0,16.0,14.0,14.0,3.0,16,20,58.0,17.0,2.603448275862069,0.29310344827586204,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,109.0,36.56880733944954,3986.0,109.0,20
688198,佰仁医疗,3987.0,125.0,688198_1207130602_glm4_dewrap_join_chunk_0017,1,3.0,13.0,13.0,16.0,23.0,8.0,17,20,76.0,31.0,2.8815789473684212,0.40789473684210525,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,125.0,31.896,3987.0,125.0,20
688198,佰仁医疗,3902.0,134.0,688198_1207130602_glm4_dewrap_join_chunk_0018,1,2.0,11.0,10.0,15.0,23.0,9.0,18,20,70.0,32.0,3.0428571428571427,0.45714285714285713,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,134.0,29.119402985074625,3902.0,134.0,20
688198,佰仁医疗,3961.0,120.0,688198_1207130602_glm4_dewrap_join_chunk_0019,1,1.0,16.0,14.0,18.0,19.0,5.0,19,20,73.0,24.0,2.7260273972602738,0.3287671232876712,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,120.0,33.00833333333333,3961.0,120.0,20
688198,佰仁医疗,5017.0,255.0,688198_1207130602_glm4_dewrap_join_chunk_0020;688198_1207130602_glm4_dewrap_join_chunk_0021,2,5.0,8.0,33.0,30.0,24.0,5.0,20,20,105.0,29.0,2.7142857142857144,0.2761904761904762,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,255.0,19.67450980392157,5017.0,255.0,20
688218,江苏北人,3976.0,131.0,688218_1207130600_glm4_dewrap_join_chunk_0001,1,12.0,8.0,27.0,31.0,14.0,4.0,1,17,96.0,18.0,2.40625,0.1875,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,131.0,30.35114503816794,3976.0,131.0,17
688218,江苏北人,3997.0,111.0,688218_1207130600_glm4_dewrap_join_chunk_0002,1,9.0,48.0,19.0,11.0,4.0,0.0,2,17,91.0,4.0,1.4835164835164836,0.04395604395604396,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.9625,3997.0,80.0,17
688218,江苏北人,3968.0,161.0,688218_1207130600_glm4_dewrap_join_chunk_0003,1,5.0,45.0,14.0,8.0,9.0,3.0,3,17,84.0,12.0,1.7619047619047619,0.14285714285714285,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.6,3968.0,80.0,17
688218,江苏北人,3970.0,182.0,688218_1207130600_glm4_dewrap_join_chunk_0004,1,4.0,21.0,23.0,17.0,15.0,8.0,4,17,88.0,23.0,2.477272727272727,0.26136363636363635,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,182.0,21.813186813186814,3970.0,182.0,17
688218,江苏北人,3961.0,163.0,688218_1207130600_glm4_dewrap_join_chunk_0005,1,3.0,18.0,21.0,17.0,12.0,4.0,5,17,75.0,16.0,2.3866666666666667,0.21333333333333335,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,163.0,24.300613496932517,3961.0,163.0,17
688218,江苏北人,3988.0,138.0,688218_1207130600_glm4_dewrap_join_chunk_0006,1,4.0,18.0,21.0,31.0,17.0,5.0,6,17,96.0,22.0,2.5625,0.22916666666666666,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,138.0,28.89855072463768,3988.0,138.0,17
688218,江苏北人,3999.0,129.0,688218_1207130600_glm4_dewrap_join_chunk_0007,1,6.0,42.0,18.0,10.0,10.0,2.0,7,17,88.0,12.0,1.7954545454545454,0.13636363636363635,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.9875,3999.0,80.0,17
688218,江苏北人,3993.0,106.0,688218_1207130600_glm4_dewrap_join_chunk_0008,1,5.0,41.0,19.0,6.0,6.0,0.0,8,17,77.0,6.0,1.5714285714285714,0.07792207792207792,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.9125,3993.0,80.0,17
688218,江苏北人,3992.0,119.0,688218_1207130600_glm4_dewrap_join_chunk_0009,1,4.0,28.0,18.0,15.0,14.0,3.0,9,17,82.0,17.0,2.1951219512195124,0.2073170731707317,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,119.0,33.54621848739496,3992.0,119.0,17
688218,江苏北人,3997.0,150.0,688218_1207130600_glm4_dewrap_join_chunk_0010,1,3.0,30.0,25.0,17.0,13.0,2.0,10,17,90.0,15.0,2.1444444444444444,0.16666666666666666,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,150.0,26.64666666666667,3997.0,150.0,17
688218,江苏北人,3991.0,138.0,688218_1207130600_glm4_dewrap_join_chunk_0011,1,8.0,4.0,33.0,18.0,11.0,2.0,11,17,76.0,13.0,2.3421052631578947,0.17105263157894737,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,138.0,28.920289855072465,3991.0,138.0,17
688218,江苏北人,3952.0,155.0,688218_1207130600_glm4_dewrap_join_chunk_0012,1,5.0,11.0,24.0,15.0,8.0,2.0,12,17,65.0,10.0,2.246153846153846,0.15384615384615385,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,155.0,25.496774193548386,3952.0,155.0,17
688218,江苏北人,3615.0,183.0,688218_1207130600_glm4_dewrap_join_chunk_0013,1,4.0,10.0,18.0,15.0,8.0,3.0,13,17,58.0,11.0,2.3793103448275863,0.1896551724137931,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,183.0,19.75409836065574,3615.0,183.0,17
688218,江苏北人,3717.0,169.0,688218_1207130600_glm4_dewrap_join_chunk_0014,1,3.0,15.0,18.0,16.0,8.0,3.0,14,17,63.0,11.0,2.3174603174603177,0.1746031746031746,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,169.0,21.994082840236686,3717.0,169.0,17
688218,江苏北人,3970.0,187.0,688218_1207130600_glm4_dewrap_join_chunk_0015,1,2.0,12.0,18.0,14.0,8.0,3.0,15,17,57.0,11.0,2.4035087719298245,0.19298245614035087,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,187.0,21.22994652406417,3970.0,187.0,17
688218,江苏北人,3959.0,142.0,688218_1207130600_glm4_dewrap_join_chunk_0016,1,5.0,18.0,20.0,22.0,16.0,5.0,16,17,86.0,21.0,2.4767441860465116,0.2441860465116279,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,142.0,27.880281690140844,3959.0,142.0,17
688218,江苏北人,2801.0,126.0,688218_1207130600_glm4_dewrap_join_chunk_0017,1,4.0,17.0,21.0,17.0,12.0,3.0,17,17,74.0,15.0,2.3378378378378377,0.20270270270270271,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,22.23015873015873,2801.0,126.0,17
688039,当虹科技,3998.0,126.0,688039_1207141672_glm4_dewrap_join_chunk_0001,1,4.0,6.0,27.0,20.0,9.0,2.0,1,14,68.0,11.0,2.4411764705882355,0.16176470588235295,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,31.73015873015873,3998.0,126.0,14
688039,当虹科技,3979.0,98.0,688039_1207141672_glm4_dewrap_join_chunk_0002,1,5.0,24.0,20.0,11.0,3.0,0.0,2,14,63.0,3.0,1.7301587301587302,0.047619047619047616,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.7375,3979.0,80.0,14
688039,当虹科技,3979.0,130.0,688039_1207141672_glm4_dewrap_join_chunk_0003,1,4.0,33.0,14.0,13.0,5.0,0.0,3,14,69.0,5.0,1.7391304347826086,0.07246376811594203,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.7375,3979.0,80.0,14
688039,当虹科技,3994.0,109.0,688039_1207141672_glm4_dewrap_join_chunk_0004,1,3.0,43.0,14.0,8.0,4.0,0.0,4,14,72.0,4.0,1.5416666666666667,0.05555555555555555,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.925,3994.0,80.0,14
688039,当虹科技,3995.0,119.0,688039_1207141672_glm4_dewrap_join_chunk_0005,1,4.0,50.0,11.0,7.0,5.0,1.0,5,14,78.0,6.0,1.5128205128205128,0.07692307692307693,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.9375,3995.0,80.0,14
688039,当虹科技,3998.0,93.0,688039_1207141672_glm4_dewrap_join_chunk_0006,1,4.0,45.0,8.0,8.0,6.0,2.0,6,14,73.0,8.0,1.63013698630137,0.1095890410958904,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.975,3998.0,80.0,14
688039,当虹科技,3898.0,160.0,688039_1207141672_glm4_dewrap_join_chunk_0007,1,3.0,8.0,18.0,24.0,25.0,8.0,7,14,86.0,33.0,2.9767441860465116,0.38372093023255816,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,160.0,24.3625,3898.0,160.0,14
688039,当虹科技,3993.0,145.0,688039_1207141672_glm4_dewrap_join_chunk_0008,1,4.0,8.0,20.0,22.0,25.0,8.0,8,14,87.0,33.0,2.9195402298850577,0.3793103448275862,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,145.0,27.53793103448276,3993.0,145.0,14
688039,当虹科技,3992.0,152.0,688039_1207141672_glm4_dewrap_join_chunk_0009,1,6.0,3.0,25.0,18.0,30.0,10.0,9,14,92.0,40.0,3.010869565217391,0.43478260869565216,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,152.0,26.263157894736842,3992.0,152.0,14
688039,当虹科技,3836.0,110.0,688039_1207141672_glm4_dewrap_join_chunk_0010,1,2.0,0.0,22.0,20.0,32.0,10.0,10,14,86.0,42.0,3.2790697674418605,0.4883720930232558,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,110.0,34.872727272727275,3836.0,110.0,14
688039,当虹科技,3968.0,143.0,688039_1207141672_glm4_dewrap_join_chunk_0011,1,5.0,17.0,20.0,19.0,14.0,3.0,11,14,78.0,17.0,2.371794871794872,0.21794871794871795,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,143.0,27.748251748251747,3968.0,143.0,14
688039,当虹科技,3969.0,162.0,688039_1207141672_glm4_dewrap_join_chunk_0012,1,2.0,14.0,24.0,18.0,9.0,3.0,12,14,70.0,12.0,2.3857142857142857,0.17142857142857143,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,162.0,24.5,3969.0,162.0,14
688039,当虹科技,3985.0,182.0,688039_1207141672_glm4_dewrap_join_chunk_0013,1,1.0,17.0,20.0,14.0,10.0,4.0,13,14,66.0,14.0,2.409090909090909,0.21212121212121213,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,182.0,21.895604395604394,3985.0,182.0,14
688039,当虹科技,4875.0,275.0,688039_1207141672_glm4_dewrap_join_chunk_0014;688039_1207141672_glm4_dewrap_join_chunk_0015,2,2.0,27.0,29.0,23.0,19.0,5.0,14,14,105.0,24.0,2.4285714285714284,0.22857142857142856,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,275.0,17.727272727272727,4875.0,275.0,14
688268,华特气体,3481.0,110.0,688268_1207147509_glm4_dewrap_join_chunk_0001,1,9.0,4.0,9.0,12.0,20.0,8.0,1,20,62.0,28.0,2.870967741935484,0.45161290322580644,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,110.0,31.645454545454545,3481.0,110.0,20
688268,华特气体,3995.0,127.0,688268_1207147509_glm4_dewrap_join_chunk_0002,1,15.0,9.0,24.0,21.0,15.0,3.0,2,20,87.0,18.0,2.2413793103448274,0.20689655172413793,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,127.0,31.456692913385826,3995.0,127.0,20
688268,华特气体,3991.0,130.0,688268_1207147509_glm4_dewrap_join_chunk_0003,1,12.0,8.0,31.0,27.0,11.0,2.0,3,20,91.0,13.0,2.2527472527472527,0.14285714285714285,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,130.0,30.7,3991.0,130.0,20
688268,华特气体,3981.0,140.0,688268_1207147509_glm4_dewrap_join_chunk_0004,1,18.0,12.0,28.0,21.0,15.0,3.0,4,20,97.0,18.0,2.1237113402061856,0.18556701030927836,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,28.435714285714287,3981.0,140.0,20
688268,华特气体,3934.0,134.0,688268_1207147509_glm4_dewrap_join_chunk_0005,1,10.0,37.0,13.0,9.0,10.0,4.0,5,20,83.0,14.0,1.8072289156626506,0.1686746987951807,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,134.0,29.35820895522388,3934.0,134.0,20
688268,华特气体,3978.0,127.0,688268_1207147509_glm4_dewrap_join_chunk_0006,1,8.0,21.0,14.0,13.0,15.0,3.0,6,20,74.0,18.0,2.2027027027027026,0.24324324324324326,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,127.0,31.322834645669293,3978.0,127.0,20
688268,华特气体,3951.0,118.0,688268_1207147509_glm4_dewrap_join_chunk_0007,1,7.0,23.0,16.0,10.0,10.0,3.0,7,20,69.0,13.0,2.028985507246377,0.18840579710144928,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,118.0,33.483050847457626,3951.0,118.0,20
688268,华特气体,3853.0,111.0,688268_1207147509_glm4_dewrap_join_chunk_0008,1,5.0,7.0,14.0,12.0,10.0,2.0,8,20,50.0,12.0,2.42,0.24,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,111.0,34.711711711711715,3853.0,111.0,20
688268,华特气体,3865.0,126.0,688268_1207147509_glm4_dewrap_join_chunk_0009,1,7.0,7.0,13.0,16.0,16.0,4.0,9,20,63.0,20.0,2.619047619047619,0.31746031746031744,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,30.674603174603174,3865.0,126.0,20
688268,华特气体,3963.0,142.0,688268_1207147509_glm4_dewrap_join_chunk_0010,1,5.0,6.0,13.0,13.0,10.0,2.0,10,20,49.0,12.0,2.4693877551020407,0.24489795918367346,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,142.0,27.908450704225352,3963.0,142.0,20
688268,华特气体,3810.0,137.0,688268_1207147509_glm4_dewrap_join_chunk_0011,1,4.0,3.0,7.0,16.0,14.0,2.0,11,20,46.0,16.0,2.847826086956522,0.34782608695652173,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,137.0,27.81021897810219,3810.0,137.0,20
688268,华特气体,3917.0,114.0,688268_1207147509_glm4_dewrap_join_chunk_0012,1,5.0,5.0,8.0,10.0,9.0,2.0,12,20,39.0,11.0,2.4871794871794872,0.28205128205128205,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,114.0,34.35964912280702,3917.0,114.0,20
688268,华特气体,3970.0,146.0,688268_1207147509_glm4_dewrap_join_chunk_0013,1,4.0,8.0,12.0,18.0,13.0,3.0,13,20,58.0,16.0,2.6379310344827585,0.27586206896551724,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,146.0,27.19178082191781,3970.0,146.0,20
688268,华特气体,3541.0,150.0,688268_1207147509_glm4_dewrap_join_chunk_0014,1,5.0,4.0,12.0,13.0,8.0,2.0,14,20,44.0,10.0,2.477272727272727,0.22727272727272727,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,150.0,23.606666666666666,3541.0,150.0,20
688268,华特气体,3804.0,123.0,688268_1207147509_glm4_dewrap_join_chunk_0015,1,4.0,3.0,8.0,14.0,15.0,6.0,15,20,50.0,21.0,3.02,0.42,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,123.0,30.926829268292682,3804.0,123.0,20
688268,华特气体,3632.0,96.0,688268_1207147509_glm4_dewrap_join_chunk_0016,1,7.0,6.0,40.0,5.0,3.0,0.0,16,20,61.0,3.0,1.8524590163934427,0.04918032786885246,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,96.0,37.833333333333336,3632.0,96.0,20
688268,华特气体,3512.0,126.0,688268_1207147509_glm4_dewrap_join_chunk_0017,1,6.0,10.0,23.0,9.0,6.0,1.0,17,20,55.0,7.0,2.036363636363636,0.12727272727272726,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,126.0,27.873015873015873,3512.0,126.0,20
688268,华特气体,3959.0,168.0,688268_1207147509_glm4_dewrap_join_chunk_0018,1,8.0,10.0,30.0,16.0,18.0,6.0,18,20,88.0,24.0,2.5,0.2727272727272727,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,168.0,23.56547619047619,3959.0,168.0,20
688268,华特气体,3982.0,225.0,688268_1207147509_glm4_dewrap_join_chunk_0019,1,5.0,12.0,22.0,19.0,26.0,12.0,19,20,96.0,38.0,2.8854166666666665,0.3958333333333333,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,225.0,17.697777777777777,3982.0,225.0,20
688268,华特气体,4197.0,255.0,688268_1207147509_glm4_dewrap_join_chunk_0020;688268_1207147509_glm4_dewrap_join_chunk_0021,2,3.0,9.0,19.0,14.0,13.0,2.0,20,20,60.0,15.0,2.5166666666666666,0.25,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,255.0,16.458823529411763,4197.0,255.0,20
688037,芯源微,3968.0,142.0,688037_1207150125_glm4_dewrap_join_chunk_0001,1,12.0,6.0,21.0,25.0,17.0,5.0,1,12,86.0,22.0,2.511627906976744,0.2558139534883721,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,142.0,27.943661971830984,3968.0,142.0,12
688037,芯源微,3960.0,73.0,688037_1207150125_glm4_dewrap_join_chunk_0002,1,28.0,28.0,12.0,4.0,1.0,0.0,2,12,73.0,1.0,0.9315068493150684,0.0136986301369863,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,73.0,54.24657534246575,3960.0,73.0,12
688037,芯源微,3994.0,175.0,688037_1207150125_glm4_dewrap_join_chunk_0003,1,8.0,42.0,13.0,8.0,6.0,1.0,3,12,78.0,7.0,1.5512820512820513,0.08974358974358974,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.925,3994.0,80.0,12
688037,芯源微,3988.0,148.0,688037_1207150125_glm4_dewrap_join_chunk_0004,1,10.0,42.0,13.0,10.0,6.0,2.0,4,12,83.0,8.0,1.5903614457831325,0.0963855421686747,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.85,3988.0,80.0,12
688037,芯源微,3967.0,140.0,688037_1207150125_glm4_dewrap_join_chunk_0005,1,7.0,39.0,19.0,12.0,11.0,4.0,5,12,92.0,15.0,1.923913043478261,0.16304347826086957,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,140.0,28.335714285714285,3967.0,140.0,12
688037,芯源微,3990.0,116.0,688037_1207150125_glm4_dewrap_join_chunk_0006,1,6.0,8.0,14.0,25.0,22.0,5.0,6,12,80.0,27.0,2.8,0.3375,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,116.0,34.39655172413793,3990.0,116.0,12
688037,芯源微,3991.0,129.0,688037_1207150125_glm4_dewrap_join_chunk_0007,1,4.0,22.0,13.0,13.0,13.0,4.0,7,12,69.0,17.0,2.3043478260869565,0.2463768115942029,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,129.0,30.93798449612403,3991.0,129.0,12
688037,芯源微,3995.0,128.0,688037_1207150125_glm4_dewrap_join_chunk_0008,1,5.0,17.0,10.0,14.0,17.0,4.0,8,12,67.0,21.0,2.4925373134328357,0.31343283582089554,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,128.0,31.2109375,3995.0,128.0,12
688037,芯源微,3706.0,119.0,688037_1207150125_glm4_dewrap_join_chunk_0009,1,4.0,8.0,15.0,15.0,13.0,3.0,9,12,58.0,16.0,2.586206896551724,0.27586206896551724,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,119.0,31.142857142857142,3706.0,119.0,12
688037,芯源微,3325.0,92.0,688037_1207150125_glm4_dewrap_join_chunk_0010,1,8.0,2.0,13.0,34.0,30.0,4.0,10,12,91.0,34.0,2.967032967032967,0.37362637362637363,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,92.0,36.141304347826086,3325.0,92.0,12
688037,芯源微,3841.0,134.0,688037_1207150125_glm4_dewrap_join_chunk_0011,1,8.0,4.0,9.0,14.0,59.0,2.0,11,12,96.0,61.0,3.2291666666666665,0.6354166666666666,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,134.0,28.66417910447761,3841.0,134.0,12
688037,芯源微,4925.0,436.0,688037_1207150125_glm4_dewrap_join_chunk_0012;688037_1207150125_glm4_dewrap_join_chunk_0013,2,8.0,14.0,17.0,29.0,45.0,8.0,12,12,121.0,53.0,2.9338842975206614,0.4380165289256198,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,436.0,11.295871559633028,4925.0,436.0,12
688089,嘉必优,3952.0,129.0,688089_1207165961_glm4_dewrap_join_chunk_0001,1,12.0,18.0,23.0,22.0,10.0,3.0,1,16,88.0,13.0,2.102272727272727,0.14772727272727273,tailmerge1700_score18_cap80,Relevant_score < 1.8,0,129.0,30.635658914728683,3952.0,129.0,16
688089,嘉必优,3952.0,112.0,688089_1207165961_glm4_dewrap_join_chunk_0002,1,9.0,49.0,7.0,7.0,3.0,1.0,2,16,76.0,4.0,1.3289473684210527,0.05263157894736842,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.4,3952.0,80.0,16
688089,嘉必优,3997.0,127.0,688089_1207165961_glm4_dewrap_join_chunk_0003,1,13.0,57.0,10.0,2.0,3.0,1.0,3,16,86.0,4.0,1.1627906976744187,0.046511627906976744,tailmerge1700_score18_cap80,Relevant_score < 1.8,1,80.0,49.9625,3997.0,80.0,16
