custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688278_1207242804_glm4_dewrap_join_chunk_0015,688278,特宝生物,1207242804,15,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5749,5131,3902,3902,33,3902,245,245,"2019年上半年公司主营业务收入31,820.39万元，华东、华中、华北、西北占比分别为32.25%、18.30%、10.90%、10.79%，海外占比0.20%。主要产品销售均价方面，派格宾2019年上半年为690.97元/支，特尔立35.30元/支，特尔津28.51元/支，特尔康65.73元/支。同期前五名客户合计销售21,598.40万元，占比67.78%，其中国药控股、上海医药、华润医药、鹭燕医药、广州医药分别占21.70%、16.03%、15.76%、9.23%、5.05%。",123,58,58,0,4,8,6,13,21,6,27,0.46551724137931033,4,-23,2.9827586206896552,
688278_1207242804_glm4_dewrap_join_chunk_0016,688278,特宝生物,1207242804,16,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6147,5493,3976,3976,33,3976,174,174,"报告期内公司前五名客户合计销售额为19,093.02万元，占营业收入68.10%，其中国药控股、华润医药、上海医药、广州医药、重庆医药集团分别占20.92%、17.85%、17.79%、8.30%、3.23%。主要客户多为医药经销商，公司不存在单一客户销售占比超过50%的情形，董监高、核心人员、主要关联方及持股5%以上股东未在上述客户中拥有权益。",87,96,96,0,18,6,54,8,9,1,10,0.10416666666666667,2,-8,1.8645833333333333,
688278_1207242804_glm4_dewrap_join_chunk_0017,688278,特宝生物,1207242804,17,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6279,5660,3998,3998,33,3998,298,298,"公司产品销售以经销模式为主，主要客户除上海众协药店外均为经销商，发行人与主要客户不存在关联关系或购销外其他关系，经销商亦不存在专门销售发行人产品的情况。2019年1-6月、2018年、2017年、2016年经销收入占比分别为98.25%、98.43%、98.82%、95.67%，直销占比较低；经销商下游客户主要为医院、药房等终端医疗机构，下游前五大客户收入占比为7.58%、8.26%、11.01%、8.09%。公司生产主要采购填料、聚乙二醇衍生物、蛋白胨、酵母粉、预灌封注射器、西林瓶及水电蒸汽等，采购合计分别为1,370.04万元、1,402.49万元、928.81万元、757.59万元。",149,117,117,0,24,11,55,12,12,3,15,0.1282051282051282,3,-12,1.8803418803418803,
688278_1207242804_glm4_dewrap_join_chunk_0018,688278,特宝生物,1207242804,18,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5861,5351,3840,3840,33,3840,296,297,"北京键凯为公司聚乙二醇活性修饰剂供应商，该物料用于派格宾生产及长效蛋白质类药物研发；因供货期、检验周期较长且单价较高，公司以集中备货降低采购成本，分别于2015年、2017年、2019年集中采购YPEG 3千克、3.07千克、6千克。2016年至2019年1-6月YPEG投料分别为726克、858克、1,416克、800克，对应派格宾原液产出66.75、84.30、113.31、57.50，基本匹配生产经营。公司与北京键凯不存在最低采购额约定，YPEG按采购数量累进、价格递减；2019年1-6月前五大供应商采购合计1,253.17万元，占57.93%，不存在单一供应商采购占比超过50%。",148,102,102,0,16,8,37,19,17,5,22,0.21568627450980393,3,-19,2.2745098039215685,
688278_1207242804_glm4_dewrap_join_chunk_0019,688278,特宝生物,1207242804,19,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6089,5402,3994,3994,33,3994,292,292,"报告期内公司主要物料供应商较稳定，前五大供应商均有长期合作历史且无新增供应商；碧迪医疗2019年1-6月采购占比升至26.41%，主要因山东威高供货紧张，公司将预灌封注射器组合件采购转向碧迪医疗。北京键凯采购占比2017年较高，源于聚乙二醇活性修饰剂供货和检验周期长、单价高，公司为派格宾上市推广及2018年需求增长备货；广州甲普为GE填料代理商，公司通过其采购进口填料并按约3年中长期需求批量采购。2019年6月30日，公司固定资产以机器设备为主，账面原值14,230.41万元、账面价值4,543.07万元；房屋及建筑物账面价值1,326.85万元，部分设备和房产已设最高额抵押。",146,93,93,0,13,7,40,16,14,3,17,0.1827956989247312,3,-14,2.21505376344086,
688278_1207242804_glm4_dewrap_join_chunk_0020,688278,特宝生物,1207242804,20,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5909,5180,3920,3920,33,3920,267,267,截至2019年6月30日，发行人及子公司拥有多项境内外商标，并拥有2件国际注册商标。公司经过20余年积累，形成覆盖蛋白质及其长效修饰药物开发全过程的知识产权体系，获得国家级知识产权优势企业、全国企事业知识产权试点单位等荣誉，并在聚乙二醇重组蛋白质修饰、蛋白质药物生产、药物筛选及优化平台技术等方面布局专利。截至2019年6月30日，发行人及子公司拥有12项发明专利，主要发明专利覆盖中国、欧洲、美国、加拿大、日本、韩国等数十个国家和地区，涉及Y型聚乙二醇修饰干扰素α-2b、干扰素α-2a、G-CSF及重组人粒细胞刺激因子纯化方法等。,134,91,91,0,37,4,28,7,11,4,15,0.16483516483516483,3,-12,1.5934065934065933,
688278_1207242804_glm4_dewrap_join_chunk_0021,688278,特宝生物,1207242804,21,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6673,6121,3949,3949,33,3949,195,195,发行人围绕派格宾取得北京键凯YPEG活性修饰剂在rhIFN-α等蛋白质药物中的全球独占实施许可，并利用Y型PEG绕开直链和U型PEG核心专利屏障。派格宾以K134位点单修饰产物为主，细胞学比活性约为派罗欣2倍，并通过PCT及美国、欧洲、日本等授权保护药物结构、制备方法和临床应用。发行人及子公司还作为被许可方使用普达ACT50相关专利，报告期内已按约支付北京键凯许可费、提成费和化合物费用。,98,62,62,0,9,18,12,11,10,2,12,0.1935483870967742,3,-9,2.0161290322580645,
688278_1207242804_glm4_dewrap_join_chunk_0022,688278,特宝生物,1207242804,22,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6572,6176,3985,3985,33,3985,310,310,发行人不掌握YPEG制备方法，专利期内无权自行生产；若北京键凯专利期满后不能继续供货，应在两个月内以10万元转让相关化合物生产技术。发行人利用YPEG开发派格宾、YPEG-G-CSF、YPEG-EPO和YPEG-GH，其中派格宾以K134高活性位点为主，比活性约为派罗欣2倍，YPEG-G-CSF半衰期约70h且总用药剂量降低一半以上。派格宾HBeAg血清转换率31%，与派罗欣32%相当并高于佩乐能22%；YPEG-G-CSF在FN发生率等核心指标上与已上市产品相似。派格宾、YPEG-G-CSF、YPEG-EPO、YPEG-GH均按生物制品国家1类新药申报，PEG相关药物境内外专利到期时间为2027年至2031年。,155,78,78,0,6,22,14,17,16,3,19,0.24358974358974358,4,-15,2.3076923076923075,
688278_1207242804_glm4_dewrap_join_chunk_0023,688278,特宝生物,1207242804,23,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7036,6819,3963,3963,33,3963,269,269,发行人在药物开发中依赖北京键凯专利独占实施许可，但独立拥有基于自有核心技术的Y型PEG药物结构及制备方法专利，在核心技术和原材料方面不存在重大依赖。2019年1-6月发行人计提北京键凯提成费639.52万元，全年预计超过1400万元，且合同约定北京键凯持续供货或以10万元转让生产技术。北京键凯专利2023年3月11日到期，发行人4项PEG药物专利到期为2027年至2031年，仿制在未来约10年不会构成重大不利影响。发行人从普达取得ACT50相关两项专利在中国的独占实施许可，报告期向普达支付许可使用费，ACT50仍处于临床前研究阶段。,135,67,67,0,5,24,14,13,9,2,11,0.16417910447761194,4,-7,2.044776119402985,
688278_1207242804_glm4_dewrap_join_chunk_0024,688278,特宝生物,1207242804,24,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6589,5997,3927,3927,33,3927,261,263,发行人已形成聚乙二醇重组蛋白质修饰平台技术和蛋白质药物生产平台技术等核心技术，并对相关技术采取发明专利、商业秘密等保护，具备独立研发、生产、销售机构及采购销售渠道。发行人持有药品生产许可证，生产范围包括小容量注射剂、冻干粉针剂和治疗用生物制品，有效期至2020年12月31日。发行人拥有派格宾等新药证书及18项药品注册批件，其中聚乙二醇干扰素α-2b注射液批准规格包括180μg西林瓶和预充式。2017年派格宾取得慢性乙肝适应症补充申请批件，另有YPEG-G-CSF III期、YPEG-EPO II期等临床试验批件或通知书。,131,74,74,0,8,18,18,18,11,1,12,0.16216216216216217,4,-8,2.1216216216216215,
688278_1207242804_glm4_dewrap_join_chunk_0025,688278,特宝生物,1207242804,25,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0025.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6740,6456,3707,3707,33,3707,270,270,发行人核心技术包括聚乙二醇重组蛋白质修饰平台、蛋白质药物生产平台和药物筛选及优化平台，分别应用于派格宾、特尔立、特尔康、特尔津及在研新药。聚乙二醇重组蛋白质修饰平台为自主研发，攻克选择性修饰、修饰位点比例控制与鉴定、产业化放大等关键技术，并以派格宾Lys134单位点修饰物为主成分，使细胞学比活性约为PegIFNα-2a的2倍。基于该平台，公司已有4个长效化药物获得中国及美国、欧洲、日本等发达国家和地区药物结构和制备方法发明专利授权。公司申报5个聚乙二醇修饰重组蛋白质药物且均为1类，全部完成临床试验登记并取得临床批件，派格宾已获批上市。,135,69,69,0,3,17,14,16,15,4,19,0.2753623188405797,4,-15,2.5072463768115942,
688278_1207242804_glm4_dewrap_join_chunk_0026,688278,特宝生物,1207242804,26,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0026.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7117,6700,3939,3939,33,3939,315,316,派格宾与派罗欣相比，在修饰剂稳定性、细胞生物学比活性、产品纯度、细菌内毒素及中和抗体产生率等关键质量指标上具有优势，代表公司聚乙二醇重组蛋白质修饰平台达到国际水平。公司已建立覆盖大肠杆菌、酵母和哺乳动物细胞的蛋白质药物生产平台，配套多品种生产车间、模块化工艺、在线监控和纯化集成系统，检测实验室于2010年通过CNAS认可。公司蛋白质原液质量在反相色谱纯度、排阻色谱纯度、细菌内毒素等方面总体高于中外药典要求，已上市品种中除rhGM-CSF外均为现行国家标准物质原料提供单位；药物筛选平台基于ACTOne Biosensor技术，灵敏度较ELISA提高10倍，可在384孔或1536孔微孔板进行高通量筛选，并拥有欧美日授权国际专利。,158,48,48,0,4,18,8,8,8,2,10,0.20833333333333334,3,-7,2.0833333333333335,
688278_1207242804_glm4_dewrap_join_chunk_0027,688278,特宝生物,1207242804,27,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0027.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7183,6649,3914,3914,33,3914,312,312,公司核心技术包括聚乙二醇重组蛋白质修饰平台、蛋白质药物生产平台和药物筛选及优化平台，其中前两项来自自主研发，主要产品应用的核心技术来自自主研发。北京键凯YPEG专利全球独占许可用于开发PEG化长效蛋白质药物，相关活性修饰剂已用于rhG-CSF、rhEPO、rhGH、rhIFN-α2a、rhIFN-α2b等5项聚乙二醇化重组蛋白质药物，派格宾已上市；公司后续形成的药物结构、制备方法、修饰工艺和质控体系知识产权归特宝生物所有。报告期核心技术产品包括派格宾、特尔津、特尔立、特尔康及YPEG-G-CSF、YPEG-EPO、YPEG-GH，2018年派格宾收入占比升至41.80%，特尔立2017年细分市场占有率为63.33%。,156,54,54,0,5,16,10,11,9,3,12,0.2222222222222222,3,-9,2.2222222222222223,
688278_1207242804_glm4_dewrap_join_chunk_0028,688278,特宝生物,1207242804,28,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0028.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6956,6626,3987,3987,33,3987,371,372,截至招股说明书签署日，公司主要在研项目包括派格宾联合核苷（酸）类药物的慢性乙肝临床治愈临床试验、已启动Ⅲ期的YPEG-G-CSF、获Ⅱ期临床试验通知书的YPEG-EPO、Ⅱ/Ⅲ期YPEG-GH及临床前ACT50、ACT60。派格宾乙肝临床治愈研究为多中心、随机、对照、确证性试验，计划纳入400例慢性乙肝患者，以HBsAg阴转率为主要疗效指标；公司于2019年5月获临床默示许可，2019年7月取得通知书。历史探索性研究显示，优势患者临床治愈率通常超过30%、部分研究超过60%，公司还以派格宾支持十三五重大专项5个慢性乙肝临床治愈相关课题。YPEG-G-CSF采用40kD Y型分支PEG单位点修饰rhG-CSF，为生物制品国家1类新药，获重大新药创制专项支持，药物结构和制备方法已取得中国、美国、澳大利亚等国专利，并已获批开展Ⅲ期临床试验。,186,47,47,0,3,19,7,8,7,3,10,0.2127659574468085,3,-7,2.127659574468085,
688278_1207242804_glm4_dewrap_join_chunk_0029,688278,特宝生物,1207242804,29,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0029.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6700,6332,3957,3957,33,3957,306,308,YPEG-G-CSFⅠ期临床显示耐受性良好，未发生严重不良事件或剂量限制性毒性，给药前及给药3周未检测到G-CSF抗体，药代半衰期为56.9-88.6小时、平均约70小时。Ⅱ期临床纳入80例非小细胞肺癌或乳腺癌患者，YPEG-G-CSF 20、30、45μg/kg剂量组与100μg/kg对照药比较，在总用药剂量降低一半以上情况下疗效相当，并可降低化疗后Ⅲ-Ⅳ度中性粒细胞减少症、预防发热性粒细胞减少症。该产品已开展Ⅲ期临床，采用40kD Y型分支PEG修饰，半衰期较已上市20kD或19kD直链PEG产品进一步延长，药物结构、修饰位点和生物学活性与同类已上市药品差异较大，拥有多国结构专利，注册分类为生物制品1类。,153,52,52,0,4,16,7,10,11,4,15,0.28846153846153844,3,-12,2.3846153846153846,
688278_1207242804_glm4_dewrap_join_chunk_0030,688278,特宝生物,1207242804,30,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0030.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6670,6335,3994,3994,33,3994,365,368,"YPEG-G-CSF尚处Ⅲ期临床，2016年至2019年上半年研发投入分别为163.88万元、237.60万元、401.49万元和548.00万元，预计后续还需投入约5,600万元，其中Ⅲ期临床约4,300万元、工业规模工艺开发约1,300万元。该药物为生物制品国家1类新药，采用40kD Y型分支PEG修饰rhG-CSF，并以N端氨基酸和K17为主要修饰位点，药物结构及制备方法取得中国、美国、加拿大、澳大利亚等国家专利授权。YPEG-EPO采用40kD Y型分支PEG单位点修饰rhEPO，获重大新药创制专项支持，已完成Ⅰ期临床并获Ⅱ期临床试验通知书；Ⅰ期中平均消除半衰期为100.3-164.0小时，支持2-4周给药1次。YPEG-GH采用40kD Y型分支PEG单位点修饰rhGH，正在开展Ⅱ/Ⅲ期临床，已完成Ⅰ期健康人体试验。",183,43,43,0,3,15,7,8,8,2,10,0.23255813953488372,3,-7,2.2093023255813953,
688278_1207242804_glm4_dewrap_join_chunk_0031,688278,特宝生物,1207242804,31,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0031.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6846,6350,3969,3969,33,3969,277,277,YPEG-GHⅠ期试验中，中国健康男性受试者接受10-200μg/kg等5个剂量组，安全性和免疫原性与对照药思真无显著差异，达峰时间12-48小时、平均消除半衰期65-120小时，均明显长于对照药，同等IGF-1效应下周剂量远低于思真。该药正开展儿童生长激素缺乏症Ⅱ/Ⅲ期临床研究，YPEG-GH采用Y型分支PEG、以N端氨基酸残基为主，PCT专利已在中国、美国、欧洲、日本等获授权，较金赛增专利覆盖更广。ACT50为靶向αvβ3的新机制PEG化蛋白药物，处于临床前研究；ACT60为糖皮质激素及IL-2类激动剂联合药物组合，处于药学和工艺优化研究阶段。,139,74,74,0,8,17,14,20,12,3,15,0.20270270270270271,3,-12,2.27027027027027,
688278_1207242804_glm4_dewrap_join_chunk_0032,688278,特宝生物,1207242804,32,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0032.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6866,6449,3968,3968,33,3968,316,316,"YPEG-G-CSF、YPEG-EPO和YPEG-GH现有临床试验未发生可能导致终止临床的不良事件，相关不良事件种类、程度、频率未超出预期或对照药范围。报告期研发支出为9,299.69万元、4,395.59万元、4,333.47万元和2,843.99万元，占营业收入33.17%、13.61%、9.67%和8.92%，投向派格宾、YPEG-GH、YPEG-G-CSF、YPEG-EPO、ACT50、ACT60等项目。公司5名核心技术人员、127名研发人员，研发人员占17.37%；已自主开发申报14个品种并全部取得临床批件，4个治疗用生物制品获批上市，团队承担9项重大新药创制专项，5个聚乙二醇蛋白质长效药物获准临床、1个获准上市。",158,96,96,0,6,15,18,31,20,6,26,0.2708333333333333,3,-23,2.6458333333333335,
688278_1207242804_glm4_dewrap_join_chunk_0033,688278,特宝生物,1207242804,33,33,results/glm4_dewrap_join_pilot100_20260705/chunks/688278_1207242804_glm4_dewrap_join_chunk_0033.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5574,5268,3325,3325,33,3325,294,294,"公司拥有聚乙二醇重组蛋白质修饰、蛋白质药物生产、药物筛选及优化等核心平台技术，并储备多个表达平台和克隆构建；在研方向包括慢性乙肝临床治愈、YPEG-G-CSF、YPEG-EPO、YPEG-GH、ACT50和ACT60。新药研发以自主研发为主，合作研发主要涉及PEG-IL2联合DEX呼吸道吸入给药药效学研究，以及ACT50相关αvβ3新颖位点抗血管生成试剂研究。报告期委托外部研发费为96.83万元、184.26万元、677.66万元和618.62万元，主要外协单位金额合计3,024.08万元、占50.62%，包括广州泰格、普瑞盛、三〇二医院、北京大学人民医院等，均披露不存在关联关系。",147,83,83,0,5,18,17,25,15,3,18,0.21686746987951808,3,-15,2.433734939759036,
688159_1207265383_glm4_dewrap_join_chunk_0001,688159,有方科技,1207265383,1,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6867,6343,3964,3964,24,3964,278,278,"有方科技主营物联网无线通信模块、无线通信终端和无线通信解决方案，生产以外协加工实现，产品面向智慧能源、工业物联网、车联网、商业零售、智慧城市等场景。公司智能电网4G无线通信模块出货量占国家电网近三年智能电表招标采购量50%以上，主要产品通过10KV/18KV内部测试、1000小时以上高温高湿老化测试和30天数据收发稳定性测试。公司4G智能OBD面向海外高端市场，采用安卓系统，适用UBI、车队管理、汽车租赁等场景。2016年至2019年1-6月营业收入分别为32,803.75万元、49,896.92万元、55,713.56万元和33,990.47万元。",139,92,92,0,8,18,24,25,14,3,17,0.18478260869565216,4,-13,2.3043478260869565,
688159_1207265383_glm4_dewrap_join_chunk_0002,688159,有方科技,1207265383,2,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6941,6539,3996,3996,24,3996,302,302,"公司2019年1-6月因Harman持续采购及CPON合作带来的Telefonica、VIVO项目大批量出货，无线通信终端收入占比快速提升。公司经营模式为研发、销售为核心，生产委外加工，采购进口芯片等原材料主要通过供应链公司报关进口。核心增值环节为基带电路、射频电路、嵌入式软件和通信协议等产品设计研发，公司掌握5项核心基础技术和11项核心应用技术，外协加工不涉及核心工艺和产品技术。销售以直销为主、经销为辅，2019年1-6月直销收入24,474.88万元、占72.01%，经销收入9,515.59万元、占27.99%；境外收入由2016年323.13万元增至2019年1-6月14,608.33万元。",151,86,86,0,5,20,27,22,10,2,12,0.13953488372093023,4,-8,2.2093023255813953,
688159_1207265383_glm4_dewrap_join_chunk_0003,688159,有方科技,1207265383,3,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7492,7123,3981,3981,24,3981,213,213,报告期内公司经营模式未发生变化，仍将资源集中于研发与市场开拓，生产采用外协加工，销售采用直销为主、经销为辅的模式；2017年以来新增物联网无线通信终端系列产品。公司所属行业为计算机、通信和其他电子设备制造业，主要产品包括物联网无线通信模块、无线通信终端和无线通信解决方案，并应用于智慧能源、车联网、工业物联网、商业零售、智慧城市等领域。行业监管涉及CTA、SRRC、CCC、CE、FCC、RoHS等认证及下游细分领域准入要求。,107,95,95,0,9,48,18,15,5,0,5,0.05263157894736842,3,-2,1.568421052631579,
688159_1207265383_glm4_dewrap_join_chunk_0004,688159,有方科技,1207265383,4,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6994,6572,3835,3835,24,3835,188,188,报告期内公司主营业务收入主要来自无线通信模块销售，未来拟在巩固模块市场地位的同时提升物联网无线通信解决方案和无线通信终端收入占比。公司产品主要应用于智慧能源中的智能表计，智能电表渗透率约90%，智能燃气表渗透率超过50%，智能水表2016年渗透率不足15%。全球和中国物联网行业处于快速发展阶段，蜂窝物联网无线通信模块行业具有规模化效应，模块产品向定制化解决方案和云平台延伸。,94,88,88,0,4,57,14,9,4,0,4,0.045454545454545456,3,-1,1.4545454545454546,
688159_1207265383_glm4_dewrap_join_chunk_0005,688159,有方科技,1207265383,5,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7045,6490,3968,3968,24,3968,320,326,"公司无线通信模块用于智能电网采集终端中的集中器、采集器、专变终端和三相表等，使其接入蜂窝网络并实现远程抄表和资源优化配置。公司2018年通过经销商Arrow Asia Pac Limited向印度智能电表厂商Genus Power Infrastructures Ltd销售无线通信模块1,477.26万元。公司成功中标中国联通和中国移动首轮NB-IoT无线通信模块采购，并在中国联通招标中取得评审第一名和30%份额。车联网后装领域，公司高端OBD产品搭载安卓系统并通过美国AT&T认证，已与Harman、Reliance、Telefonica、VIVO合作，2018年和2019年1-6月OBD收入分别为7,929.36万元和13,220.15万元。",160,91,91,0,4,42,17,16,9,3,12,0.13186813186813187,4,-8,1.9230769230769231,
688159_1207265383_glm4_dewrap_join_chunk_0006,688159,有方科技,1207265383,6,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6485,5931,3761,3761,24,3761,156,156,公司无线通信智能模块支持移动支付终端联网、数据处理和智能操作系统需求，并为共享租赁、自助服务设备提供2G、4G、NB-IoT公网通信方案。2016年公司为中国铁塔“通信与位置服务终端”提供物联网无线通信模块并取得约50%市场份额。2017年公司向智慧城市领域知名企业大批量供货，并将智慧城市作为未来重点布局领域。,78,58,58,0,12,30,6,6,3,1,4,0.06896551724137931,3,-1,1.3275862068965518,
688159_1207265383_glm4_dewrap_join_chunk_0007,688159,有方科技,1207265383,7,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6939,6505,3873,3873,24,3873,228,228,"公司未来面向全球重点布局智慧能源、车联网、商业零售、工业物联网和智慧城市市场，主营物联网无线通信模块、终端和解决方案研发、外协生产及销售。公司在国内蜂窝通信模块供应商第一梯队，2016至2018年智能电网产品收入分别为13,068.75万元、35,689.93万元和30,741.13万元，4G模块出货量占国家电网近三年智能电表招标采购量50%以上。公司掌握5项核心基础技术、11项特色核心应用技术，拥有4项发明专利、18项实用新型专利和51项软件著作权。",114,62,62,0,8,15,13,14,8,4,12,0.1935483870967742,4,-8,2.1774193548387095,
688159_1207265383_glm4_dewrap_join_chunk_0008,688159,有方科技,1207265383,8,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6190,5716,3673,3673,24,3673,259,259,"2016至2018年公司研发投入和研发人员持续增加，2018年研发投入4,058.17万元、占收入7.28%，研发人员227人、占比54.83%，并有19项发明专利处于实审阶段。公司是Harman唯一4G智能OBD供应商，国内能向欧美高端市场提供4G智能OBD产品的仅公司和高新兴物联。公司模块产品通过1000小时以上85%湿度、85℃高温老化测试及30天数据收发稳定性测试，主要型号ESD和尺寸等指标与主要竞争对手大体相同。2018年智慧能源、工业物联网、车联网收入占比分别为55.62%、5.35%、18.53%。",130,55,55,0,9,14,10,10,8,4,12,0.21818181818181817,4,-8,2.109090909090909,
688159_1207265383_glm4_dewrap_join_chunk_0009,688159,有方科技,1207265383,9,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6090,5388,3863,3863,24,3863,278,278,"报告期内公司无线通信模块毛利率整体下降，2018年为19.15%，变动趋势与广和通、移远通信一致。2019年1-6月、2018年、2017年、2016年公司营业收入分别为33,990.47万元、55,713.56万元、49,896.92万元、32,803.75万元，主营业务收入占比均超过93%。无线通信模块仍是主要收入来源，2018年收入43,657.65万元、占78.36%；无线通信终端快速增长，2019年1-6月收入13,464.24万元、占39.61%。2018年公司成功向Harman等海外客户批量销售4G智能OBD，车联网成为新的业绩增长点。",139,50,50,0,11,13,8,7,8,3,11,0.22,4,-7,1.94,
688159_1207265383_glm4_dewrap_join_chunk_0010,688159,有方科技,1207265383,10,24,results/glm4_dewrap_join_pilot100_20260705/chunks/688159_1207265383_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6096,5411,3868,3868,24,3868,274,274,"报告期内公司无线通信模块均价分别为65.35元、82.62元、87.57元和76.15元，2017年上升主要因4G模块销量占比由28.91%提升至54.14%，2019年1-6月下降则因4G模块单价降至100.35元。无线通信终端均价由2017年164.11元升至2019年1-6月383.99元，主要受4G智能OBD销量占比提升影响。公司主要客户包括国家电网甘肃省电力公司、三星医疗、威胜控股、Harman、CPON等，2019年1-6月前五大客户销售额18,804.84万元、占55.32%。报告期内公司不存在单一客户销售占比超过50%的情形。",137,46,46,0,9,8,8,9,9,3,12,0.2608695652173913,4,-8,2.217391304347826,
